age_CE,Y0002E_raw,Y0002W_raw,Y0004N_raw,Y0004E_raw,Y0005S_raw,Y0005W_raw,Y0007E_raw,Y0008E_raw,Y0008W_raw,Y0009N_raw,Y0009E_raw,Y0010E_raw,YOO10W_raw,Y0012N_raw,Y0012E_raw,Y0013E_raw,Y0013W_raw,Y0015S_raw,Y0017E_raw,Y0017W_raw,Y0019N_raw,Y0019W_raw,Y0020S_raw,Y0020E_raw,Y0021S_raw,Y0021E_raw,Y0022N_raw,Y0023N_raw,Y0023W_raw,Y0024N_raw,Y0024S_raw,Y0025E_raw,Y0025W_raw,Y0025X_raw,Y0026W_raw,Y0027N_raw,Y0028E_raw,Y0028W_raw,Y0029A_raw,Y0029B_raw,Y0030A_raw,Y0030B_raw,Y0031N_raw,Y0031E_raw,Y0032S_raw,Y0032W_raw,Y0033E_raw,Y0033W_raw,Y0036S_raw,Y0036E_raw,Y0037N_raw,Y0037S_raw,Y0040E_raw,Y0040N_raw,Y0041N_raw,Y0042N_raw,Y0042E_raw,YX001A_raw,YX001B_raw,YX001C_raw,YX001D_raw,YX002A_raw,YX002B_raw,YX002C_raw,YX003A_raw,YX003B_raw,YX004A_raw,YX004B_raw,YX005A_raw,YX005B_raw,...72,Y0002E_raw_outlier_flag,Y0002W_raw_outlier_flag,Y0004N_raw_outlier_flag,Y0004E_raw_outlier_flag,Y0005S_raw_outlier_flag,Y0005W_raw_outlier_flag,Y0007E_raw_outlier_flag,Y0008E_raw_outlier_flag,Y0008W_raw_outlier_flag,Y0009N_raw_outlier_flag,Y0009E_raw_outlier_flag,Y0010E_raw_outlier_flag,YOO10W_raw_outlier_flag,Y0012N_raw_outlier_flag,Y0012E_raw_outlier_flag,Y0013E_raw_outlier_flag,Y0013W_raw_outlier_flag,Y0015S_raw_outlier_flag,Y0017E_raw_outlier_flag,Y0017W_raw_outlier_flag,Y0019N_raw_outlier_flag,Y0019W_raw_outlier_flag,Y0020S_raw_outlier_flag,Y0020E_raw_outlier_flag,Y0021S_raw_outlier_flag,Y0021E_raw_outlier_flag,Y0022N_raw_outlier_flag,Y0023N_raw_outlier_flag,Y0023W_raw_outlier_flag,Y0024N_raw_outlier_flag,Y0024S_raw_outlier_flag,Y0025E_raw_outlier_flag,Y0025W_raw_outlier_flag,Y0025X_raw_outlier_flag,Y0026W_raw_outlier_flag,Y0027N_raw_outlier_flag,Y0028E_raw_outlier_flag,Y0028W_raw_outlier_flag,Y0029A_raw_outlier_flag,Y0029B_raw_outlier_flag,Y0030A_raw_outlier_flag,Y0030B_raw_outlier_flag,Y0031N_raw_outlier_flag,Y0031E_raw_outlier_flag,Y0032S_raw_outlier_flag,Y0032W_raw_outlier_flag,Y0033E_raw_outlier_flag,Y0033W_raw_outlier_flag,Y0036S_raw_outlier_flag,Y0036E_raw_outlier_flag,Y0037N_raw_outlier_flag,Y0037S_raw_outlier_flag,Y0040E_raw_outlier_flag,Y0040N_raw_outlier_flag,Y0041N_raw_outlier_flag,Y0042N_raw_outlier_flag,Y0042E_raw_outlier_flag,YX001A_raw_outlier_flag,YX001B_raw_outlier_flag,YX001C_raw_outlier_flag,YX001D_raw_outlier_flag,YX002A_raw_outlier_flag,YX002B_raw_outlier_flag,YX002C_raw_outlier_flag,YX003A_raw_outlier_flag,YX003B_raw_outlier_flag,YX004A_raw_outlier_flag,YX004B_raw_outlier_flag,YX005A_raw_outlier_flag,YX005B_raw_outlier_flag,...72_outlier_flag
1492,NA,NA,769,695,NA,NA,NA,976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,NA,NA,NA,NA,NA,NA,NA,599,NA,NA,NA,NA,NA,NA,NA,484,NA,NA,274,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,213,NA,205,NA,NA,NA,332,234,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1493,NA,NA,753,701,NA,NA,NA,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558,NA,NA,NA,NA,NA,NA,NA,618,NA,NA,NA,NA,NA,NA,NA,676,NA,NA,302,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,231,NA,179,NA,NA,NA,527,337,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1494,NA,NA,889,734,NA,NA,NA,1051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,NA,NA,NA,NA,NA,NA,NA,736,NA,NA,NA,NA,NA,NA,NA,592,NA,NA,330,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,198,NA,182,NA,NA,NA,627,434,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1495,NA,NA,848,700,NA,NA,NA,628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527,NA,NA,NA,NA,NA,NA,NA,602,NA,NA,NA,NA,NA,NA,NA,703,NA,NA,355,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,187,NA,142,NA,NA,NA,596,604,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1496,NA,NA,873,645,NA,NA,NA,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338,NA,NA,NA,NA,NA,NA,NA,722,NA,NA,NA,NA,NA,NA,NA,550,NA,NA,304,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,162,NA,196,NA,NA,NA,500,503,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA
1497,NA,NA,846,607,NA,NA,NA,782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,NA,NA,NA,NA,NA,NA,NA,750,NA,NA,NA,NA,NA,NA,NA,475,NA,NA,241,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,194,NA,223,NA,NA,NA,569,530,319,312,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1498,NA,NA,770,578,NA,NA,NA,919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,NA,NA,NA,NA,NA,NA,NA,519,NA,NA,NA,NA,NA,NA,NA,444,NA,NA,164,448,NA,NA,NA,NA,NA,NA,NA,893,NA,142,145,NA,173,NA,NA,NA,422,333,296,299,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1499,NA,NA,715,439,NA,NA,NA,802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,NA,NA,NA,NA,NA,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,323,NA,NA,138,312,NA,NA,NA,NA,NA,NA,NA,568,NA,109,144,NA,170,NA,NA,NA,327,326,277,276,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1500,NA,NA,917,451,NA,NA,NA,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,NA,NA,NA,NA,NA,NA,NA,590,NA,NA,NA,NA,NA,NA,NA,380,NA,NA,167,419,NA,NA,NA,NA,NA,NA,NA,935,NA,152,101,NA,161,NA,NA,NA,312,289,291,309,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1501,NA,NA,890,576,NA,NA,NA,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,NA,NA,NA,NA,NA,NA,NA,679,NA,NA,NA,NA,NA,NA,NA,381,NA,NA,277,586,NA,NA,NA,NA,NA,NA,NA,1101,NA,159,150,NA,162,NA,NA,NA,223,266,233,240,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1502,NA,NA,1293,568,NA,NA,NA,992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642,NA,NA,NA,NA,NA,NA,NA,776,NA,NA,NA,NA,NA,NA,NA,394,NA,NA,263,521,NA,NA,NA,NA,NA,NA,NA,1139,NA,216,156,NA,142,NA,NA,NA,456,363,304,302,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1503,NA,NA,1031,531,NA,NA,NA,1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,NA,NA,NA,NA,NA,NA,NA,964,NA,NA,NA,NA,NA,NA,NA,393,NA,NA,310,506,NA,NA,NA,NA,NA,NA,NA,1177,NA,207,105,NA,133,NA,NA,NA,433,310,289,276,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1504,NA,NA,863,552,NA,NA,NA,752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675,NA,NA,NA,NA,NA,NA,NA,843,NA,NA,NA,NA,NA,NA,NA,447,NA,NA,313,590,NA,NA,NA,NA,NA,NA,NA,1008,NA,177,139,NA,138,NA,NA,NA,326,263,252,257,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1505,NA,NA,1234,717,NA,NA,NA,1220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819,NA,NA,NA,NA,NA,NA,NA,769,NA,NA,NA,NA,NA,NA,NA,458,NA,NA,340,541,NA,NA,NA,NA,NA,NA,NA,1199,NA,162,72,NA,136,NA,NA,NA,318,375,203,200,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1506,NA,NA,1246,780,NA,NA,NA,1124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748,NA,NA,NA,NA,NA,NA,NA,593,NA,NA,NA,NA,NA,NA,NA,548,NA,NA,288,562,NA,NA,NA,NA,NA,NA,NA,1357,NA,277,167,NA,141,NA,NA,NA,445,377,217,206,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1507,NA,NA,1117,703,NA,NA,NA,717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615,NA,NA,NA,NA,NA,NA,NA,492,NA,NA,NA,NA,NA,NA,NA,459,NA,NA,253,551,NA,NA,NA,NA,NA,NA,NA,1133,NA,191,132,NA,93,NA,NA,NA,236,268,167,189,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1508,NA,NA,1096,731,NA,NA,NA,992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732,NA,NA,NA,NA,NA,NA,NA,534,NA,NA,NA,NA,NA,NA,NA,544,NA,NA,346,686,NA,NA,NA,NA,NA,NA,NA,1402,NA,148,127,NA,93,NA,NA,NA,332,315,174,178,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1509,NA,NA,1225,743,NA,NA,NA,1124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889,NA,NA,NA,NA,NA,NA,NA,568,NA,NA,NA,NA,NA,NA,NA,711,NA,NA,409,888,NA,NA,NA,NA,NA,NA,NA,1232,NA,164,199,NA,94,NA,NA,NA,481,466,186,213,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1510,NA,NA,1156,744,NA,NA,NA,961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760,NA,NA,NA,NA,NA,NA,NA,687,NA,NA,NA,NA,NA,NA,NA,794,NA,NA,377,731,NA,NA,NA,NA,NA,NA,NA,1603,NA,124,131,NA,119,NA,NA,NA,646,543,203,153,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1511,NA,NA,860,653,NA,NA,NA,1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644,NA,NA,NA,NA,NA,NA,NA,729,NA,NA,NA,NA,NA,NA,NA,788,NA,NA,298,765,NA,NA,NA,NA,NA,NA,NA,1652,NA,144,162,NA,125,NA,NA,NA,505,585,243,274,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1512,NA,NA,874,630,NA,NA,NA,948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788,NA,NA,NA,NA,NA,NA,NA,760,NA,NA,NA,NA,NA,NA,NA,649,NA,NA,256,630,NA,NA,NA,NA,NA,NA,NA,1233,NA,161,170,NA,124,NA,NA,NA,894,658,231,307,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1513,NA,NA,989,673,NA,NA,NA,1077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875,NA,NA,NA,NA,NA,NA,NA,803,NA,NA,NA,NA,NA,NA,NA,635,NA,NA,296,569,NA,NA,NA,NA,NA,NA,NA,1538,NA,144,217,NA,85,NA,NA,NA,973,673,329,338,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1514,NA,NA,1097,579,NA,NA,NA,959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,NA,NA,NA,NA,NA,NA,NA,730,NA,NA,NA,NA,NA,NA,NA,659,NA,NA,214,490,NA,NA,NA,NA,NA,NA,NA,1219,NA,96,139,NA,32,NA,NA,NA,515,470,254,271,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1515,NA,NA,914,680,NA,NA,NA,1120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765,NA,NA,NA,NA,NA,NA,NA,807,NA,NA,NA,NA,NA,NA,NA,690,NA,NA,189,551,NA,NA,NA,NA,NA,NA,NA,1131,NA,177,260,NA,171,NA,NA,NA,823,722,245,208,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1516,NA,NA,1231,824,NA,NA,NA,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,847,NA,NA,NA,NA,NA,NA,NA,988,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,231,434,NA,NA,NA,NA,NA,NA,NA,1120,NA,159,248,NA,182,NA,NA,NA,648,720,280,205,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1517,NA,NA,828,597,NA,NA,NA,1180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1028,NA,NA,NA,NA,NA,NA,NA,1152,NA,NA,NA,NA,NA,NA,NA,685,NA,NA,240,469,NA,NA,NA,NA,NA,NA,NA,1142,NA,141,237,NA,169,NA,NA,NA,615,621,208,186,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
1518,NA,NA,916,613,NA,NA,NA,942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839,NA,NA,NA,NA,NA,NA,NA,1021,NA,NA,NA,NA,NA,NA,NA,526,NA,NA,222,374,NA,NA,NA,NA,NA,NA,NA,1109,NA,84,113,NA,102,NA,NA,NA,503,366,181,189,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
