age_CE,PJP01A_raw,PJP01B_raw,PJP02A_raw,PJP02B_raw,PJP03A_raw,PJP04A_raw,PJP04B_raw,PJP05A_raw,PJP05B_raw,PJP06A_raw,PJP06B_raw,PJP07A_raw,PJP07B_raw,PJP08A_raw,PJP08B_raw,PJP09A_raw,PJP09B_raw,PJP10A_raw,PJP10B_raw,PJP11A_raw,PJP11B_raw,PJP12A_raw,PJP12B_raw,PJP13A_raw,PJP13B_raw,PJP14B_raw,PJP15A_raw,PJP15B_raw,PJP16A_raw,PJP16B_raw,PJP18A_raw,PJP18B_raw,PJP19A_raw,PJP19B_raw,PJP20A_raw,PJP20B_raw,PJP01A_raw_outlier_flag,PJP01B_raw_outlier_flag,PJP02A_raw_outlier_flag,PJP02B_raw_outlier_flag,PJP03A_raw_outlier_flag,PJP04A_raw_outlier_flag,PJP04B_raw_outlier_flag,PJP05A_raw_outlier_flag,PJP05B_raw_outlier_flag,PJP06A_raw_outlier_flag,PJP06B_raw_outlier_flag,PJP07A_raw_outlier_flag,PJP07B_raw_outlier_flag,PJP08A_raw_outlier_flag,PJP08B_raw_outlier_flag,PJP09A_raw_outlier_flag,PJP09B_raw_outlier_flag,PJP10A_raw_outlier_flag,PJP10B_raw_outlier_flag,PJP11A_raw_outlier_flag,PJP11B_raw_outlier_flag,PJP12A_raw_outlier_flag,PJP12B_raw_outlier_flag,PJP13A_raw_outlier_flag,PJP13B_raw_outlier_flag,PJP14B_raw_outlier_flag,PJP15A_raw_outlier_flag,PJP15B_raw_outlier_flag,PJP16A_raw_outlier_flag,PJP16B_raw_outlier_flag,PJP18A_raw_outlier_flag,PJP18B_raw_outlier_flag,PJP19A_raw_outlier_flag,PJP19B_raw_outlier_flag,PJP20A_raw_outlier_flag,PJP20B_raw_outlier_flag
1957,1.84,1.12,0.91,0.58,1.59,1.07,0.52,1.85,0.88,0.68,0.63,0.55,0.48,0.37,0.44,1.32,0.56,1.05,0.73,1.52,1.51,0.45,0.3,0.79,0.95,0.92,0.78,0.87,0.78,0.58,1.81,0.49,0.36,0.52,2.01,1.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,1.76,0.97,1.02,0.93,1.53,0.52,0.56,2.08,1.15,1.02,0.84,0.66,0.72,0.61,1.2,1.36,0.91,1.17,0.75,1.63,1.36,0.64,0.41,0.94,1.32,1.06,1.09,1.11,0.89,0.72,2.5,0.64,0.45,0.57,2.53,2.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,1.52,0.98,0.45,0.72,1.01,0.29,0.26,1.17,0.95,0.83,0.54,0.64,0.55,0.44,0.6,0.99,0.59,0.66,0.55,1.23,1.19,0.3,0.23,0.66,1,0.69,0.65,0.6,0.24,0.34,1.69,0.35,0.18,0.4,1.7,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,0.67,0.54,0.3,0.43,0.5,0.71,0.13,0.87,0.81,0.67,0.39,0.16,0.27,0.24,0.06,0.53,0.36,0.51,0.43,0.6,0.73,0.28,0.28,0.21,0.46,0.32,0.28,0.22,0.2,0.27,1.04,0.14,0.15,0.15,1.06,1.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1961,1.28,0.64,0.61,0.44,0.69,0.88,0.1,0.9,0.53,0.69,0.52,0.47,0.6,0.14,0.23,0.43,0.34,0.78,0.61,0.75,0.69,0.36,0.24,0.24,0.64,0.59,0.26,0.31,0.27,0.33,1.3,0.26,0.21,0.26,1.32,1.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,1.24,0.7,0.47,0.37,0.73,1.12,0.1,1.27,0.73,0.81,0.49,0.6,0.4,0.2,0.35,0.73,0.53,0.54,0.77,0.94,1.24,0.37,0.26,0.65,0.78,0.57,0.48,0.54,0.21,0.69,1.45,0.31,0.12,0.25,1.32,1.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,0.97,0.64,0.55,0.42,0.85,NA,0.11,1.21,0.77,0.73,0.62,0.78,0.66,0.21,0.31,0.68,0.46,0.61,0.73,1.02,1.34,0.31,0.21,0.54,0.7,0.5,0.38,0.47,0.24,0.44,1.49,0.26,0.27,0.33,1.61,1.42,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,0.55,0.53,0.59,0.57,0.96,NA,0.31,1.26,0.81,0.6,0.68,0.36,0.31,0.15,0.39,0.71,0.43,0.68,0.43,0.58,0.7,0.34,0.29,0.19,0.77,0.16,0.52,0.62,0.38,0.38,1.02,0.28,0.17,0.2,1.47,1.29,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,0.78,0.56,0.58,0.54,1.1,NA,0.24,1.51,1.1,0.6,0.62,0.49,0.39,0.21,0.47,1.06,0.55,0.81,0.61,0.48,0.78,0.47,0.29,0.18,0.7,0.22,0.64,0.79,0.35,0.55,1.05,0.23,0.15,0.23,1.38,1.16,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,1.27,0.58,0.7,0.62,1.5,NA,0.21,1.82,1.45,0.73,0.72,0.8,0.36,0.28,0.49,1.27,0.9,1.17,0.75,1.15,1.47,0.59,0.36,0.38,0.85,0.81,0.61,0.8,0.2,0.71,0.94,0.32,0.19,0.36,1.46,1.66,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,1.24,0.6,0.38,0.48,0.96,NA,0.22,1.57,1.5,0.66,0.58,0.35,0.34,0.24,0.43,0.84,0.41,0.6,0.55,1.06,1.04,0.41,0.26,0.51,0.44,0.96,0.57,0.6,0.18,0.28,0.92,0.24,0.16,0.28,1.63,1.32,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,1.15,0.87,0.48,0.42,0.82,NA,0.24,1.41,1.11,0.6,0.61,0.55,0.31,0.2,0.42,0.41,0.55,0.52,0.6,0.65,0.65,0.36,0.21,0.42,0.69,0.79,0.39,0.43,0.31,0.53,0.56,0.1,0.09,0.13,1.58,1.08,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1969,0.85,0.68,0.32,0.4,0.74,NA,0.09,1.25,1.04,0.45,0.51,0.32,0.42,0.3,0.36,0.77,0.57,0.52,0.37,0.34,0.33,0.38,0.35,0.37,0.51,0.24,0.46,0.43,NA,0.69,0.84,0.13,0.11,0.19,0.88,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,0.9,0.62,0.32,0.19,0.85,NA,0.17,1.55,1.27,0.52,0.55,0.41,0.33,0.3,0.24,0.45,0.42,0.68,0.42,0.59,0.83,0.27,0.17,0.2,0.41,0.28,0.41,0.38,NA,0.4,0.97,0.16,0,0,1.21,1.03,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,0.61,0.38,0.36,0.45,0.76,NA,0.1,1.69,1.38,0.44,0.56,0.25,0.26,0.15,0.21,0.35,0.44,0.79,0.42,0.75,0.47,0.25,0.23,0.31,0.5,0.26,0.19,0.31,NA,0.22,0.52,NA,0,0,1.26,0.96,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1972,1.04,0.3,0.53,0.38,1.1,NA,0.12,1.92,1.71,0.53,0.48,0.5,0.46,0.19,0.21,0.56,0.69,0.7,0.45,0.63,0.7,0.32,0.24,0.33,0.54,1.01,0.28,0.28,NA,0.49,0.77,NA,0.06,0.2,1.49,1.25,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1973,0.73,0.35,0.43,0.48,1.15,NA,0.14,1.46,1.61,0.58,0.59,0.38,0.36,0.16,0.22,0.61,0.57,0.69,0.6,0.53,0.78,0.44,0.17,0.35,0.43,0.9,0.27,0.33,NA,0.27,0.94,NA,0.2,0.13,1.07,0.88,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1974,0.77,0.42,0.47,0.5,1.32,NA,0.17,1.25,1.41,0.46,0.58,0.38,0.31,0.14,0.21,0.58,0.54,0.6,0.54,0.22,0.3,0.34,0.34,0.23,0.66,0.77,0.47,0.5,NA,0.48,0.51,NA,0.15,0.24,1.2,0.89,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1975,0.82,0.52,0.34,0.36,1.2,NA,0.12,0.86,0.78,0.39,0.55,0.32,0.23,0.18,0.33,0.61,0.69,0.67,0.51,0.15,0.36,0.38,0.29,0.37,0.44,0.33,0.37,0.6,NA,0.44,0.51,NA,0.14,0,0.82,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1976,1.13,0.81,0.38,0.5,1.52,NA,0.15,1.08,1.47,0.47,0.69,0.4,0.34,0.25,0.31,0.85,0.74,0.65,0.59,0.47,0.82,0.41,0.26,0.47,0.48,0.25,0.49,0.59,NA,0.52,0.9,NA,0.11,0.19,1.56,1.38,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1977,0.71,0.57,0.44,0.37,1.44,NA,0.21,1,1.47,0.43,0.62,0.32,0.28,0.2,0.27,0.76,0.76,0.74,0.62,0.4,0.57,0.45,0.38,0.29,0.65,0.23,0.61,0.61,NA,0.47,0.56,NA,0.15,0.25,1.14,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1978,0.77,0.44,0.39,0.51,1.44,NA,0.36,1.11,1.3,0.45,0.62,0.29,0.31,0.28,0.36,0.61,0.58,0.81,0.44,0.41,0.45,0.48,0.34,0.26,0.78,0.32,0.56,0.52,NA,0.5,0.47,NA,0.11,0.32,0.92,1.1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1979,0.71,0.61,0.32,0.53,1.89,NA,0.18,1.55,1.08,0.28,0.51,0.32,0.29,0.36,0.46,0.52,0.63,0.94,0.79,0.31,0.69,0.42,0.43,0.17,0.65,0.45,0.44,0.34,NA,0.47,0.59,NA,0.11,0.19,0.65,0.98,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1980,0.59,0.46,0.33,0.53,1.3,NA,0.21,1.48,1.04,0.47,0.6,0.31,0.32,0.38,0.61,0.54,0.53,0.98,0.68,0.48,0.73,0.44,0.24,0.17,0.63,0.44,0.53,0.53,NA,0.6,0.23,NA,0.17,0.45,0.96,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1981,1.12,1.05,0.86,0.48,1.35,NA,0.18,1.53,1.02,0.4,0.53,0.48,0.54,0.52,0.39,0.55,0.79,1.09,0.67,0.54,0.73,0.34,0.4,0.48,0.61,0.38,0.87,0.55,NA,0.65,0.66,NA,0.3,0.29,1.47,1.23,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1982,0.86,0.71,0.15,0.29,0.66,NA,0.23,0.2,0.49,0.6,0.31,0.15,0.6,0.63,1.19,0.67,1,0.82,0.52,0.44,0.79,0.37,0.27,0.54,0.62,0.79,0.61,0.57,NA,0.53,0.88,NA,0.16,0.16,0.82,1.25,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1983,0.76,0.65,0.27,0.24,0.76,NA,NA,0.22,0.71,0.55,0.31,0.41,0.5,0.36,1.36,0.99,0.79,0.9,0.6,0.51,0.69,0.52,0.38,0.47,0.57,0.85,0.5,0.53,NA,0.5,0.48,NA,0.15,0.72,0.39,1.21,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1984,0.8,0.67,0.3,0.31,1,NA,NA,0.36,0.43,0.44,0.33,0.62,0.45,0.38,1.52,0.98,0.81,1.15,0.62,0.19,0.33,0.39,0.18,0.31,0.76,0.77,0.53,0.48,NA,0.51,0.47,NA,0.21,0.21,0.44,1.54,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1985,1.26,0.43,0.36,0.39,0.78,NA,NA,0.39,0.36,0.52,0.43,0.53,0.31,0.19,1.81,1.37,0.86,0.94,0.51,0.3,0.28,0.18,0.12,0.5,0.54,0.35,0.44,0.48,NA,0.39,0.46,NA,0.33,0.38,0.42,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1986,1.44,0.84,0.39,0.48,1.45,NA,NA,0.68,0.47,0.84,0.59,0.79,0.45,0.35,1.86,1.24,1.06,1.18,0.6,0.73,0.6,0.27,0.17,0.62,0.84,0.2,0.59,0.78,NA,0.46,0.25,NA,0.44,0.23,0.43,1.32,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1987,1.21,0.63,0.12,0.32,0.89,NA,NA,0.8,0.39,0.77,0.54,0.17,0.25,0.16,1.25,0.85,0.84,0.9,0.38,0.54,0.55,0.19,0.08,0.42,0.59,0.29,0.39,0.21,NA,0.43,NA,NA,0.27,0.28,0.41,1.69,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1988,0.97,0.29,0.11,0.2,0.98,NA,NA,0.96,0.16,0.68,0.7,0.1,0,0.08,0.54,0.99,0.73,0.57,0.27,0.18,0.2,0.26,0.1,0.28,0.47,0.61,0.18,0.16,NA,0.35,NA,NA,0.29,0.08,0.35,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1989,0.95,0.47,0.11,0.38,1.49,NA,NA,1.66,0.29,0.56,0.8,0.71,0.37,0.2,0.56,0,0.53,0.34,0.26,0.27,0.3,0.18,0.08,0.37,0.48,NA,0.27,NA,NA,0.16,NA,NA,0.25,0.13,0.33,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
1990,1.13,0.57,0.21,0.52,1.68,NA,NA,1.88,0.77,0.67,1,0.98,0.77,0.28,0.89,0.98,0.91,0.65,0.39,0.47,0.47,0.21,0.24,0.58,0.56,NA,NA,NA,NA,0.3,NA,NA,0.33,0.12,0.5,1.15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE
