age_CE,MAM121AA_raw,MAM132AA_raw,MAM142AA_raw,MAM143AA_raw,MAM151AA_raw,MAM152AA_raw,MAM161AA_raw,MAM162AA_raw,MAM163AA_raw,MAM171AA_raw,MAM172AA_raw,MAM181AA_raw,MAM201AA_raw,MAM212AA_raw,MAM221AA_raw,MAM222AA_raw,MAM223AA_raw,MAM224AA_raw,MAM225AA_raw,MAM231AA_raw,MAM251AA_raw,MAM271AA_raw,MAM272AA_raw,MAM281AA_raw,MAM511AA_raw,MAM512AA_raw,MAM513AA_raw,MAM522AA_raw,MAM523AA_raw,MAM561AA_raw,MAM621AA_raw,MAM632AA_raw,MAM633AA_raw,MAM641AA_raw,MAM651AA_raw,MAM652AA_raw,MAM661AA_raw,MAM671AA_raw,MAM672AA_raw,MAM681AA_raw,MAM682AA_raw,MAM691AA_raw,MAM712AA_raw,MAM721AA_raw,MAM722AA_raw,MAM731AA_raw,MAM761AA_raw,MAM771AA_raw,MAM781AA_raw,MAM121AA_raw_outlier_flag,MAM132AA_raw_outlier_flag,MAM142AA_raw_outlier_flag,MAM143AA_raw_outlier_flag,MAM151AA_raw_outlier_flag,MAM152AA_raw_outlier_flag,MAM161AA_raw_outlier_flag,MAM162AA_raw_outlier_flag,MAM163AA_raw_outlier_flag,MAM171AA_raw_outlier_flag,MAM172AA_raw_outlier_flag,MAM181AA_raw_outlier_flag,MAM201AA_raw_outlier_flag,MAM212AA_raw_outlier_flag,MAM221AA_raw_outlier_flag,MAM222AA_raw_outlier_flag,MAM223AA_raw_outlier_flag,MAM224AA_raw_outlier_flag,MAM225AA_raw_outlier_flag,MAM231AA_raw_outlier_flag,MAM251AA_raw_outlier_flag,MAM271AA_raw_outlier_flag,MAM272AA_raw_outlier_flag,MAM281AA_raw_outlier_flag,MAM511AA_raw_outlier_flag,MAM512AA_raw_outlier_flag,MAM513AA_raw_outlier_flag,MAM522AA_raw_outlier_flag,MAM523AA_raw_outlier_flag,MAM561AA_raw_outlier_flag,MAM621AA_raw_outlier_flag,MAM632AA_raw_outlier_flag,MAM633AA_raw_outlier_flag,MAM641AA_raw_outlier_flag,MAM651AA_raw_outlier_flag,MAM652AA_raw_outlier_flag,MAM661AA_raw_outlier_flag,MAM671AA_raw_outlier_flag,MAM672AA_raw_outlier_flag,MAM681AA_raw_outlier_flag,MAM682AA_raw_outlier_flag,MAM691AA_raw_outlier_flag,MAM712AA_raw_outlier_flag,MAM721AA_raw_outlier_flag,MAM722AA_raw_outlier_flag,MAM731AA_raw_outlier_flag,MAM761AA_raw_outlier_flag,MAM771AA_raw_outlier_flag,MAM781AA_raw_outlier_flag
1504,0.28,0.22,0.15,NA,0.19,0.21,0.15,NA,0.1,NA,0.1,0.28,0.23,0.2,0.21,0.19,NA,NA,NA,0.13,NA,0.18,0.38,0.17,0.14,0.22,0.24,0.17,0.18,NA,0.26,0.34,0.09,0.59,0.15,NA,NA,NA,0.31,0.38,NA,0.36,NA,0.5,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1505,0.15,0.02,0.04,NA,0.03,0.03,0.02,NA,0.04,NA,0.08,0.08,0.1,0.05,0.15,0.12,NA,NA,NA,0.05,NA,0.07,0.16,0.03,0.09,0.08,0.07,0.1,0.08,NA,0.09,0.14,0.14,0.61,0.08,NA,NA,NA,0.14,0.14,NA,0.19,NA,0.35,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1506,0.15,0,0,NA,0,0,0,NA,0,NA,0,0,0,0.01,0,0,NA,NA,NA,0,NA,0,0.02,0,0,0.01,0,0.07,0.04,NA,0,0.07,0,0.42,0,NA,NA,NA,0.13,0.05,NA,0.11,NA,0.28,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1507,0.42,0.24,0.19,NA,0.28,0.34,0.37,NA,0.33,NA,0.24,0.3,0.43,0.34,0.31,0.31,NA,NA,NA,0.22,NA,0.19,0.32,0.22,0.23,0.33,0.26,0.22,0.23,NA,0.42,0.42,0.23,0.76,0.28,NA,NA,NA,0.54,0.56,NA,0.44,NA,0.41,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1508,0.44,0.18,0.18,NA,0.27,0.19,0.32,NA,0.33,NA,0.12,0.29,0.32,0.15,0.3,0.2,NA,NA,NA,0.17,NA,0.14,0.31,0.19,0.21,0.23,0.23,0.18,0.18,NA,0.45,0.48,0.22,0.78,0.38,NA,NA,NA,0.43,0.54,NA,0.42,NA,0.52,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1509,0.38,0.14,0.19,NA,0.17,0.18,0.5,NA,0.48,NA,0.1,0.21,0.6,0.16,0.26,0.24,NA,NA,NA,0.12,NA,0.22,0.4,0.09,0.22,0.27,0.28,0.22,0.19,NA,0.47,0.46,0.19,0.93,0.34,NA,NA,NA,0.55,0.52,NA,0.37,NA,0.62,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1510,0.5,0.13,0.16,NA,0.14,0.18,0.14,NA,0.28,NA,0.13,0.2,0.39,0.11,0.26,0.24,NA,NA,NA,0.2,NA,0.1,0.26,0.12,0.13,0.21,0.1,0.33,0.25,NA,0.12,0.44,0.19,0.83,0.28,NA,NA,NA,0.48,0.49,NA,0.35,NA,0.68,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1511,0.41,0.2,0.21,NA,0.21,0.39,0.37,NA,0.29,NA,0.07,0.31,0.5,0.25,0.32,0.3,NA,NA,NA,0.1,NA,0.2,0.38,0.22,0.21,0.32,0.26,0.38,0.22,NA,0.27,0.47,0.35,1.23,0.31,NA,NA,NA,0.47,0.64,NA,0.38,NA,0.67,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1512,0.37,0.19,0.25,NA,0.22,0.3,0.24,NA,0.2,NA,0.17,0.33,0.35,0.33,0.24,0.3,NA,NA,NA,0.11,NA,0.22,0.27,0.19,0.24,0.17,0.1,0.34,0.22,NA,0.26,0.49,0.24,0.81,0.34,NA,NA,NA,0.31,0.51,NA,0.41,NA,0.44,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1513,0.18,0.1,0.14,NA,0.13,0.11,0.04,NA,0.04,NA,0.04,0.24,0.37,0.07,0.24,0.22,NA,NA,NA,0.21,NA,0.18,0.35,0.15,0.18,0.15,0.09,0.48,0.25,NA,0.41,0.35,0.2,0.8,0.29,NA,NA,NA,0.16,0.54,NA,0.25,NA,0.47,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1514,0.32,0.13,0.14,NA,0.25,0.24,0.16,NA,0.25,NA,0.2,0.29,0.44,0.15,0.31,0.24,NA,NA,NA,0.12,NA,0.26,0.34,0.17,0.26,0.22,0.22,0.47,0.17,NA,0.49,0.42,0.33,0.79,0.41,NA,NA,NA,0.55,0.53,NA,0.38,NA,0.48,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1515,0.25,0.05,0.11,NA,0.17,0.1,0.08,NA,0.12,NA,0.04,0.21,0.29,0.06,0.17,0.12,NA,NA,NA,0.2,NA,0.15,0.31,0.12,0.13,0.15,0.25,0.39,0.21,NA,0.25,0.36,0.17,0.37,0.37,NA,NA,NA,0.34,0.39,NA,0.22,NA,0.36,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1516,0.42,0.08,0.19,NA,0.1,0.26,0.25,NA,0.31,NA,0.07,0.23,0.11,0.13,0.2,0.23,NA,NA,NA,0.15,NA,0.18,0.3,0.14,0.18,0.28,0.12,0.51,0.22,NA,0.3,0.46,0.22,0.82,0.41,NA,NA,NA,0.43,0.22,NA,0.4,NA,0.51,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1517,0.34,0.11,0.2,NA,0.25,0.23,0.35,NA,0.43,NA,0.14,0.25,0.21,0.31,0.19,0.15,NA,NA,NA,0.15,NA,0.24,0.46,0.19,0.33,0.27,0.32,0.35,0.24,NA,0.51,0.49,0.19,0.82,0.48,NA,NA,NA,0.55,0.36,NA,0.34,NA,0.53,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1518,0.33,0.04,0.15,NA,0.13,0.26,0.15,NA,0.29,NA,0.04,0.14,0.38,0.08,0.21,0.2,NA,NA,NA,0.07,NA,0.18,0.25,0.13,0.26,0.21,0.13,0.46,0.23,NA,0.18,0.43,0.19,0.46,0.41,NA,NA,NA,0.29,0.39,NA,0.27,NA,0.59,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1519,0.4,0.16,0.28,NA,0.2,0.4,0.42,NA,0.51,NA,0.11,0.36,0.56,0.26,0.27,0.22,NA,NA,NA,0.14,NA,0.27,0.5,0.29,0.3,0.36,0.23,0.42,0.28,NA,0.51,0.69,0.31,0.64,0.61,NA,NA,NA,0.62,0.9,NA,0.47,NA,0.63,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,TRUE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1520,0.42,0.08,0.25,NA,0.08,0.11,0.31,NA,0.3,NA,0.12,0.13,0.32,0.21,0.15,0.16,NA,NA,NA,0.24,NA,0.16,0.2,0.14,0.18,0.2,0.1,0.4,0.16,NA,0.19,0.49,0.27,0.7,0.34,NA,NA,NA,0.39,0.34,NA,0.27,NA,0.46,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1521,0.22,0.04,0.04,NA,0.11,0.15,0.07,NA,0.08,NA,0,0.03,0.1,0,0.21,0.13,NA,NA,NA,0,NA,0.06,0.16,0.14,0.12,0.17,0.1,0.23,0.15,NA,0.14,0.28,0,0.37,0.14,NA,NA,NA,0.3,0.48,NA,0.26,NA,0.49,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1522,0.23,0.03,0,NA,0.07,0.08,0,NA,0,NA,0,0.13,0.17,0.02,0.16,0.14,NA,NA,NA,0,NA,0.07,0.2,0,0.1,0.11,0.05,0.2,0.23,NA,0.16,0.2,0,0.34,0.27,NA,NA,NA,0.11,0.36,NA,0.15,NA,0.38,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1523,0.29,0.09,0.06,NA,0.08,0.07,0.15,NA,0.1,NA,0.09,0.13,0.51,0.11,0.22,0.26,NA,NA,NA,0.29,NA,0.23,0.46,0.18,0.18,0.18,0.15,0.33,0.26,NA,0.3,0.4,0.14,0.48,0.5,NA,NA,NA,0.3,0.79,NA,0.24,NA,0.4,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1524,0.35,0.14,0.2,NA,0.24,0.19,0.12,NA,0.1,NA,0.13,0.23,0.16,0.05,0.21,0.28,NA,NA,NA,0.2,NA,0.2,0.28,0.11,0.11,0.16,0.16,0.33,0.2,NA,0.27,0.5,0.18,0.66,0.64,NA,NA,NA,0.27,0.18,NA,0.17,NA,0.34,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1525,0.49,0.11,0.15,NA,0.2,0.1,0.24,NA,0.18,NA,0.09,0.2,0.12,0.04,0.21,0.23,NA,NA,NA,0.2,NA,0.18,0.3,0.1,0.25,0.19,0.15,0.39,0.2,NA,0.25,0.42,0.12,0.58,0.33,NA,NA,NA,0.28,0.2,NA,0.1,NA,0.3,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1526,0.49,0.11,0.13,NA,0.22,0.4,0.31,NA,0.44,NA,0.08,0.31,0.08,0.31,0.2,0.34,NA,NA,NA,0.13,NA,0.24,0.37,0.23,0.2,0.29,0.23,0.36,0.24,NA,0.43,0.61,0.2,0.82,0.6,NA,NA,NA,0.56,0.19,NA,0.04,NA,0.5,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1527,0.59,0.19,0.21,NA,0.16,0.19,0.32,NA,0.35,NA,0.14,0.13,0.26,0.19,0.17,0.16,NA,NA,NA,0.12,NA,0.16,0.36,0.18,0.17,0.34,0.27,0.48,0.21,NA,0.39,0.62,0.18,0.71,0.64,NA,NA,NA,0.54,0.37,NA,0.12,NA,0.55,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1528,0.58,0.05,0.03,NA,0.08,0.08,0.14,NA,0.13,NA,0.04,0.05,0.06,0.03,0.14,0.19,NA,NA,NA,0,NA,0.07,0.18,0.05,0.07,0.09,0.17,0.33,0.14,NA,0.09,0.34,0.41,0.28,0.3,NA,NA,NA,0.19,0.13,NA,0,NA,0.38,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1529,0.77,0.07,0.09,NA,0.14,0.19,0.27,NA,0.3,NA,0.04,0.14,0.11,0.13,0.22,0.23,NA,NA,NA,0.16,NA,0.09,0.17,0.16,0.09,0.17,0.08,0.28,0.28,NA,0.18,0.42,0.13,0.22,0.48,NA,NA,NA,0.4,0.18,NA,0.12,NA,0.51,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1530,0.78,0.13,0.16,NA,0.12,0.26,0.28,NA,0.24,NA,0.12,0.2,0.54,0.07,0.21,0.32,NA,NA,NA,0.14,NA,0.13,0.32,0.14,0.24,0.21,0.16,0.39,0.23,NA,0.26,0.26,0.27,0.44,0.42,NA,NA,NA,0.2,0.57,NA,0.06,NA,0.44,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1531,0.99,0.07,0.07,NA,0.06,0.13,0.04,NA,0.08,NA,0.07,0.08,0.32,0,0.13,0.16,NA,NA,NA,0.09,NA,0.14,0.16,0.09,0.12,0.14,0.1,0.32,0.25,NA,0.09,0.25,0.15,0.35,0.42,NA,NA,NA,0.15,0.49,NA,0.08,NA,0.38,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1532,0.87,0,0.06,NA,0.01,0.05,0.05,NA,0.11,NA,0,0.05,0.08,0.1,0.09,0.08,NA,NA,NA,0,NA,0.03,0.08,0.01,0.06,0.05,0.03,0.07,0.06,NA,0.03,0.11,0.03,0.29,0.24,NA,NA,NA,0.22,0.14,NA,0,NA,0.48,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1533,0.98,0.2,0.11,NA,0.25,0.13,0.23,NA,0.3,NA,0.16,0.1,0.57,0.14,0.17,0.17,NA,NA,NA,0.18,NA,0.19,0.26,0.17,0.15,0.2,0.2,0.32,0.23,NA,0.33,0.29,0.31,0.53,0.38,NA,NA,NA,0.33,0.48,NA,0.19,NA,0.36,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1534,0.81,0.09,0.07,NA,0.12,0.14,0.23,NA,0.41,NA,0.03,0.1,0.8,0.05,0.29,0.2,NA,NA,NA,0.13,NA,0.23,0.28,0.12,0.14,0.18,0.35,0.37,0.23,NA,0.26,0.34,0.18,0.55,0.44,NA,NA,NA,0.34,0.63,NA,0.18,NA,0.39,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
1535,1.31,0.04,0.09,NA,0.3,0.25,0.22,NA,0.35,NA,0.04,0.17,0.34,0.11,0.28,0.2,NA,NA,NA,0.17,NA,0.23,0.23,0.16,0.15,0.19,0.27,0.23,0.22,NA,0.25,0.31,0.14,0.38,0.53,NA,NA,NA,0.31,0.4,NA,0.21,NA,0.43,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA
