"","Sample tree ID","Sample tree species","Neighbor tree species","Neighbor tree DBH (cm)","Distance to neighbor tree (m)"
"42606","SIF0531130829SF","Abies lasiocarpa","Populus tremuloides",14.2,11.11
"42607","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",10.2,9.18
"42608","SIF0531130829SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",20.9,7.63
"42609","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",24.6,2.72
"42610","SIF0531130829SF","Abies lasiocarpa","Populus tremuloides",10,2.81
"42611","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",35.5,2.18
"42612","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",11.3,12.25
"42613","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",10.3,12.29
"42615","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",22,14.31
"42617","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",14.9,14.99
"42619","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",11.7,13.6
"42620","SIF0531130829SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",17,14.68
"42621","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",17,14.96
"42622","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",35.2,14.34
"42623","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",17,14.52
"42625","SIF0531130829SF","Abies lasiocarpa","Picea engelmannii",27.7,3.09
"42626","SIF0531130835ES","Picea engelmannii","Abies lasiocarpa var. arizonica",29,3.1
"42627","SIF0531130835ES","Picea engelmannii","Picea engelmannii",34,5.8
"42628","SIF0531130835ES","Picea engelmannii","Picea engelmannii",30,8.8
"42629","SIF0531130835ES","Picea engelmannii","Picea engelmannii",31.6,11.8
"42630","SIF0531130835ES","Picea engelmannii","Picea engelmannii",25.1,9.3
"42631","SIF0531130835ES","Picea engelmannii","Picea engelmannii",25.2,10.1
"42632","SIF0531130835ES","Picea engelmannii","Picea engelmannii",19.7,12.3
"42633","SIF0531130835ES","Picea engelmannii","Picea engelmannii",25.5,13.3
"42634","SIF0531130835ES","Picea engelmannii","Picea engelmannii",18.6,14
"42635","SIF0531130835ES","Picea engelmannii","Picea engelmannii",35.9,13.8
"42636","SIF0531130835ES","Picea engelmannii","Abies lasiocarpa var. arizonica",16.6,13.4
"42637","SIF0531130835ES","Picea engelmannii","Picea engelmannii",18.2,10.1
"42638","SIF0531130835ES","Picea engelmannii","Picea engelmannii",31,12.9
"42639","SIF0531130835ES","Picea engelmannii","Picea engelmannii",27,11.3
"42640","SIF0531130835ES","Picea engelmannii","Picea engelmannii",44,10.4
"42641","SIF0531130835ES","Picea engelmannii","Picea engelmannii",15.9,13.3
"42642","SIF0531130835ES","Picea engelmannii","Picea engelmannii",32.2,12.6
"42643","SIF0531130835ES","Picea engelmannii","Picea engelmannii",22.5,9.9
"42644","SIF0531130835ES","Picea engelmannii","Picea engelmannii",16.2,11.4
"42645","SIF0531130835ES","Picea engelmannii","Picea engelmannii",26.9,12.4
"42647","SIF0531130835ES","Picea engelmannii","Picea engelmannii",12.3,14
"42648","SIF0531130835ES","Picea engelmannii","Populus tremuloides",15.2,12.9
"42649","SIF0531130835ES","Picea engelmannii","Picea engelmannii",10,13.4
"42650","SIF0531130835ES","Picea engelmannii","Picea engelmannii",17.2,13
"42651","SIF0531130835ES","Picea engelmannii","Populus tremuloides",11.1,12.6
"42652","SIF0531130835ES","Picea engelmannii","Populus tremuloides",14.2,9.8
"42653","SIF0531130835ES","Picea engelmannii","Picea engelmannii",10.2,8.7
"42654","SIF0531130835ES","Picea engelmannii","Abies lasiocarpa var. arizonica",20.9,6.4
"42655","SIF0531130835ES","Picea engelmannii","Picea engelmannii",24.6,3
"42656","SIF0531130835ES","Picea engelmannii","Populus tremuloides",10,3.2
"42657","SIF0531130835ES","Picea engelmannii","Picea engelmannii",35.5,3.7
"42658","SIF0531130835ES","Picea engelmannii","Picea engelmannii",11.3,12.9
"42659","SIF0531130835ES","Picea engelmannii","Picea engelmannii",10.3,13.6
"42660","SIF0531130835ES","Picea engelmannii","Pinus aristata",14,14.5
"42661","SIF0531130835ES","Picea engelmannii","Picea engelmannii",22,12.9
"42662","SIF0531130835ES","Picea engelmannii","Picea engelmannii",12.9,14.1
"42663","SIF0531130835ES","Picea engelmannii","Picea engelmannii",14.9,13.5
"42664","SIF0531130835ES","Picea engelmannii","Picea engelmannii",19.1,13.6
"42665","SIF0531130835ES","Picea engelmannii","Picea engelmannii",11.7,12
"42666","SIF0531130835ES","Picea engelmannii","Abies lasiocarpa var. arizonica",17,13.1
"42667","SIF0531130835ES","Picea engelmannii","Picea engelmannii",17,13
"42668","SIF0531130835ES","Picea engelmannii","Picea engelmannii",35.2,12.3
"42669","SIF0531130835ES","Picea engelmannii","Picea engelmannii",17,12.8
"42670","SIF0531130835ES","Picea engelmannii","Picea engelmannii",17.3,14.9
"42671","SIF0531130835ES","Picea engelmannii","Picea engelmannii",27.7,2.1
"42672","SIF0531130835ES","Picea engelmannii","Picea engelmannii",22.5,13.92
"42674","SIF0531130835ES","Picea engelmannii","Picea engelmannii",32.2,14.32
"42681","SIF0531130835ES","Picea engelmannii","Abies lasiocarpa var. arizonica",15.6,14.21
"42682","SIF0531130835ES","Picea engelmannii","Picea engelmannii",23,13.23
"42683","SIF0531130835ES","Picea engelmannii","Picea engelmannii",15.4,11.9
"42684","SIF0531130835ES","Picea engelmannii","Picea engelmannii",37.1,9.24
"42685","SIF0531130835ES","Picea engelmannii","Abies lasiocarpa var. arizonica",21.9,9.58
"42686","SIF0531130835ES","Picea engelmannii","Picea engelmannii",14.7,9.09
"42687","SIF0531130835ES","Picea engelmannii","Picea engelmannii",15.3,10.09
"42688","SIF0531130835ES","Picea engelmannii","Picea engelmannii",15.2,11.67
"42693","SIF0531130835ES","Picea engelmannii","Picea engelmannii",42.2,14.29
"42698","SIF0531130835ES","Picea engelmannii","Picea engelmannii",31.4,9.94
"42699","SIF0531130835ES","Picea engelmannii","Picea engelmannii",10.1,8.63
"42700","SIF0531130835ES","Picea engelmannii","Picea engelmannii",13,12.11
"42701","SIF0531130835ES","Picea engelmannii","Picea engelmannii",13.2,13.1
"42705","SIF0531130835ES","Picea engelmannii","Picea engelmannii",21,13.2
"42706","SIF0531130835ES","Picea engelmannii","Picea engelmannii",11.3,13.1
"42707","SIF0531130835ES","Picea engelmannii","Picea engelmannii",10.3,13.54
"42708","SIF0531130835ES","Picea engelmannii","Abies lasiocarpa var. arizonica",15.9,12.76
"42709","SIF0531130835ES","Picea engelmannii","Picea engelmannii",16.9,13.61
"42711","SIF0531130835ES","Picea engelmannii","Picea engelmannii",14,14.82
"42712","SIF0531130835ES","Picea engelmannii","Picea engelmannii",15.2,12.93
"42713","SIF0531130835ES","Picea engelmannii","Picea engelmannii",10,12.28
"42714","SIF0531130835ES","Picea engelmannii","Abies lasiocarpa var. arizonica",27,5.72
"42715","SIF0531130835ES","Picea engelmannii","Abies lasiocarpa var. arizonica",26.3,5.68
"42716","SIF0531130835ES","Picea engelmannii","Picea engelmannii",40,5.13
"42717","SIF0531130835ES","Picea engelmannii","Picea engelmannii",11,13.63
"42718","SIF0531130835ES","Picea engelmannii","Picea engelmannii",21.2,5.31
"42719","SIF0531130835ES","Picea engelmannii","Picea engelmannii",17.5,6.19
"42720","SIF0531130835ES","Picea engelmannii","Picea engelmannii",16,5.17
"42721","SIF0531130835ES","Picea engelmannii","Picea engelmannii",36.2,6.16
"42722","SIF0531130835ES","Picea engelmannii","Abies lasiocarpa",29.4,7.3
"42723","SIF0531130835ES","Picea engelmannii","Picea engelmannii",40.3,8.23
"42724","SIF0531130835ES","Picea engelmannii","Abies lasiocarpa var. arizonica",10.3,8.69
"42725","SIF0531130835ES","Picea engelmannii","Abies lasiocarpa var. arizonica",11.7,9.91
"42726","SIF0531130835ES","Picea engelmannii","Picea engelmannii",35.5,10.68
"42727","SIF0531130835ES","Picea engelmannii","Picea engelmannii",14.7,12.57
"42728","SIF0531130835ES","Picea engelmannii","Abies lasiocarpa var. arizonica",26,4.9
"42729","SIF0531130835ES","Picea engelmannii","Picea engelmannii",22,5.51
"42730","SIF0531131005ES","Picea engelmannii","Abies lasiocarpa var. arizonica",29.7,2.9
"42731","SIF0531131005ES","Picea engelmannii","Picea engelmannii",13,1.8
"42732","SIF0531131005ES","Picea engelmannii","Picea engelmannii",14.8,2.6
"42733","SIF0531131005ES","Picea engelmannii","Populus tremuloides",11.7,6.4
"42734","SIF0531131005ES","Picea engelmannii","Abies lasiocarpa var. arizonica",28.3,9.1
"42735","SIF0531131005ES","Picea engelmannii","Pseudotsuga menziesii",15.2,8.7
"42736","SIF0531131005ES","Picea engelmannii","Picea engelmannii",16.2,8.4
"42737","SIF0531131005ES","Picea engelmannii","Populus tremuloides",10.7,10.9
"42738","SIF0531131005ES","Picea engelmannii","Pinus flexilis",23.9,11.8
"42739","SIF0531131005ES","Picea engelmannii","Pinus flexilis",16.5,12.4
"42740","SIF0531131005ES","Picea engelmannii","Populus tremuloides",10.3,14.4
"42741","SIF0531131005ES","Picea engelmannii","Populus tremuloides",10.4,14.8
"42742","SIF0531131005ES","Picea engelmannii","Abies lasiocarpa var. arizonica",26.7,14.8
"42743","SIF0531131005ES","Picea engelmannii","Populus tremuloides",10.2,9.2
"42744","SIF0531131005ES","Picea engelmannii","Picea engelmannii",25.2,9.2
"42745","SIF0531131005ES","Picea engelmannii","Populus tremuloides",10,6
"42746","SIF0531131005ES","Picea engelmannii","Pinus aristata",12.6,6.7
"42747","SIF0531131005ES","Picea engelmannii","Pinus aristata",12.1,8.2
"42748","SIF0531131005ES","Picea engelmannii","Populus tremuloides",10,8.7
"42749","SIF0531131005ES","Picea engelmannii","Populus tremuloides",11.1,10.4
"42750","SIF0531131005ES","Picea engelmannii","Populus tremuloides",12.6,14.6
"42751","SIF0531131005ES","Picea engelmannii","Populus tremuloides",10.5,13.2
"42752","SIF0531131005ES","Picea engelmannii","Populus tremuloides",14.5,8.2
"42753","SIF0531131005ES","Picea engelmannii","Populus tremuloides",12,5.4
"42754","SIF0531131005ES","Picea engelmannii","Populus tremuloides",10.9,4.5
"42755","SIF0531131005ES","Picea engelmannii","Picea engelmannii",28.4,3.6
"42756","SIF0531131005ES","Picea engelmannii","Picea engelmannii",12,1.3
"42757","SIF0531131005ES","Picea engelmannii","Picea engelmannii",23.8,3.1
"42758","SIF0531131005ES","Picea engelmannii","Populus tremuloides",13.5,4.4
"42759","SIF0531131005ES","Picea engelmannii","Picea engelmannii",20.3,4.3
"42760","SIF0531131005ES","Picea engelmannii","Populus tremuloides",13.7,4.7
"42761","SIF0531131005ES","Picea engelmannii","Picea engelmannii",18.1,7.8
"42762","SIF0531131005ES","Picea engelmannii","Picea engelmannii",11.2,8.7
"42763","SIF0531131005ES","Picea engelmannii","Populus tremuloides",10.6,10
"42764","SIF0531131005ES","Picea engelmannii","Picea engelmannii",39.7,13
"42765","SIF0531131005ES","Picea engelmannii","Picea engelmannii",10.7,9.8
"42766","SIF0531131005ES","Picea engelmannii","Populus tremuloides",12.2,8.6
"42767","SIF0531131005ES","Picea engelmannii","Populus tremuloides",12.1,9
"42768","SIF0531131005ES","Picea engelmannii","Populus tremuloides",12.8,9.1
"42769","SIF0531131005ES","Picea engelmannii","Populus tremuloides",14.6,5.7
"42770","SIF0531131005ES","Picea engelmannii","Populus tremuloides",16.8,3.8
"42771","SIF0531131005ES","Picea engelmannii","Picea engelmannii",21.2,5
"42772","SIF0531131005ES","Picea engelmannii","Abies lasiocarpa var. arizonica",22.2,2
"42773","SIF0531131005ES","Picea engelmannii","Picea engelmannii",12.1,2.1
"42774","SIF0531131005ES","Picea engelmannii","Populus tremuloides",11.6,2
"42775","SIF0531131005ES","Picea engelmannii","Picea engelmannii",14.1,1.7
"42776","SIF0531131005ES","Picea engelmannii","Populus tremuloides",12.7,2.4
"42777","SIF0531131005ES","Picea engelmannii","Populus tremuloides",10.5,3.5
"42778","SIF0531131005ES","Picea engelmannii","Populus tremuloides",12.7,13.6
"42780","SIF0531131005ES","Picea engelmannii","Populus tremuloides",12.9,11.46
"42781","SIF0531131005ES","Picea engelmannii","Picea engelmannii",10,11.93
"42782","SIF0531131005ES","Picea engelmannii","Populus tremuloides",10.2,11.6
"42783","SIF0531131005ES","Picea engelmannii","Populus tremuloides",10.5,10.83
"42784","SIF0531131005ES","Picea engelmannii","Picea engelmannii",10.1,11.2
"42785","SIF0531131005ES","Picea engelmannii","Picea engelmannii",12.8,9.77
"42786","SIF0531131005ES","Picea engelmannii","Picea engelmannii",12.1,9.1
"42789","SIF0531131005ES","Picea engelmannii","Abies lasiocarpa var. arizonica",34.3,12.49
"42794","SIF0531131005ES","Picea engelmannii","Picea engelmannii",17.8,14.05
"42795","SIF0531131005ES","Picea engelmannii","Picea engelmannii",13.9,12.33
"42796","SIF0531131005ES","Picea engelmannii","Populus tremuloides",10.7,10.93
"42797","SIF0531131005ES","Picea engelmannii","Populus tremuloides",11.4,4.65
"42798","SIF0531131005ES","Picea engelmannii","Abies lasiocarpa var. arizonica",40.8,5.77
"42799","SIF0531131005ES","Picea engelmannii","Abies lasiocarpa var. arizonica",14.5,5.26
"42800","SIF0531131005ES","Picea engelmannii","Populus tremuloides",12.1,4.79
"42801","SIF0531131005ES","Picea engelmannii","Populus tremuloides",13.4,6.59
"42802","SIF0531131005ES","Picea engelmannii","Picea engelmannii",39.4,11.18
"42804","SIF0531131005ES","Picea engelmannii","Populus tremuloides",12.3,14.66
"42806","SIF0531131005ES","Picea engelmannii","Pinus flexilis",32.4,12.69
"42807","SIF0531131005ES","Picea engelmannii","Pinus flexilis",25.1,12.1
"42808","SIF0531131005ES","Picea engelmannii","Abies lasiocarpa var. arizonica",46.8,14.44
"42809","SIF0531131005ES","Picea engelmannii","Picea engelmannii",16.7,9.22
"42810","SIF0531131005ES","Picea engelmannii","Picea engelmannii",36.2,8.27
"42811","SIF0531131005ES","Picea engelmannii","Populus tremuloides",10.5,7.98
"42812","SIF0531131005ES","Picea engelmannii","Populus tremuloides",11.7,10.03
"42814","SIF0531131005ES","Picea engelmannii","Picea engelmannii",18.6,12.68
"42816","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",29.63,2.9
"42817","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",12.7,12.7
"42818","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",31.4,14.5
"42819","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",12.9,10.5
"42820","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",10,10.8
"42821","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",10.2,9.8
"42822","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",10.5,8.9
"42823","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",10.1,8.9
"42824","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",12.8,7.5
"42825","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",12.1,7.3
"42826","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",31.4,12.7
"42827","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",10.2,13
"42828","SIF0531131011SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",34.3,9.8
"42829","SIF0531131011SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",22,14.8
"42830","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",11,13.7
"42831","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",13.2,14.2
"42832","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",11,12.3
"42833","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",17.8,11.2
"42834","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",13.9,9.5
"42835","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",10.7,8.1
"42836","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",11.4,4.4
"42837","SIF0531131011SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",40.8,3
"42838","SIF0531131011SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",14.5,2.5
"42839","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",12.1,2
"42840","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",13.4,4.4
"42841","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",39.4,8.7
"42842","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",11.4,13.5
"42843","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",12.3,12.7
"42844","SIF0531131011SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",19.6,14.4
"42845","SIF0531131011SF","Abies lasiocarpa","Pinus flexilis",32.4,10.8
"42846","SIF0531131011SF","Abies lasiocarpa","Pinus flexilis",25.1,12
"42847","SIF0531131011SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",46.8,13.8
"42848","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",16.7,8.5
"42849","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",36.2,7.3
"42850","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",10.5,7.8
"42851","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",11.7,10.8
"42852","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",10.8,12.9
"42853","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",18.6,9.8
"42854","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",10.7,12.4
"42855","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",13,4.62
"42856","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",14.8,5.5
"42857","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",11.7,9.29
"42858","SIF0531131011SF","Abies lasiocarpa","Abies lasiocarpa var. arizonica",28.3,11.97
"42859","SIF0531131011SF","Abies lasiocarpa","Pseudotsuga menziesii",15.2,11.59
"42860","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",16.2,11.24
"42861","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",10.7,13.8
"42862","SIF0531131011SF","Abies lasiocarpa","Pinus flexilis",23.9,14.7
"42867","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",10.2,11.94
"42868","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",25.2,11.12
"42869","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",10,7.62
"42870","SIF0531131011SF","Abies lasiocarpa","Pinus aristata",12.6,8.28
"42871","SIF0531131011SF","Abies lasiocarpa","Pinus aristata",12.1,9.38
"42872","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",10,10.23
"42873","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",11.1,10.89
"42875","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",10.5,13.22
"42876","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",14.5,8.01
"42877","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",12,5.67
"42878","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",10.9,3.95
"42879","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",28.4,5
"42880","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",12,3.78
"42881","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",23.8,5.99
"42882","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",13.5,7.19
"42883","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",20.3,6.9
"42884","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",13.7,2.54
"42885","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",18.1,6.73
"42886","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",11.2,7.09
"42887","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",10.6,11.53
"42888","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",39.7,14.85
"42889","SIF0531131011SF","Abies lasiocarpa","Picea engelmannii",10.7,11.87
"42890","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",12.2,10.87
"42891","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",12.1,11.47
"42892","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",12.8,11.7
"42893","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",14.6,8.14
"42894","SIF0531131011SF","Abies lasiocarpa","Populus tremuloides",16.8,5.61
