"","Sample tree ID","Sample tree species","Neighbor tree species","Neighbor tree DBH (cm)","Distance to neighbor tree (m)"
"29168","GNP0816131021LP","Pinus contorta var. latifolia","Pseudotsuga menziesii",22.1,7.5
"29169","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",14.5,6.9
"29170","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",17.4,4.7
"29171","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",16.4,5.75
"29172","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",12.9,3.74
"29173","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",10,3.56
"29174","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",15.2,5.89
"29175","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",10.1,7.12
"29176","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",10.3,4.52
"29177","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",10.9,5.78
"29178","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",24.9,8.22
"29179","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",14,9.89
"29180","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",28.6,9.88
"29181","GNP0816131021LP","Pinus contorta var. latifolia","Pseudotsuga menziesii",29.5,5.7
"29182","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",13.6,5.84
"29183","GNP0816131021LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",27,9.91
"29184","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",12.9,13.59
"29185","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",15.3,14.17
"29186","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",10.5,12.73
"29187","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",22.7,14.68
"29188","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",10.5,14.52
"29191","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",14.5,14.22
"29192","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",11,11.95
"29193","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",10,11.75
"29194","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",29,13.28
"29195","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",20.5,14.03
"29206","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",20.7,14.26
"29207","GNP0816131021LP","Pinus contorta var. latifolia","Pseudotsuga menziesii",17,13.47
"29208","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",11.4,13.17
"29209","GNP0816131021LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",30.5,11.19
"29210","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",10.5,14.21
"29211","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",18.1,13.91
"29214","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",10,13.62
"29216","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",12.2,13.81
"29217","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",17,14.44
"29220","GNP0816131021LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",31.5,13.82
"29223","GNP0816131021LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",25,14.74
"29225","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",17.2,12.58
"29226","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",16.1,13.98
"29230","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",16.1,14.12
"29231","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",14.6,12.51
"29232","GNP0816131021LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",31.7,11.9
"29233","GNP0816131021LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",23.9,11.71
"29234","GNP0816131021LP","Pinus contorta var. latifolia","Pseudotsuga menziesii",21.9,9.49
"29235","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",10.6,11.47
"29236","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",18.3,9.3
"29237","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",11,9.34
"29238","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",11.3,10.3
"29239","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",14.3,11.09
"29240","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",16.9,9.61
"29241","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",18.3,7.93
"29242","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",14.7,7.29
"29243","GNP0816131021LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",23.5,7.56
"29244","GNP0816131021LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",17.9,7.1
"29245","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",8,5.62
"29246","GNP0816131021LP","Pinus contorta var. latifolia","Abies lasiocarpa",13.5,6.16
"29247","GNP0816131021LP","Pinus contorta var. latifolia","Picea engelmannii",10.3,6.59
"29248","GNP0816131021LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",22.5,8.01
"29249","GNP0816131021LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",20.5,8.22
"29250","GNP0816131021LP","Pinus contorta var. latifolia","Pinus contorta var. latifolia",22.2,8.45
"29251","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",28.5,11.9
"29252","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",11.8,13.8
"29253","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",17.8,11.8
"29254","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",16.1,10.1
"29255","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",14.6,8.6
"29256","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",31.7,7.9
"29257","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",23.9,7.7
"29258","GNP0816131021SF","Abies lasiocarpa","Pseudotsuga menziesii",21.9,5.3
"29259","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",10.6,6.9
"29260","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",18.3,5.2
"29261","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",11,5.4
"29262","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",11.3,6.6
"29263","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",14.3,8.1
"29264","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",16.9,7.9
"29265","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",18.3,6.7
"29266","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",14.7,3.9
"29267","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",23.5,3.6
"29268","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",17.9,2.6
"29269","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",8,1.3
"29270","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",13.5,2.4
"29271","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",10.3,3.3
"29272","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",22.5,4.6
"29273","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",20.5,4.8
"29274","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",22.2,5.1
"29275","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",25.7,4.6
"29276","GNP0816131021SF","Abies lasiocarpa","Pseudotsuga menziesii",30.2,5.3
"29277","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",22,6.5
"29278","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",16.4,9.8
"29279","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",12.9,5.29
"29280","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",10,5.29
"29281","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",15.2,8.36
"29282","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",10.1,9.42
"29283","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",10.3,6.94
"29284","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",10.9,6.22
"29285","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",24.9,10.79
"29286","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",14,11.9
"29287","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",28.6,12.68
"29288","GNP0816131021SF","Abies lasiocarpa","Pseudotsuga menziesii",29.5,10.09
"29289","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",13.6,10.3
"29290","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",27,14.29
"29299","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",11,13.74
"29300","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",10,13.06
"29301","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",29,14.36
"29313","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",20.7,13.74
"29314","GNP0816131021SF","Abies lasiocarpa","Pseudotsuga menziesii",17,12.59
"29315","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",11.4,12.34
"29316","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",30.5,11.11
"29317","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",10.5,12.43
"29318","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",18.1,12.16
"29321","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",10,11.17
"29323","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",12.2,11.34
"29324","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",17,11
"29325","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",26,13.27
"29326","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",15.2,11.79
"29327","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",31.5,9.82
"29328","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",11,11.57
"29329","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",25.6,13.34
"29330","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",25,9.97
"29331","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",24.9,10.59
"29332","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",17.2,7.87
"29333","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",16.1,9.21
"29334","GNP0816131021SF","Abies lasiocarpa","Pseudotsuga menziesii",27.3,2.5
"29335","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",14.6,5.46
"29336","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",13.9,6.27
"29337","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",26,5.14
"29338","GNP0816131021SF","Abies lasiocarpa","Pseudotsuga menziesii",24.5,7.23
"29339","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",28.8,9.93
"29340","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",20.5,8.53
"29341","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",11,10.56
"29342","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",15.1,9.39
"29343","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",16.5,13.3
"29344","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",15,12.85
"29345","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",32.4,12.58
"29346","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",13,12.84
"29347","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",22.8,13.32
"29348","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",29.5,9.86
"29349","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",13.2,13.82
"29350","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",14.4,14.49
"29351","GNP0816131021SF","Abies lasiocarpa","Pseudotsuga menziesii",23.2,8.88
"29352","GNP0816131021SF","Abies lasiocarpa","Pseudotsuga menziesii",19.3,13.81
"29353","GNP0816131021SF","Abies lasiocarpa","Pinus contorta var. latifolia",26,14.77
"29355","GNP0816131021SF","Abies lasiocarpa","Pseudotsuga menziesii",17,14.59
"29359","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",11,14.46
"29360","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",11.2,14.09
"29361","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",15.9,14.4
"29367","GNP0816131021SF","Abies lasiocarpa","Pseudotsuga menziesii",27,13.22
"29368","GNP0816131021SF","Abies lasiocarpa","Pseudotsuga menziesii",22.1,11.85
"29369","GNP0816131021SF","Abies lasiocarpa","Picea engelmannii",14.5,11.28
"29370","GNP0816131021SF","Abies lasiocarpa","Abies lasiocarpa",17.4,9.25
"29371","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",23.6,2.2
"29372","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",17.8,13.8
"29373","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",16.4,13.8
"29374","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",21.6,14.7
"29375","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",11.2,14.3
"29376","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",10.8,13.4
"29377","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",14.2,11
"29378","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",22.3,11.8
"29379","GNP0816131025ES","Picea engelmannii","Picea engelmannii",18.5,9.1
"29380","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",19.3,5.2
"29381","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",15.4,6.1
"29382","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",14.8,2.45
"29383","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",13.4,4.76
"29384","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",14,5.83
"29385","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",16,5.74
"29386","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",12.1,6.47
"29387","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",11.9,11.05
"29388","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",19,13.03
"29389","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",13.2,9.75
"29390","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",16.1,10.09
"29391","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",14,8.91
"29392","GNP0816131025ES","Picea engelmannii","Pseudotsuga menziesii",17.5,10.12
"29393","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",12.2,9.03
"29394","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",11.9,9.18
"29395","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",18.2,4.62
"29396","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",10.4,4.59
"29397","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",21.9,2.84
"29398","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",20.1,8.03
"29399","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",17,8.02
"29400","GNP0816131025ES","Picea engelmannii","Abies lasiocarpa",16.8,9.73
"29401","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",12.3,12.67
"29402","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",16.4,13.92
"29403","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",10,14.19
"29404","GNP0816131025ES","Picea engelmannii","Pseudotsuga menziesii",16.8,13.7
"29405","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",10.6,10.91
"29406","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",10,11.66
"29407","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",17.5,12.23
"29408","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",10.9,12.43
"29409","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",17.9,10.36
"29410","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",17.3,7.02
"29411","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",11,5
"29412","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",14.8,4.08
"29413","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",12.8,4.08
"29414","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",16.9,14.36
"29415","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",14.3,14.52
"29419","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",25.3,14.96
"29420","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",17.7,10.08
"29421","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",14.3,6.35
"29422","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",13.2,5.42
"29423","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",13.2,9.31
"29424","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",11.5,10.05
"29425","GNP0816131025ES","Picea engelmannii","Abies lasiocarpa",10,13.06
"29427","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",13.5,8.82
"29428","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",17.7,7.86
"29429","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",21,6.49
"29430","GNP0816131025ES","Picea engelmannii","Picea engelmannii",24.2,3.6
"29431","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",19.6,5.3
"29432","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",14.9,6.25
"29433","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",16.5,5.49
"29434","GNP0816131025ES","Picea engelmannii","Pinus contorta var. latifolia",14.4,5.53
"29435","GNP0816131106SF","Abies lasiocarpa","Picea engelmannii",34.9,1.5
"29436","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",13,8.2
"29437","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",10.8,10.3
"29438","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",11.7,12.7
"29439","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",17,14.4
"29440","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",15.5,14.4
"29441","GNP0816131106SF","Abies lasiocarpa","Picea engelmannii",24.4,13.5
"29442","GNP0816131106SF","Abies lasiocarpa","Pinus contorta var. latifolia",21.5,14.7
"29443","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",20.1,14.9
"29444","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",20.1,12
"29445","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",23.3,9.2
"29446","GNP0816131106SF","Abies lasiocarpa","Pinus contorta var. latifolia",25,11.6
"29447","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",16.1,11.3
"29448","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",18.4,12.8
"29449","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",10.6,14
"29450","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",26.8,10.3
"29451","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",12.9,9.5
"29452","GNP0816131106SF","Abies lasiocarpa","Picea engelmannii",30.9,9
"29453","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",25.7,8.1
"29454","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",25.8,11.3
"29455","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",17,6.1
"29456","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",25,5.1
"29457","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",17.6,2.3
"29458","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",24.4,2.2
"29459","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",18.6,5.43
"29460","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",21,7.07
"29461","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",11.6,8.28
"29462","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",18.1,10.14
"29463","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",28.8,13.16
"29464","GNP0816131106SF","Abies lasiocarpa","Picea engelmannii",22.5,14.38
"29465","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",23.9,14.29
"29466","GNP0816131106SF","Abies lasiocarpa","Picea engelmannii",41.5,13.65
"29467","GNP0816131106SF","Abies lasiocarpa","Picea engelmannii",30.3,10.43
"29469","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",30.1,14.67
"29470","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",15,14.06
"29471","GNP0816131106SF","Abies lasiocarpa","Picea engelmannii",45,13.78
"29472","GNP0816131106SF","Abies lasiocarpa","Picea engelmannii",45.6,9.7
"29473","GNP0816131106SF","Abies lasiocarpa","Picea engelmannii",25,5.29
"29474","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",19.5,14.38
"29475","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",17.3,9.57
"29476","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",18.8,10.71
"29477","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",17.7,10.31
"29478","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",17.9,13.78
"29479","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",10.9,9.72
"29480","GNP0816131106SF","Abies lasiocarpa","Picea engelmannii",17.9,11.01
"29481","GNP0816131106SF","Abies lasiocarpa","Picea engelmannii",27.4,12.55
"29482","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",33.8,4.46
"29483","GNP0816131106SF","Abies lasiocarpa","Abies lasiocarpa",21.2,4.67
"29484","GNP0816131106SF","Abies lasiocarpa","Pinus contorta var. latifolia",18,6.7
"29485","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",21.8,1.5
"29486","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",24.4,2.2
"29487","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",18.6,6.2
"29488","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",21,7.8
"29489","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",11.6,8.7
"29490","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",18.1,9.6
"29491","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",28.8,12.6
"29492","GNP0816131107ES","Picea engelmannii","Picea engelmannii",22.5,13.8
"29493","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",23.9,13.8
"29494","GNP0816131107ES","Picea engelmannii","Picea engelmannii",41.5,13.7
"29495","GNP0816131107ES","Picea engelmannii","Picea engelmannii",30.3,9.3
"29496","GNP0816131107ES","Picea engelmannii","Picea engelmannii",26.9,14.1
"29497","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",30.1,13.4
"29498","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",15,12.7
"29499","GNP0816131107ES","Picea engelmannii","Picea engelmannii",45,12.3
"29500","GNP0816131107ES","Picea engelmannii","Picea engelmannii",45.6,8.2
"29501","GNP0816131107ES","Picea engelmannii","Picea engelmannii",25,3.8
"29502","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",19.5,13
"29503","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",17.3,8.4
"29504","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",18.8,9.7
"29505","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",17.7,9.4
"29506","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",17.9,12.7
"29507","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",10.9,8.9
"29508","GNP0816131107ES","Picea engelmannii","Picea engelmannii",17.9,10.5
"29509","GNP0816131107ES","Picea engelmannii","Picea engelmannii",27.4,12.2
"29510","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",33.8,4.8
"29511","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",21.2,5.8
"29512","GNP0816131107ES","Picea engelmannii","Pinus contorta var. latifolia",18,6.4
"29513","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",13,9.24
"29514","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",10.8,11.59
"29515","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",11.7,13.94
"29518","GNP0816131107ES","Picea engelmannii","Picea engelmannii",24.4,14.78
"29521","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",20.1,13.45
"29522","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",23.3,10.62
"29523","GNP0816131107ES","Picea engelmannii","Pinus contorta var. latifolia",25,13.1
"29524","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",16.1,12.8
"29525","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",18.4,14.3
"29527","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",26.8,11.74
"29528","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",12.9,10.99
"29529","GNP0816131107ES","Picea engelmannii","Picea engelmannii",30.9,10.21
"29530","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",25.7,9.14
"29531","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",25.8,12.35
"29532","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",17,7.19
"29533","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",25,6.19
"29534","GNP0816131107ES","Picea engelmannii","Abies lasiocarpa",17.6,2.7
"29535","GNP0817121031DF","Pseudotsuga menziesii","Betula papyrifera",11.8,12.1
"29536","GNP0817121031DF","Pseudotsuga menziesii","Betula papyrifera",11,11
"29537","GNP0817121031DF","Pseudotsuga menziesii","Picea engelmannii",14.8,10.1
"29538","GNP0817121031DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",22.2,10.3
"29539","GNP0817121031DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",18.9,14.9
"29540","GNP0817121031DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",18.4,7.2
"29541","GNP0817121031DF","Pseudotsuga menziesii","Pinus contorta var. latifolia",19.1,12
"29542","GNP0817121031DF","Pseudotsuga menziesii","Abies lasiocarpa",14.4,12.8
"29543","GNP0817121031DF","Pseudotsuga menziesii","Abies lasiocarpa",11.5,13.9
"29544","GNP0817121031DF","Pseudotsuga menziesii","Betula papyrifera",14.4,9.1
"29545","GNP0817121031DF","Pseudotsuga menziesii","Betula papyrifera",14.9,9.1
"29546","GNP0817121031DF","Pseudotsuga menziesii","Betula papyrifera",15,8.9
"29547","GNP0817121031DF","Pseudotsuga menziesii","Betula papyrifera",10.5,12.1
