"","Transect","Species","Elev","Tree","Tag","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","1989","1988","1987","1986","1985","1984","1983","1982","1981","1980","1979","1978","1977","1976","1975","1974","1973","1972","1971","1970","1969","1968","1967","1966","1965","1964","1963","1962","1961","1960","1959","1958","1957","1956","1955","1954","1953","1952","1951","1950","1949","1948","1947","1946","1945","1944","1943","1942","1941","1940","1939","1938","1937","1936","1935","1934","1933","1932","1931","1930","1929","1928","1927","1926","1925","1924","1923","1922","1921","1920","1919","1918","1917","1916","1915","1914","1913","1912","1911","1910","1909","1908","1907","1906","1905","1904","1903","1902","1901","1900","1899","1898","1897","1896","1895","1894","1893","1892","1891","1890","1889","1888","1887","1886","1885","1884","1883","1882","1881","1880","1879","1878","1877","1876","1875","1874","1873","1872","1871","1870","1869","1868","1867","1866","1865","1864","1863","1862","1861","1860","1859","1858","1857","1856","1855","1854","1853","1852","1851","1850","1849","1848","1847","1846","1845"
"20","CO","POTR","L","5L","POTR-L-5L",0.6235,0.4015,0.4955,0.601,0.6375,0.7005,0.665,0.55,0.755,0.855,0.7315,0.5375,0.7295,0.91,0.4875,0.9975,0.981,1.468,1.0825,1.4395,1.5745,1.666,1.054,1.4825,0.6455,1.148,0.5515,0.2635,1.0065,1.373,1.1475,0.6515,0.7655,0.911,0.997,1.1615,1.144,1.191,1.011,0.864,1.057,0.4845,0.9215,1.357,1.5985,1.261,1.3405,1.163,1.01,0.934,0.4715,0.638,0.6225,0.8515,0.658,1.735,1.7105,1.2245,0.9915,0.6295,0.645,1.012,0.6795,0.633,0.695,1.4595,1.3445,0.7215,0.851,1.0825,0.8025,0.979,1.4565,1.6145,0.9395,1.5455,1.864,1.272,1.33,1.3025,2.09,1.73,1.285,1.2605,1.4405,1.2295,1.6455,2.2315,1.974,1.709,1.8775,1.3165,2.202,2.231,2.3355,1.8325,1.3895,1.277,0.841,1.849,1.8985,2.877,0.8555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","CO","POTR","L","6H","POTR-L-6H",0.673,0.268,0.322,0.306,0.132,0.348,0.1955,0.603,0.476,0.501,0.3535,0.3755,0.4235,0.5365,0.3065,0.8555,0.615,0.616,0.4945,0.739,0.648,0.591,0.71,0.6565,0.3795,1.031,0.605,0.133,0.4755,0.4515,0.6,0.4,0.446,0.6665,0.6645,0.8425,0.7225,0.6985,0.7545,0.547,0.937,0.4945,0.7455,1.0115,1.321,1.209,1.0385,0.8105,0.8645,0.7295,0.3355,0.564,0.4205,0.8915,0.5555,1.589,1.622,1.0805,1.063,0.796,0.7625,0.9,0.6435,0.902,0.839,1.2105,1.0575,0.723,0.681,0.905,0.9325,0.8095,1.3205,1.3195,0.8455,1.242,1.538,1.108,1.107,1.094,1.6845,1.252,0.9555,1.088,1.2335,1.0585,1.414,2.063,2.218,1.9935,1.4855,1.029,1.8805,1.325,1.5525,1.765,1.446,1.484,0.66,1.9185,1.8835,1.995,2.633,1.8505,2.143,1.6225,1.9075,2.8995,2.6545,1.2975,2.66,0.695,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","CO","POTR","L","6L","POTR-L-6L",0.4965,0.634,1.0035,0.5645,0.238,0.365,0.43,0.564,0.578,0.5415,0.5315,0.5915,0.632,0.6925,0.312,0.6615,0.639,0.7025,0.5555,1.006,1.001,0.991,0.7835,0.676,0.5535,1.2915,0.8335,0.131,0.7985,0.798,0.917,0.4455,0.47,0.5705,0.6125,0.855,0.673,0.663,0.671,0.41,0.858,0.482,0.891,1.188,0.9965,1.1135,1.0435,0.8915,0.894,0.7685,0.23,0.549,0.5035,0.827,0.8555,1.642,1.8485,1.1145,1.1225,0.5915,0.74,0.894,0.6565,0.7345,0.8645,1.517,1.23,0.6505,0.633,0.871,0.7995,0.814,1.23,1.3425,0.996,1.5765,1.951,1.3795,1.276,1.2475,1.9005,1.6335,1.3355,1.451,1.444,1.486,2.2925,2.415,2.888,2.157,2.2875,0.68,1.539,2.1985,2.9675,2.691,1.5035,1.026,0.81,1.261,0.873,1.474,1.974,1.771,1.259,0.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","CO","POTR","L","7H","POTR-L-7H",0.7715,1.714,2.246,1.5335,1.117,0.859,0.5005,0.616,0.257,0.4095,0.352,0.415,0.7025,1.351,1.3605,0.9765,0.557,0.6455,0.299,0.6245,0.901,0.816,0.369,0.835,0.613,0.906,0.485,0.215,0.4025,0.597,0.789,0.769,0.749,0.763,0.571,0.7295,0.533,0.602,0.4405,0.3255,0.684,0.3925,0.9665,0.849,0.697,0.735,0.696,0.764,0.7635,0.6425,0.4365,0.8935,0.8005,0.912,0.7015,1.2575,1.5335,0.813,0.984,1.1025,0.6335,0.7905,0.5385,0.592,0.756,1.135,0.85,0.5435,0.6355,0.993,0.938,0.713,1.311,1.1755,0.7455,0.942,1.2955,0.789,1.2305,1.2585,1.8305,1.452,1.203,1.1065,1.3945,1.4335,1.7515,1.8175,1.722,1.5725,1.0525,0.7485,1.6045,1.6765,1.367,1.0255,1.567,1.133,0.7155,2.328,1.269,1.665,2.727,1.8485,2.204,2.2625,2.2825,1.98,0.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","CO","POTR","L","7L","POTR-L-7L",0.445,0.876,1.7435,1.479,1.4145,0.9575,0.6295,0.428,0.595,0.3785,0.442,0.451,0.5195,0.731,0.9595,1.0985,0.8615,0.935,0.6825,0.804,0.7495,1.1385,0.819,0.9255,0.375,0.6985,0.429,0.527,0.7885,1.0725,1.1665,0.5755,0.673,0.7265,0.8125,0.9445,0.5505,1.324,1.2055,0.913,0.818,0.783,0.945,1.322,1.404,1.303,1.34,1.1465,1.14,0.782,0.2295,0.396,0.3355,0.5445,0.6055,0.999,1.535,1.044,1.064,1.1915,0.728,0.7315,0.5365,0.6825,0.926,1.29,1.447,1.2685,0.9475,1.0305,1.2145,1.2385,1.379,1.438,1.359,1.977,2.462,1.478,1.4815,1.562,2.386,1.9905,2.253,2.3285,2.445,1.7,2.7925,2.553,2.8705,2.433,2.748,2.265,3.2075,3.457,5.659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","CO","POTR","L","8H","POTR-L-8H",0.323,0.7395,1.0375,0.75,0.456,0.5265,0.4715,0.6155,0.371,0.4375,0.4945,0.461,0.6345,0.778,0.478,0.5485,0.4435,0.96,0.792,1.0715,1.135,1.122,0.926,0.7185,0.535,0.886,0.284,0.1535,0.6445,0.9795,1.22,0.4535,0.564,0.7295,0.8035,0.782,0.743,1.0825,0.956,1.17,0.883,0.542,0.945,1.2625,1.4035,1.2485,1.2925,1.1135,0.8235,0.854,0.4325,0.636,0.6565,0.939,0.498,1.005,0.722,0.7445,0.6695,1.0585,0.826,0.7815,0.616,0.6905,0.8585,1.2905,1.5605,0.714,0.8635,1.064,0.802,0.9925,1.219,1.0815,0.951,1.492,1.395,1.1575,0.7385,0.6395,0.857,0.7635,0.801,0.88,1.349,0.943,1.415,1.389,1.3065,1.3725,1.712,0.873,1.119,1.6085,2.0165,2.5085,1.253,1.6055,1.17,3.648,1.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","CO","POTR","L","8L","POTR-L-8L",0.839,1.6445,2.124,1.372,1.8085,1.2375,1.1355,1.1375,0.9815,0.805,0.7615,0.8065,0.8885,1.0175,0.9235,0.9455,0.838,1.0465,1.071,1.367,1.3345,1.452,1.2665,0.9865,0.863,1.405,0.797,0.8945,1.271,1.23,1.586,1.1995,1.576,1.492,1.1555,1.219,1.1085,1.396,1.299,1.159,1.1395,1.0385,1.178,1.433,1.3865,1.1385,1.518,1.346,1.2525,1.4175,1.488,1.386,1.4045,1.138,1.2765,1.686,1.548,1.0525,1.1225,1.6235,1.4955,1.0925,1.169,0.908,0.8985,1.034,1.3495,0.747,0.695,1.055,0.813,0.79,1.361,1.284,1.322,1.269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","CO","POTR","L","9H","POTR-L-9H",0.42,0.661,0.813,0.83,0.836,0.9105,0.8495,0.7195,0.6295,0.803,0.565,0.6565,0.6795,0.876,0.729,0.743,0.582,0.7215,0.62,0.766,0.714,0.974,0.8875,0.7385,0.656,0.8315,0.5335,0.3555,0.671,0.956,1.059,0.56,0.8185,0.7075,0.729,0.8405,0.788,0.8775,1.0255,0.645,0.8935,0.6465,0.7345,0.8555,0.868,0.807,0.984,0.8565,0.8205,0.9995,0.4305,0.733,0.5875,0.799,0.929,1.28,1.76,1.1675,0.665,0.8565,0.62,0.775,0.6505,0.814,0.687,0.8825,0.924,0.94,0.655,0.5985,0.545,0.824,1.1595,0.898,0.5835,0.9935,0.9575,0.71,0.678,0.6485,1.205,0.831,0.658,0.819,0.8585,0.8075,1.4955,1.3995,1.6425,1.1955,1.2975,0.8465,1.839,1.5115,2.228,2.0755,1.195,1.2835,1.0565,1.5985,1.4975,1.8605,1.8595,0.826,0.635,1.3085,1.921,2.0465,1.7665,1.527,0.9205,1.6335,1.0885,1.067,1.282,1.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","CO","POTR","L","9L","POTR-L-9L",0.233,0.8925,0.87,0.676,1.142,1.408,1.1235,1.13,0.741,0.6815,0.999,1.0925,1.65,1.5525,1.6235,0.948,0.731,0.5785,0.654,1.046,1.277,1.0605,0.947,0.836,0.5405,0.8345,0.297,0.3915,0.787,0.812,0.864,0.535,0.68,0.7215,0.8705,0.5565,0.4955,0.476,0.675,0.694,0.7795,0.618,0.7385,1.188,1.336,0.7355,0.692,0.783,0.4245,0.555,0.517,0.5965,0.5045,0.701,0.601,1.0345,0.8585,0.9285,0.999,1.057,0.627,0.8365,0.4485,0.609,0.476,1.1215,0.9445,0.587,0.4,0.48,0.312,0.7825,1.327,0.905,0.9065,1.406,1.623,1.03,0.5945,0.7345,1.351,0.8385,0.7805,1.1275,1.7365,1.27,2.243,1.9925,1.878,1.384,1.322,0.781,1.706,1.682,1.806,0.932,1.036,1.2975,0.7845,1.37,0.754,1.7315,1.757,1.1515,1.0785,1.155,1.4815,2.05,2.6075,0.863,2.139,1.688,2.1765,2.2805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","CO","POTR","M","01H","POTR-M-01H",0.306,0.9345,1.211,0.744,0.5865,0.74,1.1045,1.0955,1.0215,0.718,0.7085,0.5445,0.903,0.8465,0.9155,1.029,1.3245,1.361,1.6345,1.246,1.64,1.3595,1.213,0.982,0.5185,0.5235,0.7715,0.455,0.8985,1.3165,1.389,0.8295,0.909,0.994,0.8725,0.967,0.529,0.5445,0.8925,0.5705,1.3475,0.5485,0.6435,1.2085,0.856,0.989,1.045,0.954,1.129,0.949,0.902,1.2045,1.163,1.145,1.3335,1.911,2.0645,1.5245,1.1655,1.2025,1.337,1.2505,1.4085,0.952,0.5895,1.129,1.2525,1.098,0.754,0.3425,1.0495,1.515,2.479,2.6775,2.2955,3.29,2.57,2.243,2.0485,1.4685,2.528,2.258,2.0885,2.105,2.904,2.388,3.207,3.6955,3.161,3.0115,3.0845,2.6235,2.9925,3.566,2.75,1.728,1.7915,1.757,1.6665,2.382,1.489,2.145,2.1045,1.2255,1.666,1.311,1.4785,1.9505,2.11,1.206,1.9155,0.893,1.0825,1.2885,2.078,2.981,2.116,1.5845,2.0925,1.474,1.248,0.564,1.43,1.222,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","CO","POTR","M","01L","POTR-M-01L",0.422,1.8735,2.613,2.4755,1.8065,1.795,2.4665,2.836,2.057,0.978,1.0735,0.813,1.2805,1.0545,0.9435,1.009,1.1895,1.189,0.9165,1.106,1.2585,1.215,1.091,0.756,0.907,1.0365,0.9735,0.676,0.9465,1.4645,1.206,0.783,1.3745,1.2745,1.2795,1.1105,0.7495,0.9835,0.978,0.5395,1.015,0.5545,0.8295,1.357,1.131,1.064,1.3745,1.518,1.626,1.4815,0.941,0.9515,1.0625,0.9715,1.226,1.46,1.9675,1.601,1.4645,1.478,1.648,1.46,1.359,1.537,1.0765,1.3455,1.3235,1.6435,1.4405,0.4755,0.7005,0.9535,1.621,1.701,0.945,1.2365,1.2445,1.1825,0.9005,0.4955,0.939,0.8415,0.818,1.1675,1.733,1.381,1.7715,1.952,1.7355,1.3245,1.4005,1.1145,1.623,2.0805,1.053,1.0205,0.7885,0.9355,0.8335,1.0695,0.9455,1.298,1.174,0.9395,0.979,1.1215,1.1865,1.6115,2.1765,1.9355,0.887,1.912,3.238,2.707,0.496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","CO","POTR","M","10H","POTR-M-10H",0.3905,1.294,1.343,0.813,0.386,0.837,1.3185,1.688,1.1385,0.952,0.656,0.4855,1.193,0.9555,1.008,0.877,1.1155,1.313,1.316,1.352,1.6495,1.4195,1.36,1.1155,0.8455,0.925,1.2035,0.6645,1.166,1.5455,1.8045,1.0825,1.4555,1.52,1.4205,1.507,0.7,1.184,1.2725,0.5295,1.4725,0.91,1.271,1.6325,2.086,1.911,2.0745,2.194,2.1235,1.9085,1.929,1.654,1.0555,0.9035,1.06,1.17,1.826,1.2785,1.2625,1.0335,1.2175,1.166,0.8845,0.8945,0.591,1.2195,0.9245,0.887,1.429,0.6855,0.674,1.1625,1.302,1.696,1.443,1.752,1.759,1.5925,1.235,0.7085,1.3655,1.3875,0.9135,1.4025,1.6815,1.5255,2.184,2.5905,2.0895,2.302,1.906,1.6865,2.3345,2.4905,2.089,2.1435,1.903,2.335,1.853,2.99,2.0695,5.5195,4.099,2.439,3.408,3.196,3.115,3.277,3.208,1.593,2.492,1.095,1.057,2.094,2.766,1.492,0.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","CO","POTR","M","10L","POTR-M-10L",0.6945,1.8605,1.8865,0.8075,0.7955,1.3555,1.821,1.271,1.212,1.0855,1.2575,0.965,1.5,1.216,1.573,0.921,1.439,2.0455,1.9825,2.02,2.3,2.5415,2.783,2.272,2.1485,1.4665,1.9475,1.981,1.794,2.2245,2.936,2.323,2.2755,2.5605,2.912,3.273,2.192,2.756,3.32,2.299,3.218,3.1685,3.1935,4.1805,5.021,3.6855,4.2605,5.2775,4.294,4.0265,4.738,3.113,3.019,4.511,2.013,4.805,3.474,3.472,4.474,2.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","CO","POTR","M","11H","POTR-M-11H",0.2705,0.9585,0.856,0.6125,0.2715,0.7975,0.9635,1.0635,0.8435,0.62,0.661,0.55,0.777,1.0375,0.782,0.855,1.243,1.4155,1.0695,1.1715,1.3475,1.08,1.0955,1.091,0.7665,0.8995,0.981,1.0635,1.4365,1.718,1.9655,1.1165,1.354,1.2515,1.4325,1.7085,1.0105,1.4085,1.653,0.7615,1.485,0.9955,1.3435,2.0205,2.447,1.5935,1.22,1.4865,2.1,2.1005,2.197,1.4235,1.032,0.7585,1.4715,1.4585,1.6485,1.5975,1.812,1.6695,1.482,1.176,1.347,1.2925,0.824,1.3155,1.3815,1.8155,1.7535,0.974,0.813,1.045,1.4325,1.7125,1.353,1.8695,1.75,1.8195,1.6785,1.511,1.5205,1.6095,1.1035,1.04,1.488,1.3935,1.8675,1.624,1.6615,1.7635,1.9655,1.769,1.7685,2.6005,1.7825,2.16,1.51,1.7225,1.375,2.226,1.6925,2.2775,3.143,1.3595,2.5375,0.9615,1.872,2.498,2.749,2.205,1.522,0.919,1.447,1.527,2.481,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","CO","POTR","M","11L","POTR-M-11L",0.2895,1.394,1.3625,1.1,1.0205,1.4655,1.669,1.4915,1.6975,1.4325,1.1705,0.629,1.068,1.5865,1.3535,1.294,1.526,1.9355,2.1125,1.7655,2.022,1.9795,2.2625,1.989,1.8155,1.7665,1.682,1.302,1.5985,2.468,2.391,1.8165,1.918,1.873,2.1725,2.064,1.7345,2.0145,2.4815,1.606,2.5735,2.2835,2.3865,3.523,3.8205,2.2715,2.8615,2.5645,3.5335,2.535,2.5125,2.6965,1.392,2.2735,1.746,2.2025,3.26,2.1325,2.4805,3.006,2.505,2.6025,2.2425,2.089,1.987,2.9295,2.488,2.5225,2.5945,1.312,1.6085,2.6205,3.6895,3.1215,2.3015,4.327,1.6045,2.811,2.17,1.113,2.606,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","CO","POTR","M","12H","POTR-M-12H",0.256,0.683,0.952,0.7545,0.213,0.976,1.099,1.1425,1.07,1.0875,1.056,0.9475,1.0485,1.0545,0.4315,0.8085,1.2185,1.2245,1.3035,1.782,1.833,1.5495,1.634,1.7195,1.4175,1.584,1.385,1.0805,1.226,1.9875,2.2145,1.2755,1.461,1.209,1.572,1.499,1.092,0.952,1.4785,0.9,1.94,1.28,1.3135,2.0795,2.1825,1.7605,1.8155,1.872,2.3525,2.322,1.804,1.717,1.252,1.3625,1.8825,1.9635,2.7085,1.716,2.1225,2.0675,2.01,2.166,2.198,2.4445,2.2515,2.381,2.835,2.6155,1.3525,1.01,1.706,2.0435,2.523,2.346,1.608,4.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","CO","POTR","M","12L","POTR-M-12L",0.406,1.3745,1.8385,1.56,1.373,1.881,2.049,1.8055,1.881,1.5035,1.4425,1.2205,1.9125,1.768,1.41,1.471,2.052,2.472,2.122,2.101,2.396,2.017,2.729,2.3055,2.3125,2.9455,2.6925,2.7215,2.6165,3.158,3.424,2.8875,2.8265,2.2955,2.67,2.5035,2.054,2.14,2.4885,1.65,2.471,2.6215,2.476,2.85,3.215,2.4755,2.201,2.572,3.2855,2.659,2.3055,2.444,2.407,2.2655,2.4435,1.775,2.6175,1.715,1.8095,1.9105,1.8405,1.814,1.776,1.856,1.384,2.0845,2.193,2.247,2.329,1.452,0.908,1.392,1.631,1.9155,1.6745,1.893,2.0165,1.9975,1.706,1.2795,1.8885,1.5715,1.301,1.6825,2.332,2.045,3.0315,3.4405,2.047,1.88,1.927,2.339,3.592,3.752,2.349,3.225,1.543,1.474,1.023,1.917,1.265,2.102,2.214,1.157,2.148,2.675,2.751,1.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","CO","POTR","M","13H","POTR-M-13H",1.129,1.1515,1.3805,0.942,0.978,0.8045,0.8345,0.855,0.3955,0.589,0.324,0.418,0.3145,0.4605,0.5005,0.4495,0.24,0.34,0.3075,0.599,0.7385,0.66,0.9085,1.306,0.595,0.714,0.415,0.085,0.63,1.0115,1.2335,0.482,0.8475,0.9005,1.008,0.946,0.7085,1.0065,1.0925,0.953,1.5155,1.2135,1.075,1.415,1.677,0.985,1.2225,0.8105,0.807,1.0595,0.9275,0.962,0.91,1.047,0.711,1.06,0.8865,0.557,0.4825,1.129,1.009,1.22,0.7025,0.623,0.6615,1.7475,1.6625,1.2015,0.9385,1.2065,1.1025,1.465,1.9695,1.4705,1.7735,2.5725,2.568,1.369,1.455,0.815,1.394,0.77,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","CO","POTR","M","13L","POTR-M-13L",0.596,0.6985,0.8585,0.643,0.76,0.786,0.9985,1.266,1.433,0.878,0.967,0.8405,1.01,0.6335,1.1625,1.072,1.341,1.1465,1.2275,1.5865,1.574,1.7045,1.6155,1.29,0.8435,1.349,0.8705,0.8555,0.784,1.2305,1.4235,0.8615,1.409,0.9745,1.2345,1.154,1.1575,1.258,1.223,0.811,1.368,1.312,0.9545,1.581,1.52,0.9825,1.1765,0.6645,1.476,1.3795,1.4045,1.323,1.3295,1.3285,1.2575,1.3025,1.4865,0.607,0.7815,1.0565,0.875,0.986,0.854,1.141,0.8535,1.3755,1.244,0.8955,0.272,0.231,0.455,0.9935,1.7915,1.7495,1.3935,1.86,1.911,1.5205,1.102,0.912,0.8075,0.893,0.8585,1.3405,1.3005,0.998,1.4305,1.311,1.5275,1.0215,0.761,0.816,1.8885,2.3965,3.0775,2.794,1.8815,3.0675,1.797,3.2255,3.133,4.0565,4.36,5.326,2.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
