age_CE,MD0301B_raw,MD0302A_raw,MD0303A_raw,MD0304A_raw,MD0305B_raw,MD0306B_raw,MD0307B_raw,MD0308B_raw,MD0309A_raw,MD0310B_raw,MD0311A_raw,MD0312A_raw,MD0314B_raw,MD0315A_raw,MD0316B_raw,MD0317A_raw,MD0318B_raw,MD0319B_raw,MD0320B_raw,MD0321A_raw,MD0322A_raw,MD0323B_raw,MD0324A_raw,MD0325B_raw,MD0301B_raw_outlier_flag,MD0302A_raw_outlier_flag,MD0303A_raw_outlier_flag,MD0304A_raw_outlier_flag,MD0305B_raw_outlier_flag,MD0306B_raw_outlier_flag,MD0307B_raw_outlier_flag,MD0308B_raw_outlier_flag,MD0309A_raw_outlier_flag,MD0310B_raw_outlier_flag,MD0311A_raw_outlier_flag,MD0312A_raw_outlier_flag,MD0314B_raw_outlier_flag,MD0315A_raw_outlier_flag,MD0316B_raw_outlier_flag,MD0317A_raw_outlier_flag,MD0318B_raw_outlier_flag,MD0319B_raw_outlier_flag,MD0320B_raw_outlier_flag,MD0321A_raw_outlier_flag,MD0322A_raw_outlier_flag,MD0323B_raw_outlier_flag,MD0324A_raw_outlier_flag,MD0325B_raw_outlier_flag
1977,1.76,1.39,0.93,0.81,0.33,1.53,0.93,0.47,1.38,1.63,0.66,0.64,0.88,1.26,0.45,0.66,1.62,1.35,1.19,1.28,0.33,1.77,1.63,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,1.16,1.01,0.8,0.68,0.28,1.08,0.66,0.37,1.01,1.09,0.57,0.47,0.67,2.03,0.39,0.61,1.02,1.08,1.1,1.05,0.21,1.11,1.05,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,1.28,1.25,0.77,0.76,0.18,1.27,1.03,0.48,0.93,1,0.64,0.49,0.81,1.5,0.38,0.67,1.44,1.43,1.13,1.12,0.2,1.23,1.15,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1980,1.3,1.15,0.9,0.78,0.27,1.43,1.21,0.61,0.83,0.62,0.7,0.45,0.7,2.02,0.48,0.75,1.54,1.42,1.04,0.92,0.15,1.29,1.33,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1981,1.46,1.45,0.97,0.94,0.27,1.65,1.27,0.44,1.33,0.77,0.59,0.66,0.78,1.46,0.49,1.06,1.56,1.48,0.99,1.17,0.2,1.26,1.64,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1982,1.19,0.77,0.58,0.49,0.19,1.03,0.61,0.17,0.75,0.52,0.39,0.36,0.55,1.24,0.33,0.72,0.84,1.02,0.61,0.65,0.12,1.44,1.09,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1983,1.43,1.02,0.57,0.46,0.21,0.72,0.53,0.21,0.59,0.39,0.43,0.22,0.6,1.05,0.38,0.85,0.91,1.36,0.65,0.73,0.11,2.06,1.36,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1984,1.81,1.31,1.04,0.81,0.32,1.48,1.05,0.71,1.07,0.77,0.57,0.47,0.73,1.59,0.44,0.91,0.89,1.39,0.84,0.92,0.3,2.02,1.75,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1985,1.64,1.11,0.87,0.85,0.23,1.09,1.05,0.82,0.96,1.1,0.57,0.49,0.75,1.55,0.47,0.94,1.39,1.45,0.78,0.94,0.29,1.27,1.84,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1986,1.37,0.91,0.65,0.74,0.22,0.93,1.01,0.51,0.68,1.18,0.49,0.34,0.38,1.41,0.39,0.76,1.27,1.26,0.88,0.85,0.19,1.3,1.92,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1987,1.1,0.86,0.76,0.68,0.27,1.22,1,0.58,0.65,1.23,0.46,0.4,0.63,1.15,0.45,0.85,1.18,1.44,0.91,0.85,0.25,1.22,1.89,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1988,0.94,0.86,0.71,0.69,0.25,1.15,0.84,0.49,0.75,0.84,0.48,0.36,0.99,1.16,0.41,0.61,0.86,1.04,0.9,0.63,0.21,1.27,1.41,0.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1989,1.23,1.03,0.69,0.64,0.2,1.19,0.88,0.36,0.87,0.83,0.5,0.32,0.6,0.71,0.38,0.7,1.23,1.08,0.71,0.63,0.18,0.87,1.51,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1990,1.13,1.2,0.78,0.77,0.28,1.21,0.97,0.59,0.89,0.72,0.68,0.35,0.59,0.75,0.56,0.81,1.09,1.25,0.87,0.92,0.29,0.77,1.65,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
