Stand,Year,Lat,Long,Plus or Minus (Ft),Tag,Species,DBH,Canopy,Old notes--Caution: Many likely not matched with correct tree!,New notes,
TA01,2009,46.74178,121.55753,,I20,Tshe,51.1,n,,,
TA01,2009,46.73774,121.55791,27,I21,Thpl,59.4,n,,,
TA01,2009,46.73774,121.55791,27,I22,Psme,93,y,,,
TA01,2009,46.74060,121.55834,17,I23,Thpl,138,y,,,
TA01,2009,46.74080,121.55901,26,I24,Psme,89.7,y,,,
TA01,2009,46.74910,121.55839,24,I25,Thpl,109.5,y,,,
TA01,2009,46.74154,121.55888,,I26,Tshe,44.5,n,,,
TA01,2009,46.74147,121.55892,,I27,Thpl,60.9,n,,,
TA01,2009,46.74124,121.55888,,I28,Psme,118.6,y,,,
TA01,2009,46.74065,121.55912,,I29,Thpl,50.1,n,,,
TA01,2009,46.74178,121.55823,21,I3,Psme,103.3,y,,,
TA01,2009,46.74040,121.55888,,I30,Tshe,64.1,n,,,
TA01,2009,46.74057,121.55883,,I31,Tshe,88.3,y,,,
TA01,2009,46.74057,121.55888,,I32,Psme,80,y,,,
TA01,2009,46.74028,121.55863,,I33,Thpl,79.1,n,,,
TA01,2009,46.74051,121.55847,,I34,Tshe,60.9,n,,,
TA01,2009,46.74012,121.55811,,I35,Psme,94.6,y,,,
TA01,2009,46.74005,121.55811,,I36,Thpl,82.6,n,,,
TA01,2009,46.74011,121.55824,,I37,Thpl,63.9,n,,,
TA01,2009,46.74015,121.55798,,I38,Thpl,95.2,n,,,
TA01,2009,46.74006,121.55766,,I39,Tshe,53.2,n,,,
TA01,2009,46.74175,121.55809,,I4,Psme,107.9,y,,,
TA01,2009,46.73985,121.55733,,I40,Thpl,65.8,n,,,
TA01,2009,46.73986,121.55709,,I41,Thpl,55.4,n,,,
TA01,2009,46.73999,121.55698,,I42,Psme,72.9,y,,,
TA01,2009,46.73898,121.55689,,I43,Tshe,64.2,y,,,
TA01,2009,46.73986,121.55663,,I44,Thpl,43.8,n,,,
TA01,2009,46.73993,121.55641,,I45,Tshe,56.6,n,,,
TA01,2009,46.74070,121.55632,,I46,Psme,71.3,y,,,
TA01,2009,46.74018,121.55564,,I47,Tshe,58.7,y,,,
TA01,2009,46.74046,121.55597,,I48,Psme,78.6,y,,,
TA01,2009,46.74067,121.55586,,I49,Tshe,66.6,y,,,
TA01,2009,46.74186,121.55735,17,I5,Psme,99.4,y,,,
TA01,2009,46.74081,121.55566,,I50,Psme,71.1,y,,,
TA01,2009,46.74103,121.55581,,I51,Psme,52.4,n,,,
TA01,2009,46.74116,121.55533,,I52,Thpl,80,n,,,
TA01,2009,46.74093,121.55535,,I53,Tshe,52.2,n,,,
TA01,2009,46.74132,121.55521,,I54,Thpl,73.2,n,,,
TA01,2009,46.74115,121.55505,,I55,Psme,74.6,y,,,
TA01,2009,46.74120,121.55502,,I56,Psme,66.6,y,,,
TA01,2009,46.74120,121.55468,,I57,Thpl,68.8,n,,,
TA01,2009,46.74099,121.55466,,I58,Thpl,74.4,n,,,
TA01,2009,46.74132,121.55502,,I59,Thpl,68.8,n,,,
TA01,2009,46.74164,121.55729,,I6,Psme,80,n,,,
TA01,2009,46.74201,121.55676,,I60,Thpl,79,n,,,
TA01,2009,46.74139,121.55765,20,I7,Psme,89.3,y,,,
TA01,2009,46.74111,121.55737,25,I8,Psme,59.8,n,,,
TA01,2009,46.74099,121.55751,40,I9,Thpl,64.3,y,,,
TB13,2008,46.74012,121.84888,,B1,Tshe,52,y,,,
TB13,2008,46.74047,121.84953,,B10,Tshe,56.7,y,,,
TB13,2008,46.73983,121.84872,,B11,Psme,74.2,y,,,
TB13,2008,46.73998,121.84860,,B12,Psme,86.8,y,,,
TB13,2008,46.73973,121.84857,,B13,Psme,57.4,y,,,
TB13,2008,46.73990,121.84877,,B14,Psme,87.7,y,,,
TB13,2008,46.73977,121.84857,,B15,Psme,73.8,y,,,
TB13,2008,46.74002,121.84842,,B16,Psme,67.6,y,,,
TB13,2008,46.74003,121.84810,,B17,Psme,82.6,y,,,
TB13,2008,46.73985,121.84818,,B18,Psme,113.3,y,,,
TB13,2008,46.74010,121.84888,,B19,Psme,77.3,y,,,
TB13,2008,46.73972,121.84863,,B2,Tshe,56,y,,,
TB13,2008,46.74013,121.84898,,B20,Psme,88.6,y,,,
TB13,2008,46.74008,121.84887,,B21,Thpl,84.9,y,,,
TB13,2008,46.73990,121.84850,,B22,Thpl,70.7,y,,,
TB13,2008,46.73968,121.84820,,B23,Thpl,96.6,y,,,
TB13,2008,46.73958,121.84820,,B24,Thpl,63.8,y,,,
TB13,2008,46.73953,121.84832,,B25,Thpl,76.5,y,,,
TB13,2008,46.73985,121.84773,,B26,Thpl,58,n,,,
TB13,2008,46.73925,121.84752,,B27,Thpl,74.5,y,,,
TB13,2008,46.73965,121.84743,,B28,Thpl,58.8,y,,,
TB13,2008,46.73947,121.84717,,B29,Thpl,57,n,,,
TB13,2008,46.74022,121.84927,,B3,Tshe,74,y,,,
TB13,2008,46.73935,121.84698,,B30,Thpl,61.6,y,,,
TB13,2008,46.74008,121.84910,,B31,Abam,57.9,,,canopy status never observed,
TB13,2008,46.74027,121.84897,,B32,Abam,66.5,,,canopy status never observed,
TB13,2008,46.74020,121.84693,,B33,Abam,52.5,y,,,
TB13,2009,46.74089,121.84880,,B34,Psme,86.5,y,,,
TB13,2009,46.74110,121.84881,,B35,Thpl,65,y,,,
TB13,2009,46.74109,121.84877,,B36,Psme,83,y,,,
TB13,2009,46.74126,121.84844,,B37,Psme,50.9,y,,,
TB13,2009,46.74130,121.84799,,B38,Psme,72.2,y,,,
TB13,2009,46.74127,121.84755,,B39,Psme,66.2,y,,,
TB13,2008,46.73970,121.84865,,B4,Tshe,79,y,,,
TB13,2009,46.74143,121.84764,,B40,Thpl,109.3,y,,,
TB13,2009,46.74123,121.84766,,B41,Thpl,103,y,,,
TB13,2009,46.74057,121.84728,,B42,Psme,124.5,y,,,
TB13,2009,46.74073,121.84720,,B43,Psme,191.1,y,,,
TB13,2009,46.74094,121.84715,,B44,Abam,45.5,n,,,
TB13,2009,46.74115,121.84687,,B45,Psme,148.5,y,,,
TB13,2009,46.74083,121.84653,,B46,Thpl,45.2,n,,,
TB13,2009,46.74083,121.84653,,B47,Psme,56.8,n,,,
TB13,2009,46.74052,121.84692,,B48,Thpl,58.9,y,,,
TB13,2009,46.74052,121.84692,,B49,Psme,67.5,y,,,
TB13,2008,46.73990,121.84908,,B5,Tshe,61.1,y,,,
TB13,2009,46.74097,121.84873,,B50,Thpl,87.7,n,,,
TB13,2009,46.74082,121.84870,,B51,Tshe,75.1,y,,,
TB13,2009,46.74102,121.84900,,B52,Tshe,61,y,,,
TB13,2009,46.74113,121.84883,,B53,Tshe,42.8,n,,,
TB13,2009,46.74137,121.84862,,B54,Tshe,69.5,y,,,
TB13,2009,46.74133,121.84842,,B55,Tshe,65.5,y,,,
TB13,2009,46.74150,121.84820,,B56,Tshe,42.2,n,,,
TB13,2009,46.74128,121.84802,,B57,Tshe,73.8,y,,,
TB13,2009,46.74039,121.84722,,B58,Tshe,42.7,n,,,
TB13,2009,46.74070,121.84712,,B59,Tshe,57.1,y,,,
TB13,2008,46.74028,121.84900,,B6,Tshe,87.9,y,,,
TB13,2009,46.74108,121.84702,,B60,Tshe,59.3,y,,,
TB13,2009,46.74135,121.84663,,B61,Thpl,49.9,n,,,
TB13,2009,46.74059,121.84644,,B62,Thpl,72.8,y,,,
TB13,2009,46.74049,121.84678,,B63,Thpl,64.3,n,,,
TB13,2009,46.74098,121.84637,,B64,Thpl,41,n,,,
TB13,2008,46.74030,121.84872,,B7,Tshe,84.4,y,,,
TB13,2008,46.74048,121.84903,,B8,Tshe,49.6,y,,,
TB13,2008,46.74043,121.84925,,B9,Tshe,62.4,y,,,
TO04,2008,46.74007,121.88900,,A1,Tshe,49,y,,,
TO04,2008,46.73992,121.88967,,A10,Thpl,96.4,y,Edge of gap,,
TO04,2008,46.73988,121.88965,18.12,A11,Abam,104.5,y,Abgr?  Should check in 2010,,
TO04,2008,46.74008,121.88960,20.8,A12,Tshe,131.4,y,,,
TO04,2008,46.74003,121.88982,18.6,A13,Thpl,92.2,y,~4m from gap,,
TO04,2008,46.73995,121.89005,17.8,A14,Thpl,79.8,y,Edge of gap,,
TO04,2008,46.74010,121.88992,24.5,A15,Tshe,92.8,y,Edge of gap,,
TO04,2008,46.74013,121.88875,22.8,A16,Abgr,126.6,y,at sw corner post of plot c,,
TO04,2008,46.74018,121.88888,15.2,A17,Tshe,84.6,y,,,
TO04,2008,46.73998,121.88882,22,A18,Tshe,75.3,y,,,
TO04,2008,46.74027,121.88913,26,A19,Psme,90.3,y,,,
TO04,2008,46.73987,121.88890,,A2,Tshe,58.6,y,,,
TO04,2008,46.74015,121.88883,15,A20,Thpl,94.7,y,,,
TO04,2008,46.74017,121.89013,17,A21,Abgr,92.8,y,,,
TO04,2008,46.74033,121.89015,16,A22,Abgr,114,y,,,
TO04,2008,46.74015,121.89008,13,A23,Thpl,45.6,n,,,
TO04,2008,46.74038,121.89025,18,A24,Thpl,72.8,y,broken core,,
TO04,2008,46.74013,121.88983,17,A25,Thpl,53.7,n,,,
TO04,2008,46.74030,121.88998,19,A26,Abgr,108,y,,,
TO04,2008,46.74048,121.88998,21,A27,Abgr,123.1,y,,"Wrong in GPS unit, correct here--Is it wrong in the master WP file?",
TO04,2008,46.74025,121.88982,,A28,Thpl,138.4,y,,,
TO04,2008,46.74075,121.88958,20,A29,Psme,169.4,y,,,
TO04,2008,46.73905,121.88915,,A3,Tshe,111.2,y,Gap 6.88,,
TO04,2008,46.74095,121.88807,24,A30,Psme,157.5,y,,,
TO04,2008,46.74105,121.88750,,A31,Psme,239.1,y,"""insect trap tree, station #5"" tag 11 m from A31",,
TO04,2008,46.74140,121.88745,31,A32,Psme,163,y,,,
TO04,2008,46.74127,121.88772,19,A33,Psme,137.9,y,,,
TO04,2008,46.74113,121.88760,19,A34,Psme,184.5,y,,,
TO04,2008,46.74123,121.88720,19,A35,Psme,131.2,y,,,
TO04,2009,46.73842,121.89137,,A36,Abam,49.6,y,WP: 142,,
TO04,2009,46.73857,121.89113,,A37,Abam,46.2,y,WP: 143,,
TO04,2009,46.73875,121.89118,,A38,Abam,62,y,WP: 144,,
TO04,2009,46.73860,121.89108,,A39,Psme,136.9,y,WP: 145,,
TO04,2008,46.73997,121.88927,,A4,Tshe,73.8,y,Large scar at base of tree,,
TO04,2009,46.73885,121.89102,,A40,Abam,40.6,y,WP: 146,,
TO04,2009,46.73873,121.89010,,A41,Abam,47.1,n,WP: 147,,
TO04,2009,46.73883,121.88973,,A42,Abam,44.2,n,WP: 148,,
TO04,2009,46.73903,121.88968,,A43,Abam,50.2,n,WP: 149,,
TO04,2009,46.73967,121.88735,,A44,Psme,127.5,y,WP: 150,,
TO04,2009,46.74073,121.88612,,A45,Abam,43.9,n,WP: 151,,
TO04,2009,46.73998,121.88593,,A46,Psme,79.7,y,WP: 152,,
TO04,2009,46.73960,121.88605,,A47,Psme,56.1,y,WP: 153,,
TO04,2009,46.73955,121.88628,,A48,Psme,60.8,y,WP: 154,,
TO04,2009,46.73918,121.88615,,A49,Psme,75.4,y,WP: 155,,
TO04,2008,46.73980,121.88937,,A5,Tshe,66.5,y,4m from edge of canopy gap,,
TO04,2009,46.73907,121.88585,,A50,Psme,52.7,y,WP: 156,,
TO04,2009,46.73905,121.88575,,A51,Psme,54.5,y,WP: 157,,
TO04,2009,46.73892,121.88537,,A52,Psme,61.9,y,WP: 158,,
TO04,2009,46.74007,121.89183,,A53,Abam,46.5,n,WP: 159,,
TO04,2009,46.74002,121.89185,,A54,Abam,49.7,n,WP: 160,,
TO04,2009,46.74028,121.89242,,A55,Abam,44.2,n,WP: 161,,
TO04,2009,46.73976,121.89188,25,A56,Abam,50.5,y,,,
TO04,2009,46.74132,121.88927,17,A57,Tshe,81.8,y,,,
TO04,2009,46.74110,121.88948,20,A58,Thpl,67.6,n,,,
TO04,2009,46.74115,121.88941,,A59,Tshe,37.3,n,,,
TO04,2008,46.73980,121.88958,,A6,Thpl,75,y,Edge of gap,,
TO04,2009,46.74091,121.88898,17,A60,Tshe,50.6,n,,,
TO04,2009,46.74129,121.88879,10,A61,Thpl,132.1,y,,,
TO04,2009,46.74112,121.88856,,A62,Tshe,60.8,n,,,
TO04,2009,46.74133,121.88813,21,A63,Tshe,82,y,,,
TO04,2009,46.74139,121.88821,19,A64,Thpl,71,y,,,
TO04,2009,46.74134,121.88776,24,A65,Tshe,52.2,n,,,
TO04,2009,46.74119,121.88750,20.2,A66,Thpl,69.3,n,,,
TO04,2009,46.74109,121.88779,17,A67,Tshe,46.8,y,,,
TO04,2009,46.74074,121.88733,18,A68,Abam,42.4,y,,,
TO04,2009,46.74095,121.88721,13,A69,Tshe,47.2,y,,,
TO04,2008,46.73998,121.88943,,A7,Tshe,84.6,y,,,
TO04,2009,46.74083,121.88686,10,A70,Thpl,117,y,,,
TO04,2009,46.74089,121.88686,15,A71,Tshe,45,n,,,
TO04,2009,46.74052,121.88628,21,A72,Tshe,82,,,canopy status never observed,
TO04,2009,46.74049,121.88596,13,A73,Thpl,47,n,,,
TO04,2009,46.74049,121.88596,13,A74,Psme,145.3,y,,,
TO04,2009,46.74042,121.88592,21,A75,Psme,115.6,y,,,
TO04,2009,46.74042,121.88592,21,A76,Thpl,48.9,n,,,
TO04,2009,46.74007,121.88586,12.4,A77,Thpl,151.3,,,canopy status never observed,
TO04,2009,46.73973,121.88560,17,A78,Thpl,64.3,n,,,
TO04,2009,46.73993,121.88578,,A79,Abam,54.9,y,,,
TO04,2008,46.73987,121.88897,,A8,Thpl,180,y,Only Thpl in A2 plot - chb,,
TO04,2009,46.73984,121.89181,,A80,Abam,41.9,y,,,
TO04,2010,46.74087,121.89078,,A81,Abam,59.8,y,,,
TO04,2010,46.74064,121.89037,,A82,Thpl,122.4,y,,,
TO04,2010,46.74049,121.89139,,A83,Abam,67.5,y,,,
TO04,2010,46.74014,121.87153,,A84,Abam,52.3,y,,,
TO04,2010,46.73993,121.89206,,A85,Abam,56.2,y,,,
TO04,2010,46.74069,121.88935,,A86,PSME,147,y,,,
TO04,2008,46.74027,121.88395,,A9,Tshe,76,y,,,
TO11,2009,46.99418,121.88754,,L1,Tshe,78.1,n,,,
TO11,2009,46.99518,121.88785,,L10,Tshe,63.2,n,,,
TO11,2009,46.99583,121.88747,,L11,Tshe,87.6,n,,,
TO11,2009,46.99615,121.88702,,L12,Thpl,89.7,n,,,
TO11,2009,46.99633,121.88710,,L13,Psme,188,y,,,
TO11,2009,46.99633,121.88710,,L14,Tshe,91.1,n,,,
TO11,2009,46.99623,121.88700,,L15,Thpl,154,n,,,
TO11,2009,46.99618,121.88692,,L16,Tshe,48.4,n,,,
TO11,2009,46.99577,121.89850,,L17,Psme,229,y,,,
TO11,2009,46.99504,121.88874,,L18,Tshe,63.1,n,,,
TO11,2009,46.99496,121.88882,,L19,Tshe,90.4,n,,,
TO11,2009,46.99425,121.88751,,L2,Psme,172.8,y,,,
TO11,2009,46.99492,121.88901,,L20,Thpl,141.8,y,,,
TO11,2009,46.99487,121.88939,,L21,Tshe,66.3,n,,,
TO11,2009,46.99532,121.88952,,L22,Psme,156,y,,,
TO11,2009,46.99538,121.88940,,L23,Tshe,94.9,n,,,
TO11,2009,46.99630,121.88628,,L24,Tshe,93.2,n,,,
TO11,2009,46.99612,121.88582,,L25,Psme,145,y,,,
TO11,2009,46.99612,121.88582,,L26,Tshe,81.9,n,,,
TO11,2009,46.99610,121.88543,,L27,Psme,148.4,y,,,
TO11,2009,46.99377,121.88652,,L28,Thpl,192,n,,,
TO11,2009,46.99430,121.88657,,L29,Thpl,163.5,n,,,
TO11,2009,46.99446,121.88819,,L3,Tshe,63.1,n,,,
TO11,2009,46.99433,121.88630,,L30,Tshe,120.5,y,,,
TO11,2009,46.99437,121.88557,,L31,Psme,180,y,,,
TO11,2009,46.99442,121.88531,,L32,Thpl,156.2,n,,,
TO11,2009,46.99456,121.88484,,L33,Thpl,190.5,n,,,
TO11,2009,46.99514,121.88440,,L34,Thpl,153,n,,,
TO11,2009,46.99513,121.88391,,L35,Thpl,145.8,n,,,
TO11,2009,46.99513,121.88391,,L36,Psme,181,y,,,
TO11,2009,46.99561,121.88402,,L37,Thpl,179.8,n,,,
TO11,2009,46.99561,121.88402,,L38,Psme,192,y,,,
TO11,2009,46.99602,121.88488,,L39,Tshe,68.5,n,,,
TO11,2009,46.99468,121.88780,,L4,Thpl,168,n,,,
TO11,2009,46.99597,121.88541,,L40,Psme,160,y,,,
TO11,2009,46.99597,121.88541,,L41,Thpl,175,n,,,
TO11,2009,46.99625,121.88566,,L42,Psme,186.2,y,,,
TO11,2009,46.99597,121.88592,,L43,Thpl,151.8,y,,,
TO11,2009,46.99656,121.88720,,L44,Thpl,178.5,y,,,
TO11,2009,46.99656,121.88720,,L45,Tshe,72.3,n,,,
TO11,2009,46.99672,121.88702,,L46,Tshe,111,y,,,
TO11,2009,46.99672,121.88702,,L47,Thpl,174,y,,,
TO11,2009,46.99656,121.88605,,L48,Psme,183.5,y,,,
TO11,2009,46.99656,121.88605,,L49,Tshe,57.4,n,,,
TO11,2009,46.99506,121.88836,,L5,Tshe,79.8,n,,,
TO11,2009,46.99608,121.88513,,L50,Tshe,119.9,y,,,
TO11,2009,46.99571,121.88485,,L51,Psme,189.3,y,,,
TO11,2009,46.99571,121.88485,,L52,Thpl,148.6,n,,,
TO11,2010,46.99618,121.88943,15,L53,PSME,134.6,y,,,
TO11,2010,46.99644,121.88921,15,L54,PSME,186.5,y,,,
TO11,2010,46.99644,121.88921,15,L55,Tshe,130.7,y,,core 2 is from bulge/buttress on trunk,
TO11,2010,46.99641,121.8896,17,L56,Thpl,83.7,y,,,
TO11,2010,46.99683,121.88942,17,L57,Psme,222.5,y,,,
TO11,2010,46.99683,121.88942,17,L58,Thpl,101.2,y,,dead psme about 2 m in DBH is 4 m away (was probably once a very important neighbor),
TO11,2009,46.99529,121.88830,,L6,Thpl,133.5,n,,,
TO11,2009,46.99529,121.88830,,L7,Psme,128.1,y,,,
TO11,2009,46.99508,121.88806,,L8,Tshe,63.9,n,,,
TO11,2009,46.99519,121.88808,,L9,Psme,160.3,y,,,
AV14,2011,,,,K10,Abam,31,n,,,
AV14,2011,,,,K10,Tshe,517,y,,,
AV14,2011,,,,K10,Tshe,30.3,n,,,
AV14,2011,,,,K10,Tshe,20.1,n,,,
AV14,2011,,,,K10,Tshe,39.4,y,,,
AV14,2011,,,,K10,Tshe,75,y,,,
AV14,2011,,,,K10,Abam,28.1,n,,,
AV14,2011,,,,K10,Tshe,110.2,y,Tag=K9,,
AV14,2011,,,,K10,Tshe,92.2,y,,,
AV14,2011,,,,K10,Abam,21.8,n,,,
AV14,2011,,,,K25,Tshe,14.3,n,,,
AV14,2011,,,,K25,Tshe,23.7,n,,,
AV14,2011,,,,K25,Abam,47.9,y,,,
AV14,2011,,,,K25,Tshe,14.2,n,,,
AV14,2011,,,,K25,Abam,35.1,y,,,
AV14,2011,,,,K25,Abam ,10.8,n,,,
AV14,2011,,,,K25,Abam,21.5,n,,,
AV14,2011,,,,K25,Abam,58.7,y,,,
AV14,2011,,,,K25,Tshe,30.2,n,,,
AV14,2011,,,,K07,Tshe,26.3,n,,,
AV14,2011,,,,K07,Tshe,48.5,n,,,
AV14,2011,,,,K07,Abam,116,y,,,
AV14,2011,,,,K07,Tshe,100.9,y,,,
AV14,2011,,,,K07,Tshe,11.4,n,,,
AV14,2011,,,,K07,Abam,41.1,n,,,
AV14,2011,,,,K07,Tshe,49.2,n,,,
AV14,2011,,,,K07,Tshe,23.4,n,,,
AV14,2011,,,,K07,Tshe,23.5,n,,,
AV14,2011,,,,K07,Abam,102.3,y,,,
AV14,2011,,,,K07,Tshe,84.5,y,,,
AV14,2011,,,,K06,Tshe,105.3,y,,,
AV14,2011,,,,K06,Tshe,112.5,y,,,
AV14,2011,,,,K06,Abam,11.6,n,,,
AV14,2011,,,,K06,Tshe,17.7,n,,,
AV14,2011,,,,K06,Tshe,15.2,n,,,
AV14,2011,,,,K06,Abam,95.7,y,,,
AV14,2011,,,,K06,Abam,17.7,n,,,
AV14,2011,,,,K06,Tshe,15,n,,,
AV14,2011,,,,K06,Tshe,15.2,n,,,
AV14,2011,,,,K06,Tshe,26.7,n,,,
AV14,2011,,,,K06,Abam,34.2,n,,,
AV14,2011,,,,K06,Abam,17.4,n,,,
AV14,2011,,,,K21,Abam,34.6,y,,,
AV14,2011,,,,K21,Tshe,12.9,n,,,
AV14,2011,,,,K21,Abam,74.2,y,,,
AV14,2011,,,,K21,Tshe,15.1,n,,,
AV14,2011,,,,K21,Tshe,47.8,n,,,
AV14,2011,,,,K21,Abam,88,y,,,
AV14,2011,,,,K21,Tshe,39.7,n,,,
AV14,2011,,,,K21,Tshe,46,y,,,
AV14,2011,,,,K21,Tshe,45.7,y,,,
AV14,2011,,,,K21,Abam,58.7,y,,,
AV14,2011,,,,K21,Tshe,22.5,n,,,
AV14,2011,,,,K21,Tshe,26.4,n,,,
AV14,2011,,,,K21,Abam,42.9,n,,,
AV14,2011,,,,K21,Tshe,19.4,n,,,
AV14,2011,,,,K21,Abam,20.2,n,,,
AV14,2011,,,,K24,Abam,84.8,y,,,
AV14,2011,,,,K24,Abam,10.3,n,,,
AV14,2011,,,,K24,Tshe,12.5,n,,,
AV14,2011,,,,K24,Abam,35.6,n,,,
AV14,2011,,,,K24,Tshe,15.3,n,,,
AV14,2011,,,,K24,Tshe,15.4,n,,,
AV14,2011,,,,K24,Abam,47.7,y,,,
AV14,2011,,,,K24,Tshe,18.4,n,,,
AV14,2011,,,,K24,Tshe,26.4,n,,,
AV14,2011,,,,K24,Tshe,18,n,,,
AV14,2011,,,,K24,Abam,93.1,y,,,
AV14,2011,,,,K24,Tshe,21.3,n,,,
AV14,2011,,,,K24,Abam,15.6,n,,,
AV14,2011,,,,K24,Tshe,58,y,,,
AV14,2011,,,,K24,Tshe,50.8,y,,,
AV14,2011,,,,K22,Tshe,25.8,n,,,
AV14,2011,,,,K22,Abam,83.4,y,,,
AV14,2011,,,,K22,Abam,12,n,,,
AV14,2011,,,,K22,Tshe,11.5,n,,,
AV14,2011,,,,K22,Tshe,21.7,n,,,
AV14,2011,,,,K22,Tshe,10,n,,,
AV14,2011,,,,K22,Tshe,16.6,n,,,
AV14,2011,,,,K22,Abam,65.8,y,,,
AV14,2011,,,,K22,Tshe,38.1,y,,,
AV14,2011,,,,K22,Tshe,17.4,n,,,
AV14,2011,,,,K22,Tshe,17.3,n,,,
AV14,2011,,,,K22,Abam,24.2,n,,,
AV14,2011,,,,K22,Tshe,38.1,y,,,
AV14,2011,,,,K22,Tshe,13.1,n,,,
AV14,2011,,,,K22,Tshe,13.2,n,,,
AV14,2011,,,,K22,Abam,72.4,y,,,
AV14,2011,,,,K22,Abam,12.4,n,,,
AV14,2011,,,,K22,Tshe,15.5,n,,,
AV14,2011,,,,K49,Tshe,84,y,,,
AV14,2011,,,,K49,Abam,17.2,n,,,
AV14,2011,,,,K49,Abam,22.6,n,,,
AV14,2011,,,,K49,Tsme,107.9,y,,,
AV14,2011,,,,K49,Cano,14.3,n,,,
AV14,2011,,,,K49,Abam,10.9,n,,,
AV14,2011,,,,K49,Abam,22.4,y,,,
AV14,2011,,,,K49,Tshe,115.8,y,,,
AV14,2011,,,,K49,Abam,16.7,n,,,
AV14,2011,,,,K49,Tshe,14.9,n,,,
AV14,2011,,,,K49,Tshe,10.9,n,,,
AV14,2011,,,,K49,Tshe,22.2,n,,,
AV14,2011,,,,K49,Abam,27.6,n,,,
AV14,2011,,,,K49,Abam,18.3,n,,,
AV14,2011,,,,K49,Tshe,19.4,n,,,
AV14,2011,,,,K49,Tshe,37.3,n,,,
AV14,2011,,,,K49,Abam,40.8,n,,,
AV14,2011,,,,K49,Abam,38.4,n,,,
AV14,2011,,,,K49,Tsme,118.5,y,,,
AV14,2011,,,,K50,Abam,79,n,,,
AV14,2011,,,,K50,Cano,14.3,n,,,
AV14,2011,,,,K50,Tsme,105.9,n,,,
AV14,2011,,,,K50,Tsme,104.3,y,,,
AV14,2011,,,,K50,Abam,29.4,y,,,
AV14,2011,,,,K50,Abam,18.1,n,,,
AV14,2011,,,,K50,Abam,42,n,,,
AV14,2011,,,,K50,Abam,89.4,n,,,
AV14,2011,,,,K50,Abam,10.9,n,,,
AV14,2011,,,,K50,Abam,16.7,n,,,
AV14,2011,,,,K50,Abam,22.2,n,,,
AV14,2011,,,,K50,Tshe,115.8,n,,,
AV14,2011,,,,K50,Tshe,10.9,n,,,
AV14,2011,,,,K50,Tshe,22.2,n,,,
AV14,2011,,,,K50,Abam,18.3,n,,,
AV14,2011,,,,K50,Abam,27.6,n,,,
AV14,2011,,,,K50,Tshe,84,y,,,
AV14,2011,,,,K50,Tsme,118.5,y,,,
AV14,2011,,,,K53,Abam,11.5,n,,,
AV14,2011,,,,K53,Abam,37.8,n,,,
AV14,2011,,,,K53,Tshe,11.2,n,,,
AV14,2011,,,,K53,Abam,11.6,n,,,
AV14,2011,,,,K53,Tshe,44.7,n,,,
AV14,2011,,,,K53,Tshe,70.2,y,,,
AV14,2011,,,,K53,Tshe,70.2,y,,,
AV14,2011,,,,K53,Cano,126.7,y,,,
AV14,2011,,,,K53,Abam,11.1,n,,,
AV14,2011,,,,K53,Abam,10.9,n,,,
AV14,2011,,,,K51,Abam,39.4,n,,,
AV14,2011,,,,K51,Tshe,13.3,n,,,
AV14,2011,,,,K51,Abam,31.5,n,,,
AV14,2011,,,,K51,Abam,53.3,n,,,
AV14,2011,,,,K51,Abam,20.1,n,,,
AV14,2011,,,,K51,Abam,44.6,n,,,
AV14,2011,,,,K51,Abam,14,n,,,
AV14,2011,,,,K51,Abam,111.7,y,,,
AV14,2011,,,,K52,Abam,119,n,,,
AV14,2011,,,,K52,Abam,92.2,n,,,
AV14,2011,,,,K52,Abam,10.6,n,,,
AV14,2011,,,,K52,Abam,32.9,n,,,
AV14,2011,,,,K52,Abam,42.5,y,,,
AV14,2011,,,,K52,Tshe,10,n,,,
AV14,2011,,,,K52,Tshe,19,n,,,
AV14,2011,,,,K52,Abam,87.4,y,,,
AV14,2011,,,,K52,Abam,47.1,n,,,
SPRY,2011,,,,R15,Abla,31.5,n,,,
SPRY,2011,,,,R15,Tsme,11.7,n,,,
SPRY,2011,,,,R15,Abam,16.4,n,,,
SPRY,2011,,,,R15,Tsme,27.7,n,,,
SPRY,2011,,,,R15,Abla,28.8,n,,,
SPRY,2011,,,,R15,Abla,44.5,n,,,
SPRY,2011,,,,R15,Abla,53.9,n,,,
SPRY,2011,,,,R15,Abam,95.7,y,,,
SPRY,2011,,,,R15,Abam,25.3,n,,,
SPRY,2011,,,,R15,Abam,10.4,n,,,
SPRY,2011,,,,R15,Abam,31.2,n,,,
SPRY,2011,,,,R15,Abla,43.8,y,,,
SPRY,2011,,,,R15,Tsme,41.7,n,,,
SPRY,2011,,,,R15,Abam,26.1,n,,,
SPRY,2011,,,,R15,Abam,32.3,n,,,
SPRY,2011,,,,R15,Abla,16.3,n,,,
SPRY,2011,,,,R15,Abla,11.9,n,,,
SPRY,2011,,,,R15,Abla,19.3,n,,,
SPRY,2011,,,,R15,Tsme,12.6,n,,,
SPRY,2011,,,,R15,Tsme,14.2,n,,,
SPRY,2011,,,,R15,Tsme,36.4,n,,,
SPRY,2011,,,,R15,Tsme,23.6,n,,,
SPRY,2011,,,,R15,Abla,32.3,n,,,
SPRY,2011,,,,R15,Abam,12.8,n,,,
SPRY,2011,,,,R15,Abam,11.5,n,,,
SPRY,2011,,,,R15,Abam,17.7,n,,,
