"","years","Tag","Long","Lat","Ring_width(mm)","speciesfull","species"
"9513",2004,"BNF0712131630PP",-106.9333066,44.55859781,0.54,"Pinus ponderosa","PIPO"
"9514",2005,"BNF0712131630PP",-106.9333066,44.55859781,0.652,"Pinus ponderosa","PIPO"
"9515",2006,"BNF0712131630PP",-106.9333066,44.55859781,0.5,"Pinus ponderosa","PIPO"
"9516",2007,"BNF0712131630PP",-106.9333066,44.55859781,0.684,"Pinus ponderosa","PIPO"
"9517",2008,"BNF0712131630PP",-106.9333066,44.55859781,0.594,"Pinus ponderosa","PIPO"
"9518",2009,"BNF0712131630PP",-106.9333066,44.55859781,0.636,"Pinus ponderosa","PIPO"
"9519",2010,"BNF0712131630PP",-106.9333066,44.55859781,0.509,"Pinus ponderosa","PIPO"
"9520",2011,"BNF0712131630PP",-106.9333066,44.55859781,0.468,"Pinus ponderosa","PIPO"
"9521",1992,"BNF0712131727PP",-106.9334878,44.55912589,0.254,"Pinus ponderosa","PIPO"
"9522",1993,"BNF0712131727PP",-106.9334878,44.55912589,0.16,"Pinus ponderosa","PIPO"
"9523",1994,"BNF0712131727PP",-106.9334878,44.55912589,0.32,"Pinus ponderosa","PIPO"
"9524",1995,"BNF0712131727PP",-106.9334878,44.55912589,0.3,"Pinus ponderosa","PIPO"
"9525",1996,"BNF0712131727PP",-106.9334878,44.55912589,0.406,"Pinus ponderosa","PIPO"
"9526",1997,"BNF0712131727PP",-106.9334878,44.55912589,0.256,"Pinus ponderosa","PIPO"
"9527",1998,"BNF0712131727PP",-106.9334878,44.55912589,0.529,"Pinus ponderosa","PIPO"
"9528",1999,"BNF0712131727PP",-106.9334878,44.55912589,0.394,"Pinus ponderosa","PIPO"
"9529",2000,"BNF0712131727PP",-106.9334878,44.55912589,0.338,"Pinus ponderosa","PIPO"
"9530",2001,"BNF0712131727PP",-106.9334878,44.55912589,0.22,"Pinus ponderosa","PIPO"
"9531",2002,"BNF0712131727PP",-106.9334878,44.55912589,0.298,"Pinus ponderosa","PIPO"
"9532",2003,"BNF0712131727PP",-106.9334878,44.55912589,0.298,"Pinus ponderosa","PIPO"
"9533",2004,"BNF0712131727PP",-106.9334878,44.55912589,0.229,"Pinus ponderosa","PIPO"
"9534",2005,"BNF0712131727PP",-106.9334878,44.55912589,0.27,"Pinus ponderosa","PIPO"
"9535",2006,"BNF0712131727PP",-106.9334878,44.55912589,0.26,"Pinus ponderosa","PIPO"
"9536",2007,"BNF0712131727PP",-106.9334878,44.55912589,0.442,"Pinus ponderosa","PIPO"
"9537",2008,"BNF0712131727PP",-106.9334878,44.55912589,0.352,"Pinus ponderosa","PIPO"
"9538",2009,"BNF0712131727PP",-106.9334878,44.55912589,0.335,"Pinus ponderosa","PIPO"
"9539",2010,"BNF0712131727PP",-106.9334878,44.55912589,0.329,"Pinus ponderosa","PIPO"
"9540",2011,"BNF0712131727PP",-106.9334878,44.55912589,0.346,"Pinus ponderosa","PIPO"
"9541",1992,"BNF0718130953PP",-107.3240845,44.84403958,2.636,"Pinus ponderosa","PIPO"
"9542",1993,"BNF0718130953PP",-107.3240845,44.84403958,2.131,"Pinus ponderosa","PIPO"
"9543",1994,"BNF0718130953PP",-107.3240845,44.84403958,2.549,"Pinus ponderosa","PIPO"
"9544",1995,"BNF0718130953PP",-107.3240845,44.84403958,2.63,"Pinus ponderosa","PIPO"
"9545",1996,"BNF0718130953PP",-107.3240845,44.84403958,2.316,"Pinus ponderosa","PIPO"
"9546",1997,"BNF0718130953PP",-107.3240845,44.84403958,2.398,"Pinus ponderosa","PIPO"
"9547",1998,"BNF0718130953PP",-107.3240845,44.84403958,1.423,"Pinus ponderosa","PIPO"
"9548",1999,"BNF0718130953PP",-107.3240845,44.84403958,2.33,"Pinus ponderosa","PIPO"
"9549",2000,"BNF0718130953PP",-107.3240845,44.84403958,1.524,"Pinus ponderosa","PIPO"
"9550",2001,"BNF0718130953PP",-107.3240845,44.84403958,0.772,"Pinus ponderosa","PIPO"
"9551",2002,"BNF0718130953PP",-107.3240845,44.84403958,0.532,"Pinus ponderosa","PIPO"
"9552",2003,"BNF0718130953PP",-107.3240845,44.84403958,1.128,"Pinus ponderosa","PIPO"
"9553",2004,"BNF0718130953PP",-107.3240845,44.84403958,0.507,"Pinus ponderosa","PIPO"
"9554",2005,"BNF0718130953PP",-107.3240845,44.84403958,1.18,"Pinus ponderosa","PIPO"
"9555",2006,"BNF0718130953PP",-107.3240845,44.84403958,0.35,"Pinus ponderosa","PIPO"
"9556",2007,"BNF0718130953PP",-107.3240845,44.84403958,0.959,"Pinus ponderosa","PIPO"
"9557",2008,"BNF0718130953PP",-107.3240845,44.84403958,0.808,"Pinus ponderosa","PIPO"
"9558",2009,"BNF0718130953PP",-107.3240845,44.84403958,0.722,"Pinus ponderosa","PIPO"
"9559",2010,"BNF0718130953PP",-107.3240845,44.84403958,0.57,"Pinus ponderosa","PIPO"
"9560",2011,"BNF0718130953PP",-107.3240845,44.84403958,0.924,"Pinus ponderosa","PIPO"
"9561",1992,"BNF0718131021PP",-107.3406217,44.84276544,0.668,"Pinus ponderosa","PIPO"
"9562",1993,"BNF0718131021PP",-107.3406217,44.84276544,0.586,"Pinus ponderosa","PIPO"
"9563",1994,"BNF0718131021PP",-107.3406217,44.84276544,0.502,"Pinus ponderosa","PIPO"
"9564",1995,"BNF0718131021PP",-107.3406217,44.84276544,1.013,"Pinus ponderosa","PIPO"
"9565",1996,"BNF0718131021PP",-107.3406217,44.84276544,0.973,"Pinus ponderosa","PIPO"
"9566",1997,"BNF0718131021PP",-107.3406217,44.84276544,1.02,"Pinus ponderosa","PIPO"
"9567",1998,"BNF0718131021PP",-107.3406217,44.84276544,0.62,"Pinus ponderosa","PIPO"
"9568",1999,"BNF0718131021PP",-107.3406217,44.84276544,1.048,"Pinus ponderosa","PIPO"
"9569",2000,"BNF0718131021PP",-107.3406217,44.84276544,0.9,"Pinus ponderosa","PIPO"
"9570",2001,"BNF0718131021PP",-107.3406217,44.84276544,0.265,"Pinus ponderosa","PIPO"
"9571",2002,"BNF0718131021PP",-107.3406217,44.84276544,0.222,"Pinus ponderosa","PIPO"
"9572",2003,"BNF0718131021PP",-107.3406217,44.84276544,0.842,"Pinus ponderosa","PIPO"
"9573",2004,"BNF0718131021PP",-107.3406217,44.84276544,0.236,"Pinus ponderosa","PIPO"
"9574",2005,"BNF0718131021PP",-107.3406217,44.84276544,0.847,"Pinus ponderosa","PIPO"
"9575",2006,"BNF0718131021PP",-107.3406217,44.84276544,0.301,"Pinus ponderosa","PIPO"
"9576",2007,"BNF0718131021PP",-107.3406217,44.84276544,0.869,"Pinus ponderosa","PIPO"
"9577",2008,"BNF0718131021PP",-107.3406217,44.84276544,0.639,"Pinus ponderosa","PIPO"
"9578",2009,"BNF0718131021PP",-107.3406217,44.84276544,0.67,"Pinus ponderosa","PIPO"
"9579",2010,"BNF0718131021PP",-107.3406217,44.84276544,0.774,"Pinus ponderosa","PIPO"
"9580",2011,"BNF0718131021PP",-107.3406217,44.84276544,0.762,"Pinus ponderosa","PIPO"
"9581",1992,"BNF0718131127PP",-107.327123,44.84251033,0.857,"Pinus ponderosa","PIPO"
"9582",1993,"BNF0718131127PP",-107.327123,44.84251033,1.068,"Pinus ponderosa","PIPO"
"9583",1994,"BNF0718131127PP",-107.327123,44.84251033,0.878,"Pinus ponderosa","PIPO"
"9584",1995,"BNF0718131127PP",-107.327123,44.84251033,1.292,"Pinus ponderosa","PIPO"
"9585",1996,"BNF0718131127PP",-107.327123,44.84251033,1.268,"Pinus ponderosa","PIPO"
"9586",1997,"BNF0718131127PP",-107.327123,44.84251033,0.833,"Pinus ponderosa","PIPO"
"9587",1998,"BNF0718131127PP",-107.327123,44.84251033,0.817,"Pinus ponderosa","PIPO"
"9588",1999,"BNF0718131127PP",-107.327123,44.84251033,0.891,"Pinus ponderosa","PIPO"
"9589",2000,"BNF0718131127PP",-107.327123,44.84251033,0.98,"Pinus ponderosa","PIPO"
"9590",2001,"BNF0718131127PP",-107.327123,44.84251033,0.558,"Pinus ponderosa","PIPO"
"9591",2002,"BNF0718131127PP",-107.327123,44.84251033,0.384,"Pinus ponderosa","PIPO"
"9592",2003,"BNF0718131127PP",-107.327123,44.84251033,1.002,"Pinus ponderosa","PIPO"
"9593",2004,"BNF0718131127PP",-107.327123,44.84251033,0.428,"Pinus ponderosa","PIPO"
"9594",2005,"BNF0718131127PP",-107.327123,44.84251033,0.812,"Pinus ponderosa","PIPO"
"9595",2006,"BNF0718131127PP",-107.327123,44.84251033,0.336,"Pinus ponderosa","PIPO"
"9596",2007,"BNF0718131127PP",-107.327123,44.84251033,0.777,"Pinus ponderosa","PIPO"
"9597",2008,"BNF0718131127PP",-107.327123,44.84251033,0.634,"Pinus ponderosa","PIPO"
"9598",2009,"BNF0718131127PP",-107.327123,44.84251033,0.436,"Pinus ponderosa","PIPO"
"9599",2010,"BNF0718131127PP",-107.327123,44.84251033,0.426,"Pinus ponderosa","PIPO"
"9600",2011,"BNF0718131127PP",-107.327123,44.84251033,0.662,"Pinus ponderosa","PIPO"
"9601",1992,"BNF0718131333PP",-107.3283104,44.84308925,1.176,"Pinus ponderosa","PIPO"
"9602",1993,"BNF0718131333PP",-107.3283104,44.84308925,0.751,"Pinus ponderosa","PIPO"
"9603",1994,"BNF0718131333PP",-107.3283104,44.84308925,0.674,"Pinus ponderosa","PIPO"
"9604",1995,"BNF0718131333PP",-107.3283104,44.84308925,1.046,"Pinus ponderosa","PIPO"
"9605",1996,"BNF0718131333PP",-107.3283104,44.84308925,1.06,"Pinus ponderosa","PIPO"
"9606",1997,"BNF0718131333PP",-107.3283104,44.84308925,1.264,"Pinus ponderosa","PIPO"
"9607",1998,"BNF0718131333PP",-107.3283104,44.84308925,0.631,"Pinus ponderosa","PIPO"
"9608",1999,"BNF0718131333PP",-107.3283104,44.84308925,0.9,"Pinus ponderosa","PIPO"
"9609",2000,"BNF0718131333PP",-107.3283104,44.84308925,1.002,"Pinus ponderosa","PIPO"
"9610",2001,"BNF0718131333PP",-107.3283104,44.84308925,0.364,"Pinus ponderosa","PIPO"
"9611",2002,"BNF0718131333PP",-107.3283104,44.84308925,0.232,"Pinus ponderosa","PIPO"
"9612",2003,"BNF0718131333PP",-107.3283104,44.84308925,1.065,"Pinus ponderosa","PIPO"
"9613",2004,"BNF0718131333PP",-107.3283104,44.84308925,0.75,"Pinus ponderosa","PIPO"
"9614",2005,"BNF0718131333PP",-107.3283104,44.84308925,1.234,"Pinus ponderosa","PIPO"
"9615",2006,"BNF0718131333PP",-107.3283104,44.84308925,0.678,"Pinus ponderosa","PIPO"
"9616",2007,"BNF0718131333PP",-107.3283104,44.84308925,1.226,"Pinus ponderosa","PIPO"
"9617",2008,"BNF0718131333PP",-107.3283104,44.84308925,0.95,"Pinus ponderosa","PIPO"
"9618",2009,"BNF0718131333PP",-107.3283104,44.84308925,1.161,"Pinus ponderosa","PIPO"
"9619",2010,"BNF0718131333PP",-107.3283104,44.84308925,0.88,"Pinus ponderosa","PIPO"
"9620",2011,"BNF0718131333PP",-107.3283104,44.84308925,0.976,"Pinus ponderosa","PIPO"
"9621",1992,"BNF0718131437PP",-107.3478995,44.84935856,0.533,"Pinus ponderosa","PIPO"
"9622",1993,"BNF0718131437PP",-107.3478995,44.84935856,0.488,"Pinus ponderosa","PIPO"
"9623",1994,"BNF0718131437PP",-107.3478995,44.84935856,0.56,"Pinus ponderosa","PIPO"
"9624",1995,"BNF0718131437PP",-107.3478995,44.84935856,0.733,"Pinus ponderosa","PIPO"
"9625",1996,"BNF0718131437PP",-107.3478995,44.84935856,0.671,"Pinus ponderosa","PIPO"
"9626",1997,"BNF0718131437PP",-107.3478995,44.84935856,0.693,"Pinus ponderosa","PIPO"
"9627",1998,"BNF0718131437PP",-107.3478995,44.84935856,0.468,"Pinus ponderosa","PIPO"
"9628",1999,"BNF0718131437PP",-107.3478995,44.84935856,0.677,"Pinus ponderosa","PIPO"
"9629",2000,"BNF0718131437PP",-107.3478995,44.84935856,0.692,"Pinus ponderosa","PIPO"
"9630",2001,"BNF0718131437PP",-107.3478995,44.84935856,0.26,"Pinus ponderosa","PIPO"
"9631",2002,"BNF0718131437PP",-107.3478995,44.84935856,0.299,"Pinus ponderosa","PIPO"
"9632",2003,"BNF0718131437PP",-107.3478995,44.84935856,0.733,"Pinus ponderosa","PIPO"
"9633",2004,"BNF0718131437PP",-107.3478995,44.84935856,0.207,"Pinus ponderosa","PIPO"
"9634",2005,"BNF0718131437PP",-107.3478995,44.84935856,0.615,"Pinus ponderosa","PIPO"
"9635",2006,"BNF0718131437PP",-107.3478995,44.84935856,0.237,"Pinus ponderosa","PIPO"
"9636",2007,"BNF0718131437PP",-107.3478995,44.84935856,0.67,"Pinus ponderosa","PIPO"
"9637",2008,"BNF0718131437PP",-107.3478995,44.84935856,0.567,"Pinus ponderosa","PIPO"
"9638",2009,"BNF0718131437PP",-107.3478995,44.84935856,0.463,"Pinus ponderosa","PIPO"
"9639",2010,"BNF0718131437PP",-107.3478995,44.84935856,0.673,"Pinus ponderosa","PIPO"
"9640",2011,"BNF0718131437PP",-107.3478995,44.84935856,0.706,"Pinus ponderosa","PIPO"
"9641",1992,"BNF0718131625PP",-107.3424234,44.84725655,0.493,"Pinus ponderosa","PIPO"
"9642",1993,"BNF0718131625PP",-107.3424234,44.84725655,0.633,"Pinus ponderosa","PIPO"
"9643",1994,"BNF0718131625PP",-107.3424234,44.84725655,0.698,"Pinus ponderosa","PIPO"
"9644",1995,"BNF0718131625PP",-107.3424234,44.84725655,0.807,"Pinus ponderosa","PIPO"
"9645",1996,"BNF0718131625PP",-107.3424234,44.84725655,0.764,"Pinus ponderosa","PIPO"
"9646",1997,"BNF0718131625PP",-107.3424234,44.84725655,0.776,"Pinus ponderosa","PIPO"
"9647",1998,"BNF0718131625PP",-107.3424234,44.84725655,0.484,"Pinus ponderosa","PIPO"
"9648",1999,"BNF0718131625PP",-107.3424234,44.84725655,0.8,"Pinus ponderosa","PIPO"
"9649",2000,"BNF0718131625PP",-107.3424234,44.84725655,0.809,"Pinus ponderosa","PIPO"
"9650",2001,"BNF0718131625PP",-107.3424234,44.84725655,0.303,"Pinus ponderosa","PIPO"
"9651",2002,"BNF0718131625PP",-107.3424234,44.84725655,0.317,"Pinus ponderosa","PIPO"
"9652",2003,"BNF0718131625PP",-107.3424234,44.84725655,0.667,"Pinus ponderosa","PIPO"
"9653",2004,"BNF0718131625PP",-107.3424234,44.84725655,0.122,"Pinus ponderosa","PIPO"
"9654",2005,"BNF0718131625PP",-107.3424234,44.84725655,0.52,"Pinus ponderosa","PIPO"
"9655",2006,"BNF0718131625PP",-107.3424234,44.84725655,0.174,"Pinus ponderosa","PIPO"
"9656",2007,"BNF0718131625PP",-107.3424234,44.84725655,0.612,"Pinus ponderosa","PIPO"
"9657",2008,"BNF0718131625PP",-107.3424234,44.84725655,0.401,"Pinus ponderosa","PIPO"
"9658",2009,"BNF0718131625PP",-107.3424234,44.84725655,0.51,"Pinus ponderosa","PIPO"
"9659",2010,"BNF0718131625PP",-107.3424234,44.84725655,0.663,"Pinus ponderosa","PIPO"
"9660",2011,"BNF0718131625PP",-107.3424234,44.84725655,0.59,"Pinus ponderosa","PIPO"
"9661",1992,"BNF0718131659PP",-107.3286853,44.84453995,0.39,"Pinus ponderosa","PIPO"
"9662",1993,"BNF0718131659PP",-107.3286853,44.84453995,0.477,"Pinus ponderosa","PIPO"
"9663",1994,"BNF0718131659PP",-107.3286853,44.84453995,0.465,"Pinus ponderosa","PIPO"
"9664",1995,"BNF0718131659PP",-107.3286853,44.84453995,0.892,"Pinus ponderosa","PIPO"
"9665",1996,"BNF0718131659PP",-107.3286853,44.84453995,1.02,"Pinus ponderosa","PIPO"
"9666",1997,"BNF0718131659PP",-107.3286853,44.84453995,0.85,"Pinus ponderosa","PIPO"
"9667",1998,"BNF0718131659PP",-107.3286853,44.84453995,0.668,"Pinus ponderosa","PIPO"
"9668",1999,"BNF0718131659PP",-107.3286853,44.84453995,0.628,"Pinus ponderosa","PIPO"
"9669",2000,"BNF0718131659PP",-107.3286853,44.84453995,0.664,"Pinus ponderosa","PIPO"
"9670",2001,"BNF0718131659PP",-107.3286853,44.84453995,0.452,"Pinus ponderosa","PIPO"
"9671",2002,"BNF0718131659PP",-107.3286853,44.84453995,0.186,"Pinus ponderosa","PIPO"
"9672",2003,"BNF0718131659PP",-107.3286853,44.84453995,0.528,"Pinus ponderosa","PIPO"
"9673",2004,"BNF0718131659PP",-107.3286853,44.84453995,0.446,"Pinus ponderosa","PIPO"
"9674",2005,"BNF0718131659PP",-107.3286853,44.84453995,0.485,"Pinus ponderosa","PIPO"
"9675",2006,"BNF0718131659PP",-107.3286853,44.84453995,0.286,"Pinus ponderosa","PIPO"
"9676",2007,"BNF0718131659PP",-107.3286853,44.84453995,0.542,"Pinus ponderosa","PIPO"
"9677",2008,"BNF0718131659PP",-107.3286853,44.84453995,0.539,"Pinus ponderosa","PIPO"
"9678",2009,"BNF0718131659PP",-107.3286853,44.84453995,0.724,"Pinus ponderosa","PIPO"
"9679",2010,"BNF0718131659PP",-107.3286853,44.84453995,1.259,"Pinus ponderosa","PIPO"
"9680",2011,"BNF0718131659PP",-107.3286853,44.84453995,1.052,"Pinus ponderosa","PIPO"
"9681",1992,"BNF0723130950PP",-107.7256153,44.99125187,1.524,"Pinus ponderosa","PIPO"
"9682",1993,"BNF0723130950PP",-107.7256153,44.99125187,0.898,"Pinus ponderosa","PIPO"
"9683",1994,"BNF0723130950PP",-107.7256153,44.99125187,1.211,"Pinus ponderosa","PIPO"
"9684",1995,"BNF0723130950PP",-107.7256153,44.99125187,1.809,"Pinus ponderosa","PIPO"
"9685",1996,"BNF0723130950PP",-107.7256153,44.99125187,1.936,"Pinus ponderosa","PIPO"
"9686",1997,"BNF0723130950PP",-107.7256153,44.99125187,2.021,"Pinus ponderosa","PIPO"
"9687",1998,"BNF0723130950PP",-107.7256153,44.99125187,1.914,"Pinus ponderosa","PIPO"
"9688",1999,"BNF0723130950PP",-107.7256153,44.99125187,1.801,"Pinus ponderosa","PIPO"
"9689",2000,"BNF0723130950PP",-107.7256153,44.99125187,2.065,"Pinus ponderosa","PIPO"
"9690",2001,"BNF0723130950PP",-107.7256153,44.99125187,2.005,"Pinus ponderosa","PIPO"
"9691",2002,"BNF0723130950PP",-107.7256153,44.99125187,1.384,"Pinus ponderosa","PIPO"
"9692",2003,"BNF0723130950PP",-107.7256153,44.99125187,2.079,"Pinus ponderosa","PIPO"
"9693",2004,"BNF0723130950PP",-107.7256153,44.99125187,1.526,"Pinus ponderosa","PIPO"
"9694",2005,"BNF0723130950PP",-107.7256153,44.99125187,1.911,"Pinus ponderosa","PIPO"
"9695",2006,"BNF0723130950PP",-107.7256153,44.99125187,2.049,"Pinus ponderosa","PIPO"
"9696",2007,"BNF0723130950PP",-107.7256153,44.99125187,1.925,"Pinus ponderosa","PIPO"
"9697",2008,"BNF0723130950PP",-107.7256153,44.99125187,1.364,"Pinus ponderosa","PIPO"
"9698",2009,"BNF0723130950PP",-107.7256153,44.99125187,1.61,"Pinus ponderosa","PIPO"
"9699",2010,"BNF0723130950PP",-107.7256153,44.99125187,1.432,"Pinus ponderosa","PIPO"
"9700",2011,"BNF0723130950PP",-107.7256153,44.99125187,1.126,"Pinus ponderosa","PIPO"
"9701",1992,"BNF0723131156PP",-107.7298888,44.99468748,2.666,"Pinus ponderosa","PIPO"
"9702",1993,"BNF0723131156PP",-107.7298888,44.99468748,0.822,"Pinus ponderosa","PIPO"
"9703",1994,"BNF0723131156PP",-107.7298888,44.99468748,2.098,"Pinus ponderosa","PIPO"
"9704",1995,"BNF0723131156PP",-107.7298888,44.99468748,2.448,"Pinus ponderosa","PIPO"
"9705",1996,"BNF0723131156PP",-107.7298888,44.99468748,3.265,"Pinus ponderosa","PIPO"
"9706",1997,"BNF0723131156PP",-107.7298888,44.99468748,3.138,"Pinus ponderosa","PIPO"
"9707",1998,"BNF0723131156PP",-107.7298888,44.99468748,3.348,"Pinus ponderosa","PIPO"
"9708",1999,"BNF0723131156PP",-107.7298888,44.99468748,3.001,"Pinus ponderosa","PIPO"
"9709",2000,"BNF0723131156PP",-107.7298888,44.99468748,3.092,"Pinus ponderosa","PIPO"
"9710",2001,"BNF0723131156PP",-107.7298888,44.99468748,2.624,"Pinus ponderosa","PIPO"
"9711",2002,"BNF0723131156PP",-107.7298888,44.99468748,1.827,"Pinus ponderosa","PIPO"
"9712",2003,"BNF0723131156PP",-107.7298888,44.99468748,1.926,"Pinus ponderosa","PIPO"
"9713",2004,"BNF0723131156PP",-107.7298888,44.99468748,0.904,"Pinus ponderosa","PIPO"
"9714",2005,"BNF0723131156PP",-107.7298888,44.99468748,2.512,"Pinus ponderosa","PIPO"
"9715",2006,"BNF0723131156PP",-107.7298888,44.99468748,2.88,"Pinus ponderosa","PIPO"
"9716",2007,"BNF0723131156PP",-107.7298888,44.99468748,2.644,"Pinus ponderosa","PIPO"
"9717",2008,"BNF0723131156PP",-107.7298888,44.99468748,1.372,"Pinus ponderosa","PIPO"
"9718",2009,"BNF0723131156PP",-107.7298888,44.99468748,1.833,"Pinus ponderosa","PIPO"
"9719",2010,"BNF0723131156PP",-107.7298888,44.99468748,1.939,"Pinus ponderosa","PIPO"
"9720",2011,"BNF0723131156PP",-107.7298888,44.99468748,2.127,"Pinus ponderosa","PIPO"
"9721",1992,"BNF0723131349PP",-107.7321528,44.99587556,0.793,"Pinus ponderosa","PIPO"
"9722",1993,"BNF0723131349PP",-107.7321528,44.99587556,0.764,"Pinus ponderosa","PIPO"
"9723",1994,"BNF0723131349PP",-107.7321528,44.99587556,1.49,"Pinus ponderosa","PIPO"
"9724",1995,"BNF0723131349PP",-107.7321528,44.99587556,1.579,"Pinus ponderosa","PIPO"
"9725",1996,"BNF0723131349PP",-107.7321528,44.99587556,1.138,"Pinus ponderosa","PIPO"
"9726",1997,"BNF0723131349PP",-107.7321528,44.99587556,0.675,"Pinus ponderosa","PIPO"
"9727",1998,"BNF0723131349PP",-107.7321528,44.99587556,2.173,"Pinus ponderosa","PIPO"
"9728",1999,"BNF0723131349PP",-107.7321528,44.99587556,2.017,"Pinus ponderosa","PIPO"
"9729",2000,"BNF0723131349PP",-107.7321528,44.99587556,2.625,"Pinus ponderosa","PIPO"
"9730",2001,"BNF0723131349PP",-107.7321528,44.99587556,3.037,"Pinus ponderosa","PIPO"
"9731",2002,"BNF0723131349PP",-107.7321528,44.99587556,2.472,"Pinus ponderosa","PIPO"
"9732",2003,"BNF0723131349PP",-107.7321528,44.99587556,2.497,"Pinus ponderosa","PIPO"
"9733",2004,"BNF0723131349PP",-107.7321528,44.99587556,2.725,"Pinus ponderosa","PIPO"
"9734",2005,"BNF0723131349PP",-107.7321528,44.99587556,3.449,"Pinus ponderosa","PIPO"
"9735",2006,"BNF0723131349PP",-107.7321528,44.99587556,3.789,"Pinus ponderosa","PIPO"
"9736",2007,"BNF0723131349PP",-107.7321528,44.99587556,4.128,"Pinus ponderosa","PIPO"
"9737",2008,"BNF0723131349PP",-107.7321528,44.99587556,2.605,"Pinus ponderosa","PIPO"
"9738",2009,"BNF0723131349PP",-107.7321528,44.99587556,3.154,"Pinus ponderosa","PIPO"
"9739",2010,"BNF0723131349PP",-107.7321528,44.99587556,3.705,"Pinus ponderosa","PIPO"
"9740",2011,"BNF0723131349PP",-107.7321528,44.99587556,4.319,"Pinus ponderosa","PIPO"
"9741",1992,"BNF0723131510PP",-107.7375327,44.99775406,1.717,"Pinus ponderosa","PIPO"
"9742",1993,"BNF0723131510PP",-107.7375327,44.99775406,0.737,"Pinus ponderosa","PIPO"
"9743",1994,"BNF0723131510PP",-107.7375327,44.99775406,1.179,"Pinus ponderosa","PIPO"
"9744",1995,"BNF0723131510PP",-107.7375327,44.99775406,1.406,"Pinus ponderosa","PIPO"
"9745",1996,"BNF0723131510PP",-107.7375327,44.99775406,1.686,"Pinus ponderosa","PIPO"
"9746",1997,"BNF0723131510PP",-107.7375327,44.99775406,1.695,"Pinus ponderosa","PIPO"
"9747",1998,"BNF0723131510PP",-107.7375327,44.99775406,1.822,"Pinus ponderosa","PIPO"
"9748",1999,"BNF0723131510PP",-107.7375327,44.99775406,1.774,"Pinus ponderosa","PIPO"
"9749",2000,"BNF0723131510PP",-107.7375327,44.99775406,2.003,"Pinus ponderosa","PIPO"
"9750",2001,"BNF0723131510PP",-107.7375327,44.99775406,1.459,"Pinus ponderosa","PIPO"
"9751",2002,"BNF0723131510PP",-107.7375327,44.99775406,1.167,"Pinus ponderosa","PIPO"
"9752",2003,"BNF0723131510PP",-107.7375327,44.99775406,1.846,"Pinus ponderosa","PIPO"
"9753",2004,"BNF0723131510PP",-107.7375327,44.99775406,1.515,"Pinus ponderosa","PIPO"
"9754",2005,"BNF0723131510PP",-107.7375327,44.99775406,1.68,"Pinus ponderosa","PIPO"
"9755",2006,"BNF0723131510PP",-107.7375327,44.99775406,1.794,"Pinus ponderosa","PIPO"
"9756",2007,"BNF0723131510PP",-107.7375327,44.99775406,1.677,"Pinus ponderosa","PIPO"
"9757",2008,"BNF0723131510PP",-107.7375327,44.99775406,1.263,"Pinus ponderosa","PIPO"
"9758",2009,"BNF0723131510PP",-107.7375327,44.99775406,1.409,"Pinus ponderosa","PIPO"
"9759",2010,"BNF0723131510PP",-107.7375327,44.99775406,1.391,"Pinus ponderosa","PIPO"
