"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Transect (North/South)","Sample Position (metres)","Organic Depth (centimetres)","Buried Wood Depth (centimetres)","Description","Slope","Aspect (degrees)"
Rotation 1,1483,2012,23-Jul-12,RBR,S,18,1,VNA,NONE,S2,0,
Rotation 1,1483,2012,23-Jul-12,RBR,S,20,1,VNA,NONE,S2,0,
Rotation 1,1483,2012,23-Jul-12,RBR,S,22,1.5,VNA,NONE,S2,0,
Rotation 1,1483,2012,23-Jul-12,RBR,S,24,1.5,VNA,NONE,S2,0,
Rotation 1,1483,2012,23-Jul-12,RBR,S,26,2,VNA,NONE,S2,0,
Rotation 1,1483,2012,23-Jul-12,RBR,S,28,1.5,VNA,NONE,S2,0,
Rotation 1,1483,2012,23-Jul-12,RBR,S,30,2,VNA,NONE,S2,0,
Rotation 1,1484,2012,25-Jul-12,RBR,N,2,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,N,4,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,N,6,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,N,8,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,N,10,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,N,12,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,N,14,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,N,16,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,N,18,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,N,20,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,N,22,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,N,24,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,N,26,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,N,28,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,N,30,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,S,2,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,S,4,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,S,6,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,S,8,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,S,10,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,S,12,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,S,14,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,S,16,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,S,18,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,S,20,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,S,22,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,S,24,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,S,26,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,S,28,1.5,VNA,NONE,S1,180,
Rotation 1,1484,2012,25-Jul-12,RBR,S,30,1.5,VNA,NONE,S1,180,
Rotation 1,1485,2012,24-Jul-12,RBR,N,2,1.5,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,N,4,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,N,6,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,N,8,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,N,10,1.5,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,N,12,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,N,14,1.5,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,N,16,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,N,18,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,N,20,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,N,22,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,N,24,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,N,26,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,N,28,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,N,30,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,S,2,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,S,4,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,S,6,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,S,8,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,S,10,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,S,12,1.5,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,S,14,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,S,16,1.5,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,S,18,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,S,20,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,S,22,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,S,24,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,S,26,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,S,28,1,VNA,NONE,L,VNA,
Rotation 1,1485,2012,24-Jul-12,RBR,S,30,1.5,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,N,2,<1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,N,4,<1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,N,6,<1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,N,8,<1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,N,10,<1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,N,12,<1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,N,14,<1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,N,16,<1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,N,18,<1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,N,20,<1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,N,22,<1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,N,24,<1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,N,26,<1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,N,28,<1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,N,30,<1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,S,2,1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,S,4,1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,S,6,1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,S,8,1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,S,10,1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,S,12,1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,S,14,1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,S,16,1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,S,18,1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,S,20,1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,S,22,1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,S,24,1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,S,26,1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,S,28,1,VNA,NONE,L,VNA,
Rotation 1,1494,2012,01-Jul-12,RBR,S,30,1,VNA,NONE,L,VNA,
Rotation 1,1495,2012,02-Jul-12,RBR,N,2,<1,VNA,NONE,L,VNA,
Rotation 1,1495,2012,02-Jul-12,RBR,N,4,<1,VNA,NONE,L,VNA,
Rotation 1,1495,2012,02-Jul-12,RBR,N,6,<1,VNA,NONE,L,VNA,
Rotation 1,1495,2012,02-Jul-12,RBR,N,8,<1,VNA,NONE,L,VNA,
Rotation 1,1495,2012,02-Jul-12,RBR,N,10,<1,VNA,NONE,L,VNA,
Rotation 1,1495,2012,02-Jul-12,RBR,N,12,<1,VNA,NONE,L,VNA,
Rotation 1,1495,2012,02-Jul-12,RBR,N,14,<1,VNA,NONE,L,VNA,
Rotation 1,1495,2012,02-Jul-12,RBR,N,16,<1,VNA,NONE,L,VNA,
Rotation 1,1495,2012,02-Jul-12,RBR,N,18,<1,VNA,NONE,L,VNA,
Rotation 1,1495,2012,02-Jul-12,RBR,N,20,<1,VNA,NONE,L,VNA,
Rotation 1,1495,2012,02-Jul-12,RBR,N,22,<1,VNA,NONE,L,VNA,
Rotation 1,1495,2012,02-Jul-12,RBR,N,24,<1,VNA,NONE,L,VNA,
Rotation 1,1495,2012,02-Jul-12,RBR,N,26,<1,VNA,NONE,L,VNA,
Rotation 1,1495,2012,02-Jul-12,RBR,N,28,<1,VNA,NONE,L,VNA,
Rotation 1,1495,2012,02-Jul-12,RBR,N,30,<1,VNA,NONE,L,VNA,
Rotation 1,1495,2012,02-Jul-12,RBR,S,2,<1,VNA,NONE,S1,0,
Rotation 1,1495,2012,02-Jul-12,RBR,S,4,<1,VNA,NONE,S1,0,
Rotation 1,1495,2012,02-Jul-12,RBR,S,6,<1,VNA,NONE,S1,0,
Rotation 1,1495,2012,02-Jul-12,RBR,S,8,<1,VNA,NONE,S1,0,
Rotation 1,1495,2012,02-Jul-12,RBR,S,10,<1,VNA,NONE,S1,0,
Rotation 1,1495,2012,02-Jul-12,RBR,S,12,<1,VNA,NONE,S1,0,
Rotation 1,1495,2012,02-Jul-12,RBR,S,14,<1,VNA,NONE,S1,0,
Rotation 1,1495,2012,02-Jul-12,RBR,S,16,<1,VNA,NONE,S1,0,
Rotation 1,1495,2012,02-Jul-12,RBR,S,18,<1,VNA,NONE,S1,0,
Rotation 1,1495,2012,02-Jul-12,RBR,S,20,<1,VNA,NONE,S1,0,
Rotation 1,1495,2012,02-Jul-12,RBR,S,22,<1,VNA,NONE,S1,0,
Rotation 1,1495,2012,02-Jul-12,RBR,S,24,<1,VNA,NONE,S1,0,
Rotation 1,1495,2012,02-Jul-12,RBR,S,26,<1,VNA,NONE,S1,0,
Rotation 1,1495,2012,02-Jul-12,RBR,S,28,<1,VNA,NONE,S1,0,
Rotation 1,1495,2012,02-Jul-12,RBR,S,30,<1,VNA,NONE,S1,0,
Rotation 1,1496,2012,03-Jul-12,RBR,N,2,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,N,4,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,N,6,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,N,8,1.5,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,N,10,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,N,12,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,N,14,1.5,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,N,16,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,N,18,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,N,20,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,N,22,1.5,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,N,24,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,N,26,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,N,28,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,N,30,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,S,2,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,S,4,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,S,6,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,S,8,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,S,10,1.5,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,S,12,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,S,14,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,S,16,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,S,18,1.5,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,S,20,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,S,22,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,S,24,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,S,26,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,S,28,1,VNA,NONE,L,VNA,
Rotation 1,1496,2012,03-Jul-12,RBR,S,30,1,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,N,2,1.5,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,N,4,1.5,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,N,6,1.5,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,N,8,2,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,N,10,2,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,N,12,1.5,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,N,14,2,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,N,16,1.5,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,N,18,2,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,N,20,2,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,N,22,2,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,N,24,2,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,N,26,2,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,N,28,2,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,N,30,1.5,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,S,2,1.5,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,S,4,1.5,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,S,6,1.5,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,S,8,1.5,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,S,10,2,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,S,12,2,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,S,14,2,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,S,16,2,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,S,18,2,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,S,20,1.5,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,S,22,1.5,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,S,24,2,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,S,26,2,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,S,28,2,VNA,NONE,L,VNA,
Rotation 1,1513,2012,05-Jul-12,RBR,S,30,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,N,2,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,N,4,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,N,6,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,N,8,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,N,10,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,N,12,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,N,14,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,N,16,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,N,18,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,N,20,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,N,22,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,N,24,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,N,26,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,N,28,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,N,30,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,S,2,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,S,4,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,S,6,1,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,S,8,1,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,S,10,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,S,12,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,S,14,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,S,16,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,S,18,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,S,20,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,S,22,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,S,24,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,S,26,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,S,28,1.5,VNA,NONE,L,VNA,
Rotation 1,1514,2012,06-Jul-12,RBR,S,30,1.5,VNA,NONE,L,VNA,
Rotation 1,1515,2012,04-Jul-12,RBR,N,2,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,N,4,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,N,6,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,N,8,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,N,10,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,N,12,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,N,14,1.5,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,N,16,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,N,18,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,N,20,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,N,22,1.5,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,N,24,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,N,26,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,N,28,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,N,30,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,S,2,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,S,4,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,S,6,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,S,8,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,S,10,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,S,12,1.5,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,S,14,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,S,16,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,S,18,1.5,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,S,20,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,S,22,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,S,24,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,S,26,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,S,28,1,VNA,NONE,S1,280,
Rotation 1,1515,2012,04-Jul-12,RBR,S,30,1,VNA,NONE,S1,280,
Rotation 1,1532,2012,07-Jul-12,RBR,N,2,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,N,4,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,N,6,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,N,8,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,N,10,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,N,12,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,N,14,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,N,16,1.5,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,N,18,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,N,20,1.5,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,N,22,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,N,24,1.5,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,N,26,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,N,28,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,N,30,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,S,2,<1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,S,4,<1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,S,6,<1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,S,8,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,S,10,<1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,S,12,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,S,14,<1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,S,16,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,S,18,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,S,20,<1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,S,22,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,S,24,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,S,26,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,S,28,1,VNA,NONE,L,VNA,
Rotation 1,1532,2012,07-Jul-12,RBR,S,30,<1,VNA,NONE,L,VNA,
Rotation 1,1533,2012,08-Jul-12,RBR,N,2,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,N,4,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,N,6,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,N,8,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,N,10,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,N,12,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,N,14,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,N,16,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,N,18,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,N,20,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,N,22,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,N,24,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,N,26,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,N,28,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,N,30,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,S,2,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,S,4,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,S,6,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,S,8,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,S,10,<1,VNA,NONE,S1,280,
Rotation 1,1533,2012,08-Jul-12,RBR,S,12,<1,VNA,NONE,S1,280,
