age_CE,HBO01A_raw,HBO01B_raw,HBO02A_raw,HBO02B_raw,HBO03A_raw,HBO03B_raw,HBO04A_raw,HBO05A_raw,HBO06B_raw,HBO07A_raw,HBO07B_raw,HBO08A_raw,HBO08B_raw,HBO08C_raw,HBO09A_raw,HBO09B_raw,HBO10A_raw,HBO10B_raw,HBO11B_raw,HBO12A_raw,HBO12B_raw,HBO13A_raw,HBO13B_raw,HBO14A_raw,HBO14B_raw,HBO15A_raw,HBO15B_raw,HBO16A_raw,HBO17A_raw,HBO17B_raw,HBO18A_raw,HBO19A_raw,HBO19B_raw,HBO20A_raw,HBO20B_raw,HBO01A_raw_outlier_flag,HBO01B_raw_outlier_flag,HBO02A_raw_outlier_flag,HBO02B_raw_outlier_flag,HBO03A_raw_outlier_flag,HBO03B_raw_outlier_flag,HBO04A_raw_outlier_flag,HBO05A_raw_outlier_flag,HBO06B_raw_outlier_flag,HBO07A_raw_outlier_flag,HBO07B_raw_outlier_flag,HBO08A_raw_outlier_flag,HBO08B_raw_outlier_flag,HBO08C_raw_outlier_flag,HBO09A_raw_outlier_flag,HBO09B_raw_outlier_flag,HBO10A_raw_outlier_flag,HBO10B_raw_outlier_flag,HBO11B_raw_outlier_flag,HBO12A_raw_outlier_flag,HBO12B_raw_outlier_flag,HBO13A_raw_outlier_flag,HBO13B_raw_outlier_flag,HBO14A_raw_outlier_flag,HBO14B_raw_outlier_flag,HBO15A_raw_outlier_flag,HBO15B_raw_outlier_flag,HBO16A_raw_outlier_flag,HBO17A_raw_outlier_flag,HBO17B_raw_outlier_flag,HBO18A_raw_outlier_flag,HBO19A_raw_outlier_flag,HBO19B_raw_outlier_flag,HBO20A_raw_outlier_flag,HBO20B_raw_outlier_flag
1961,0.4,0.43,0.41,0.29,0.99,0.55,0.33,0.81,1.44,0.63,0.54,0.37,0.8,1.26,0.96,0.81,0.55,0.86,0.45,1.17,1.53,0.83,0.73,0.73,0.84,0.68,0.59,0.48,0.75,0.8,0.38,1.15,0.65,0.53,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,0.42,0.67,0.53,0.34,0.83,1.12,0.53,1.52,1.91,0.66,0.66,0.54,0.97,1.33,1.77,1.08,0.79,1.07,0.43,1.25,1.72,0.81,0.83,0.83,0.94,0.91,0.63,0.63,0.85,1.13,0.42,1.49,0.84,0.62,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,NA,0.95,0.65,0.33,1.01,0.97,0.63,1.48,2.26,0.81,0.74,0.84,1.11,1.82,1.87,1.29,1.02,1.51,0.8,1.77,1.73,1,0.92,0.76,1.11,1.1,0.74,0.43,0.75,1.19,0.62,1.96,1.25,0.99,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,NA,0.8,0.56,0.27,0.81,0.54,0.41,1.03,1.79,0.68,0.6,0.47,0.89,1.44,1.45,0.88,0.83,1.06,0.59,1.13,1.27,0.77,0.8,0.66,0.97,0.87,0.6,0.51,0.66,0.88,0.28,1.61,0.64,0.85,0.81,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,NA,0.73,0.4,0.37,0.7,0.4,0.29,0.94,1.83,0.74,0.58,0.52,0.93,1.27,1.28,0.83,0.59,0.73,0.42,1.7,1.59,0.83,0.86,0.64,0.61,0.82,0.6,0.53,0.73,0.69,0.42,1.43,0.58,0.84,0.78,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,NA,0.79,0.4,0.41,0.88,0.59,0.57,0.95,1.93,0.76,0.63,0.57,1.02,1.7,1.51,0.97,0.81,1.28,0.58,1.71,1.57,0.78,0.88,0.59,0.92,0.84,0.58,0.63,0.75,0.89,0.36,1.46,0.74,1.41,1,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,NA,0.88,0.5,0.38,0.96,0.78,0.53,1.06,1.97,0.69,0.62,0.68,1.04,1.69,1.75,1.07,0.94,1.16,0.68,1.86,1.88,0.73,0.78,0.61,0.87,0.72,0.61,0.47,0.71,0.79,0.35,1.84,0.94,1.23,1.05,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,NA,0.88,0.37,0.38,0.68,0.54,0.47,0.98,1.5,0.68,0.66,0.42,0.97,1.42,1.28,0.89,0.89,1.25,0.68,1.71,1.76,0.68,0.88,0.76,0.89,0.82,0.8,0.46,0.77,0.8,0.32,1.56,0.75,1.03,0.85,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1969,NA,1.16,0.53,0.61,0.89,0.76,0.56,1.45,2.37,0.94,0.87,0.55,0.93,1.64,1.71,1.17,1.16,1.46,0.54,2.31,2.2,0.92,0.82,0.95,1,0.89,0.68,0.64,0.9,0.92,0.42,1.94,1.05,1.31,0.92,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,NA,0.7,0.38,0.36,0.68,0.39,0.45,1.03,1.92,0.57,0.6,0.47,0.89,1.43,1.28,0.82,1,1.43,0.53,1.43,1.53,0.66,0.76,0.72,0.85,0.81,0.72,0.46,0.63,0.67,0.34,1.56,0.89,1.15,0.78,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,NA,0.89,0.46,0.48,1.12,0.73,0.51,1.18,2.4,0.89,0.86,0.58,1.4,1.61,1.69,1.06,1.13,1.54,0.69,2.22,2.31,0.78,0.75,0.94,1.17,0.97,0.89,0.64,0.74,1.05,0.35,1.76,1.33,1.24,1.07,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1972,NA,0.84,0.39,0.41,0.86,0.37,0.37,0.93,1.73,0.7,0.69,0.49,0.94,1.07,1.07,0.7,0.72,1.05,0.45,1.42,1.76,0.71,0.68,0.72,1.03,0.72,0.58,0.54,0.71,0.85,0.34,1.45,0.87,0.97,0.81,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1973,NA,1.22,0.87,0.7,1.21,0.76,0.7,1.21,2.19,0.87,0.46,0.76,1.18,1.37,1.92,1.08,1.06,1.75,0.57,1.79,1.97,0.81,0.79,0.81,1.29,0.77,0.83,0.64,0.84,0.98,0.56,1.84,0.96,1.26,0.95,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,NA,0.91,0.63,0.77,0.88,0.6,0.59,1.05,1.99,0.76,0.35,0.87,1.04,1.31,1.86,1.08,1.2,1.75,0.5,1.49,1.71,0.71,0.75,0.71,0.79,0.84,0.81,0.48,0.65,0.88,0.34,1.96,1.1,0.93,0.83,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,NA,1,0.86,1.06,1.08,0.83,0.72,1.05,2.01,0.77,0.35,0.71,1.07,1.36,1.93,1.25,1.3,1.62,0.39,1.55,1.77,0.83,0.71,0.68,0.9,0.86,0.81,0.52,0.61,0.78,0.49,2.33,1.21,0.81,0.74,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,NA,0.71,0.59,0.5,0.78,0.53,0.48,0.66,1.11,0.64,0.46,0.58,0.69,0.95,1.13,0.9,0.73,1.22,0.38,1.22,1.43,0.75,0.73,0.72,0.82,0.66,0.61,0.41,0.63,0.55,NA,1.41,0.76,0.68,0.71,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1977,NA,0.45,0.44,0.39,0.54,0.48,0.19,0.69,0.89,0.37,0.15,0.39,0.48,0.65,0.63,0.61,0.57,0.86,0.15,1.01,1.24,0.62,0.61,0.75,0.8,0.4,0.42,0.38,0.48,0.65,NA,1.1,0.6,0.76,0.62,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1978,NA,0.57,0.73,0.74,0.87,0.82,0.67,0.96,2.07,0.6,0.36,0.37,0.84,0.86,1.14,1.32,1.38,1.28,0.35,1.22,1.13,0.76,0.85,0.59,0.59,0.71,0.53,0.67,0.61,0.59,NA,1.77,1.31,0.83,0.62,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1979,NA,0.77,0.88,0.84,1.13,0.95,0.67,1.11,1.5,0.7,0.51,0.34,0.94,1.29,1.41,1.82,1.18,1.4,0.38,1.27,1.72,0.92,0.93,0.83,1.04,0.61,0.66,0.77,0.82,0.69,NA,2.1,1.25,0.97,0.83,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1980,NA,0.75,1.09,1.17,0.9,0.91,0.71,1.11,1.39,0.64,0.47,0.65,1.01,2.11,1.22,1.47,0.78,1.19,0.37,1.25,1.53,0.79,0.82,0.8,1.1,0.54,0.43,0.62,0.55,0.53,NA,1.7,1.23,0.93,0.77,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1981,NA,0.5,0.75,0.66,0.64,0.59,0.43,0.89,1.03,0.56,0.29,0.55,0.75,0.83,0.96,1.11,0.74,1.03,NA,1.08,1.22,0.63,0.69,0.53,0.75,0.47,0.35,0.54,0.44,0.41,NA,1.34,0.94,0.71,0.57,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1982,NA,0.75,1.01,0.62,1.19,1.56,0.74,1.16,1.74,0.92,0.5,0.8,0.91,1.32,1.49,1.46,1.21,1.35,NA,1.66,1.7,0.77,0.86,0.83,1.19,0.62,0.53,0.92,0.66,0.67,NA,1.87,1.29,0.92,0.77,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1983,NA,0.69,1.19,0.81,1.63,1.25,0.59,1.07,1.84,0.7,0.55,0.75,0.84,1.08,1.56,1.59,1.29,1.45,NA,1.77,1.88,0.76,0.77,0.69,1.06,0.51,0.47,0.67,0.58,0.55,NA,1.78,1.34,1.07,0.78,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1984,NA,0.63,0.63,0.44,1.08,0.86,0.51,0.62,0.7,0.6,0.43,0.68,0.56,0.83,1.11,1.22,0.63,0.99,NA,1.46,1.49,0.7,0.71,0.55,0.73,0.44,0.47,0.64,0.55,0.5,NA,1.34,0.77,0.81,0.54,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1985,NA,0.53,0.85,0.56,1.58,0.94,0.43,0.67,1.05,0.77,0.49,0.59,0.77,0.98,1.27,1.04,0.74,0.91,NA,1.36,1.64,0.71,0.76,0.63,0.84,0.46,0.49,0.53,0.56,0.64,NA,1.41,0.9,0.79,0.58,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1986,NA,0.56,0.88,0.59,1.04,0.76,0.6,0.51,0.88,0.62,0.4,0.62,0.59,0.99,1.21,0.8,0.59,0.85,NA,1.34,1.5,0.74,0.68,0.72,0.72,0.5,0.45,0.55,0.5,0.61,NA,1.47,0.91,0.67,0.59,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1987,NA,0.62,0.56,0.35,1.03,0.67,0.45,0.51,0.86,0.58,0.27,0.4,0.75,0.8,0.95,0.71,0.64,0.89,NA,1.41,1.53,0.71,0.75,0.77,1.07,0.44,0.43,0.69,0.68,0.61,NA,1.27,0.98,0.94,0.64,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1988,NA,NA,0.15,0.41,0.68,0.49,0.22,0.39,0.61,0.32,0.22,0.45,0.41,0.54,0.79,0.55,0.47,0.49,NA,1.16,1.28,0.73,0.66,0.63,0.7,0.37,0.34,0.56,0.58,0.47,NA,1.01,0.62,0.75,0.54,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1989,NA,NA,0.38,0.57,0.69,0.64,0.38,0.65,0.88,0.57,0.28,0.29,0.68,0.71,1.11,0.96,0.86,1.34,NA,1.51,1.5,0.8,0.73,0.74,1.11,0.42,0.39,0.9,0.73,0.71,NA,1.29,0.96,0.88,0.58,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1990,NA,NA,0.16,NA,0.87,0.75,0.56,0.75,0.95,0.76,0.36,0.46,0.78,0.92,1.19,0.66,1.04,1.43,NA,1.4,1.52,0.68,0.88,1.05,1.26,0.61,0.42,0.89,0.66,0.7,NA,1.59,1.23,1.21,0.76,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
