Stand,Treeid,Year,Species(neighbor),Distance(neighbor),DBH(neighbor),Canopy?,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H15,2008,Abam,4.03,11.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H15,2008,Abam,3.57,13.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H15,2008,Abam,6.85,14.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H15,2008,Abam,8.45,15.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H15,2008,Abam,6.24,16.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H15,2008,Abam,6.75,25.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H15,2008,Abam,8.27,26.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H15,2008,Abam,5.94,27.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H15,2008,Abam,4.07,33.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H15,2008,Tsme,5.8,65.6,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H15,2008,Cano,4.1,77.6,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H15,2008,Tsme,8.96,92.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H15,2008,Tshe,5.33,122.4,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Tshe,8.04,10.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Abam,8.68,10.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Abam,6.11,11.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Abam,7.9,12.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Abam,8.94,12.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Abam,6.4,12.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Abam,7.26,12.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Abam,9.85,14.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Abam,4.79,15.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Abam,9.09,15.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Abam,7.29,16.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Abam,6.89,20.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Abam,9.19,20.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Abam,6.88,25.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Abam,7.92,27.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Abam,6.76,28.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Cano,5.61,45.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Abam,8.31,47.7,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Cano,2.57,58.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Tsme,5.56,58.3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Cano,9.5,59.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Cano,5.36,61.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Cano,7.74,65.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Tsme,7.04,83.6,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H16,2008,Tshe,9.47,100.3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H17,2008,Abam,9.83,10.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H17,2008,Abam,8.98,11.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H17,2008,Abam,9.2,12.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H17,2008,Abam,3.51,13.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H17,2008,Abam,5.59,15.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H17,2008,Abam,9.52,16.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H17,2008,Abam,6.78,20.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H17,2008,Abam,8.18,29.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H17,2008,Abam,5.06,40.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H17,2008,Abam,8.09,41.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H17,2008,Cano,5.99,60.3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H17,2008,Tshe,6.43,61.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H17,2008,Cano,6.09,63.7,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H17,2008,Cano,7.27,65.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H17,2008,Tshe,6.95,82.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H17,2008,Tshe,6.23,98.1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H17,2008,Tshe,6.57,108.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Abam,2.34,10.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Abam,3.35,11.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Abam,8.56,12.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Abam,9.64,14.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Abam,7.39,15.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Abam,1.93,15.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Abam,8.58,16.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Abam,1.66,19.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Abam,8.58,23.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Cano,8.11,54.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Cano,8.6,55.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Cano,9.75,56.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Cano,2.89,57.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Cano,4.07,62.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Cano,5.47,68.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Tshe,6.46,82.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Tshe,5.61,91.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Tshe,8.16,95.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Tshe,5.9,108.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H18,2008,Tshe,8.63,109.6,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Abam,3.77,10.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Abam,4.59,11.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Abam,9,11.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Abam,5.91,11.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Abam,4.18,12.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Abam,4.19,12.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Abam,4.89,16.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Abam,9.7,19.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Abam,5.24,21.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Abam,9.39,24.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Abam,6.82,28.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Abam,8.34,29.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Abam,7.45,33.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Abam,4.68,44.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Cano,5.67,52.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Cano,9.09,56.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Cano,9.75,62.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Cano,7.88,68.6,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Tshe,8.59,71.1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Cano,3.58,76.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H19,2008,Tshe,9.35,77.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,9.2,10.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,7.95,11.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,6.85,12.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,9.41,14.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,7.39,15.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,2.41,15.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,8.72,15.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,3.6,17.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,6.88,18.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Cano,8.25,18.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,9.29,19.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,9.36,23.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,6.74,23.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,8.72,25.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,3.29,30.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,9.16,31.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,7.19,36.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,9.68,37.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Cano,1.75,42.4,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Abam,5.57,54.3,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Cano,9.94,59.6,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H2,2008,Tsme,5.21,78.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H20,2008,Abam,6.76,11.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H20,2008,Abam,7.74,11.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H20,2008,Abam,5.58,11.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H20,2008,Abam,7.11,11.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H20,2008,Abam,4.6,12.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H20,2008,Abam,7.58,12.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H20,2008,Abam,8.12,15.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H20,2008,Abam,4.39,16.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H20,2008,Abam,7.17,21.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H20,2008,Abam,8.87,29.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H20,2008,Abam,9.66,37.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H20,2008,Abam,6.91,51.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H20,2008,Cano,3.14,52.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H20,2008,Cano,9.03,55.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H20,2008,Abam,8.59,57.1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H20,2008,Cano,9.09,60.1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H20,2008,Tshe,6.71,120.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H21,2008,Abam,4.32,11.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H21,2008,Abam,9.65,12.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H21,2008,Abam,9.43,12.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H21,2008,Abam,9.65,16.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H21,2008,Abam,7.28,20.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H21,2008,Abam,8.12,23.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H21,2008,Abam,7.25,23.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H21,2008,Abam,1.26,24.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H21,2008,Abam,7.35,24.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H21,2008,Abam,3.45,31.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H21,2008,Abam,3.87,36.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H21,2008,Cano,8.44,55.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H21,2008,Abam,8.69,58.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H21,2008,Cano,3.43,74.1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H21,2008,Cano,1.69,76.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H21,2008,Tshe,8.82,77.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H21,2008,Tshe,4.73,120.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H22,2008,Abam,6.05,11.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H22,2008,Abam,9.39,12.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H22,2008,Abam,8.77,16.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H22,2008,Abam,8.12,18.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H22,2008,Abam,5.15,20.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H22,2008,Abam,7.51,23.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H22,2008,Abam,0.2,24.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H22,2008,Abam,6.17,24.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H22,2008,Abam,8.98,24.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H22,2008,Abam,1.39,31.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H22,2008,Abam,5.69,36.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H22,2008,Cano,8.85,55.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H22,2008,Abam,1.69,59.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H22,2008,Cano,2.16,76.6,y,H21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H22,2008,Tshe,6.8,77.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H22,2008,Tshe,5.75,120.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H23,2008,Abam,7.74,11.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H23,2008,Abam,4.53,12.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H23,2008,Abam,8.03,12.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H23,2008,Abam,0.3,13.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H23,2008,Abam,3.16,13.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H23,2008,Abam,9.72,17.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H23,2008,Abam,4.87,22.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H23,2008,Abam,5.42,23.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H23,2008,Abam,7.44,23.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H23,2008,Abam,4.97,24.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H23,2008,Abam,7.08,25.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H23,2008,Abam,9.45,37.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H23,2008,Cano,1.45,37.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H23,2008,Abam,4.22,43.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H23,2008,Abam,8.65,54.4,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H23,2008,Tshe,4.82,75.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H23,2008,Tshe,9.68,82.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H24,2008,Abam,7.57,10.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H24,2008,Abam,8.06,10.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H24,2008,Abam,8.98,12.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H24,2008,Abam,9.18,14.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H24,2008,Abam,2.92,15.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H24,2008,Abam,3.76,17.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H24,2008,Abam,9.24,20.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H24,2008,Abam,9.2,21.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H24,2008,Abam,7.02,34.2,n,H25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H24,2008,Abam,3.6,55.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H24,2008,Tshe,9.79,61.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H24,2008,Tshe,6.63,100.1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H25,2008,Abam,9.8,10.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H25,2008,Abam,5.94,12.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H25,2008,Abam,9.47,14.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H25,2008,Abam,4.93,15.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H25,2008,Abam,7.16,17.8,n,H24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H25,2008,Abam,9.35,21.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H25,2008,Abam,8.35,23.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H25,2008,Abam,3.89,34.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H25,2008,Abam,9.89,43.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H25,2008,Abam,9.02,54.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H25,2008,Tshe,9.11,82.7,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H25,2008,Tshe,3.6,126.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,9.45,10.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,5.67,10.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,3.07,13.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,7.82,13.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,8.78,15.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,4.52,16.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,6.46,16.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,8.74,16.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,6.12,17.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,6.87,17.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,5.33,18.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,9.08,19.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,7.2,19.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,3.98,21.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,5.46,21.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Tshe,7.7,22.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,7.11,22.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Tsme,8.77,25.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,6.67,26.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,5.59,27.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Cano,5.68,32.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,7.73,35.6,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,8.27,40.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Cano,4.91,41.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Cano,5.26,43.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,7.65,46.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,8.45,49.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Abam,5.77,51.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Cano,9.3,54.4,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM16,H26,2008,Cano,6.75,62.1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
