Stand,Treeid,Year,Species(neighbor),Distance(neighbor),DBH(neighbor),Canopy?,notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A26,2008,Tshe,7.18,17.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A26,2008,Tshe,5.74,17.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A26,2008,Tshe,7.08,20.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A26,2008,Tshe,8.64,21.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A26,2008,Tshe,8.52,23.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A26,2008,Tshe,9.26,29.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A26,2008,Tshe,7.37,30.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A26,2008,Tshe,8.82,35.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A26,2008,Tshe,3.2,52.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A26,2008,Tshe,4.36,81.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A26,2008,Tshe,4.28,87.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A26,2008,Abam,4.12,119.4,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A26,2008,Abam,6.27,123.1,y,A27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A27,2008,Tshe,8.95,15.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A27,2008,Tshe,7.06,17.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A27,2008,Tshe,7.46,17.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A27,2008,Tshe,8.49,19.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A27,2008,Tshe,0.87,20.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A27,2008,Tshe,8.09,21.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A27,2008,Tshe,6.91,24.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A27,2008,Tshe,6.14,30.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A27,2008,Tshe,9.49,38.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A27,2008,Tshe,2.65,52.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A27,2008,Tshe,4.65,60.6,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A27,2008,Tshe,9.76,81.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A27,2008,Abam,6.27,108.0,y,A26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A27,2008,Thpl,7.76,138.4,y,A28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Tshe,5.75,14.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Acci,3.03,14.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Tshe,7.15,17.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Tshe,5.32,19.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Tshe,9.41,20.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Tshe,8.21,20.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Tshe,9.13,20.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Tshe,7.56,20.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Tshe,8.04,21.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Tshe,2.19,23.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Tshe,8.57,28.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Tshe,7.14,30.6,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Tshe,4.72,37.4,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Tshe,8.12,38.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Tshe,5.42,51.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Abam,9.82,52.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Thpl,6.97,53.7,y,A25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Tshe,8.61,60.7,y,Assumed in canopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Abam,9.35,85.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Abam,7.34,92.8,y,A21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A28,2008,Abam,7.76,123.1,y,A27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A29,2008,Acci,8.49,11.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A29,2008,Tshe,7.33,13.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A29,2008,Tshe,7.8,16.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A29,2008,Tshe,3.91,16.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A29,2008,Tshe,3.77,17.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A29,2008,Tshe,8.3,18.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A29,2008,Tshe,4.86,22.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A29,2008,Tshe,5.59,26.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A29,2008,Tshe,3.47,29.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A29,2008,Tshe,0.81,30.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A29,2008,Tshe,9.1,31.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A29,2008,Tshe,2.9,34.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A29,2008,Tshe,9.29,40.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A29,2008,Tshe,9.6,44.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A29,2008,Tshe,9.3,45.7,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A29,2008,Thpl,3.45,85.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Acci,6.88,10.0,n,"Leaning over, at edge of gap, assumed not in canopy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,3.44,10.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,5.78,11.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,2.11,12.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,7.17,14.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,6.74,14.8,n,Leaning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,4.01,15.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,7.63,15.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,9.69,15.5,n,growing together,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,9.58,16.4,n,growing together,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,5.4,16.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,8.97,17.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,4.86,17.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,7.51,18.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,4.45,18.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,4.49,18.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,6.66,19.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,7,22.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,4.5,25.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,4.8,29.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,8.9,33.1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A3,2008,Tshe,4.26,38.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A30,2008,Tshe,5.89,13.7,n,Assumed to be Tshe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A30,2008,Tshe,7.34,17.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A30,2008,Tshe,8.57,20.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A30,2008,Tshe,8.8,25.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A30,2008,Tshe,8.31,27.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A30,2008,Tshe,9.95,30.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A30,2008,Tshe,2.55,37.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A30,2008,Tshe,5.74,46.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A30,2008,Tshe,0.66,55.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A30,2008,Tshe,0.69,72.4,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A30,2008,Tshe,8.07,77.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A30,2008,Psme,1.99,165.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A31,2008,Tshe,5.06,10.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A31,2008,Tshe,8.98,11.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A31,2008,Tshe,7.68,16.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A31,2008,Tshe,7.82,16.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A31,2008,Abam,7.19,20.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A31,2008,Tshe,9.87,22.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A31,2008,Tshe,1.68,39.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A31,2008,Thpl,2.2,40.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A31,2008,Abam,8.12,42.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A31,2008,Tshe,7.22,43.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A31,2008,Tshe,2.83,57.7,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A31,2008,Thpl,2.28,72.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A31,2008,Tshe,9.27,95.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A31,2008,Psme,7.26,163.0,y,A32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A32,2008,Tshe,6.54,13.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A32,2008,Tshe,3.47,30.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A32,2008,Tshe,5.29,39.7,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A32,2008,Thpl,9.93,40.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A32,2008,Abam,5.2,43.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A32,2008,Thpl,8.86,72.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A32,2008,Tshe,0.41,95.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A32,2008,Psme,7.26,239.1,y,A31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A33,2008,Tshe,5.85,13.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A33,2008,Tshe,9.71,18.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A33,2008,Tshe,3.33,34.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A33,2008,Tshe,6.82,50.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A33,2008,Tshe,7.55,53.5,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A33,2008,Tshe,8.78,55.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A33,2008,Tshe,1.76,80.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A34,2008,Abam,4.83,11.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A34,2008,Tshe,9.15,30.8,n,Assumed not in canopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A34,2008,Tshe,9.67,45.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A34,2008,Tshe,7.83,46.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A34,2008,Tshe,7.02,61.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A34,2008,Tshe,3.04,76.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A35,2008,Tshe,9.42,15.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A35,2008,Tshe,9.76,22.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A35,2008,Tshe,5.99,32.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A35,2008,Thpl,6.98,32.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A35,2008,Tshe,1.77,39.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A35,2008,Thpl,2.01,56.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A35,2008,Tshe,6.77,58.4,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A35,2008,Tshe,7.59,74.4,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A35,2008,Abam,7.79,116.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A35,2008,Thpl,8.63,127.7,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A35,2008,Psme,8.27,216.6,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A36,2009,Abam,7.83,10.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A36,2009,Tshe,6.25,10.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A36,2009,Tshe,6.38,13.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A36,2009,Abam,6.58,14.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A36,2009,Abam,8.64,18.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A36,2009,Abam,4.81,19.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A36,2009,Tshe,6.38,21.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A36,2009,Abam,8.27,23.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A36,2009,Tshe,9.59,31.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A36,2009,Tshe,8.68,33.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A36,2009,Abam,8.84,36.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A36,2009,Abam,6.12,40.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A36,2009,Tshe,7.7,44.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A36,2009,Tshe,6.66,47.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A36,2009,Abam,2,49.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A36,2009,Thpl,4.48,54.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A36,2009,Thpl,8.99,54.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Tshe,4.33,10.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Tshe,2.31,14.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Abam,6.1,16.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Abam,4.18,16.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Abam,4.21,17.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Tshe,8.01,17.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Acci,3.79,18.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Abam,7.74,19.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Abam,6.49,21.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Abam,5.04,27.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Abam,6.56,28.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Abam,6.57,28.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Tshe,3.86,30.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Tshe,4.22,34.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Abam,4.84,34.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Abam,4.94,40.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Tshe,7.94,42.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Tshe,4.4,50.4,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Abam,5.91,66.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A37,2009,Tshe,7.43,85.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A38,2009,Abam,6.6,10.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A38,2009,Abam,7.62,12.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A38,2009,Abam,7.25,12.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A38,2009,Abam,8.01,13.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A38,2009,Thpl,6.39,13.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A38,2009,Abam,8.8,24.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A38,2009,Tshe,5.91,26.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A38,2009,Tshe,4.93,28.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A38,2009,Tshe,7.71,29.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A38,2009,Tshe,7.04,29.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A38,2009,Abam,6.99,33.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A38,2009,Tabr,2.83,34.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A38,2009,Tshe,7.45,47.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A38,2009,Tshe,9.95,64.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A4,2008,Tshe,3.2,10.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A4,2008,Tshe,7.58,11.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A4,2008,Tshe,7.47,11.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A4,2008,Tshe,1.68,15.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A4,2008,Tshe,3.29,16.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A4,2008,Tshe,5.18,21.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A4,2008,Tshe,6.41,23.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A4,2008,Tshe,5.84,26.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A4,2008,Tshe,4.31,29.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A4,2008,Tshe,9.55,33.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A4,2008,Alnus,6.89,33.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A4,2008,Tshe,6.06,36.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A4,2008,Thpl,7.49,180.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A4,2008,Thpl,7.93,190.0,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A40,2009,Abam,8.87,12.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A40,2009,Abam,8.91,18.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A40,2009,Abam,6.84,30.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A40,2009,Tshe,2.62,31.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A40,2009,Tshe,9.08,37.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A40,2009,Abam,9.77,39.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A40,2009,Tshe,9.95,41.8,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A40,2009,Abam,5.4,44.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A40,2009,Tshe,3.43,58.1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A40,2009,Tshe,5.12,64.1,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A41,2009,Tshe,6.58,11.0,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A41,2009,Tshe,8.53,14.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A41,2009,Alru,6.78,15.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A41,2009,Tshe,4.53,15.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A41,2009,Tabr,5.6,16.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A41,2009,Abam,9.44,18.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A41,2009,Abam,8.87,25.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A41,2009,Abam,6.58,25.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A41,2009,Thpl,5.98,34.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A41,2009,Abam,8.04,34.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A41,2009,Abam,9.35,44.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A41,2009,Tshe,3.81,49.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A41,2009,Tshe,9.84,91.2,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A41,2009,Tshe,5.09,125.9,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A42,2009,Acci,8.09,10.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TO04,A42,2009,Thpl,6.1,10.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
