age_CE,UTP1101B_raw,UTP1101C_raw,UTP1102A_raw,UTP1102B_raw,UTP1103B_raw,UTP1103C_raw,UTP1104B_raw,UTP1104C_raw,UTP1105A_raw,UTP1105B_raw,UTP1106A_raw,UTP1106B_raw,UTP1107A_raw,UTP1107B_raw,UTP1108A_raw,UTP1108B_raw,UTP1110A_raw,UTP1110B_raw,UTP1111A_raw,UTP1111B_raw,UTP1112A_raw,UTP1112B_raw,UTP1113A_raw,UTP1113B_raw,UTP1114A_raw,UTP1114B_raw,UTP1115A_raw,UTP1115B_raw,UTP1101B_raw_outlier_flag,UTP1101C_raw_outlier_flag,UTP1102A_raw_outlier_flag,UTP1102B_raw_outlier_flag,UTP1103B_raw_outlier_flag,UTP1103C_raw_outlier_flag,UTP1104B_raw_outlier_flag,UTP1104C_raw_outlier_flag,UTP1105A_raw_outlier_flag,UTP1105B_raw_outlier_flag,UTP1106A_raw_outlier_flag,UTP1106B_raw_outlier_flag,UTP1107A_raw_outlier_flag,UTP1107B_raw_outlier_flag,UTP1108A_raw_outlier_flag,UTP1108B_raw_outlier_flag,UTP1110A_raw_outlier_flag,UTP1110B_raw_outlier_flag,UTP1111A_raw_outlier_flag,UTP1111B_raw_outlier_flag,UTP1112A_raw_outlier_flag,UTP1112B_raw_outlier_flag,UTP1113A_raw_outlier_flag,UTP1113B_raw_outlier_flag,UTP1114A_raw_outlier_flag,UTP1114B_raw_outlier_flag,UTP1115A_raw_outlier_flag,UTP1115B_raw_outlier_flag
1997,0.553,0.632,0.347,0.347,0.974,0.881,0.595,0.637,0.62,0.582,0.376,0.453,0.492,0.303,0.329,0.394,0.901,0.446,0.375,0.504,0.559,0.733,0.692,0.514,0.727,0.643,0.446,0.371,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1998,0.37,0.428,0.162,0.242,0.577,0.548,0.311,0.369,0.236,0.269,0.146,0.202,0.224,0.275,0.239,0.21,0.414,0.143,0.274,0.263,0.309,0.316,0.48,0.321,0.37,0.442,0.122,0.105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1999,0.378,0.443,0.302,0.315,0.86,0.655,0.37,0.397,0.283,0.273,0.22,0.382,0.332,0.355,0.342,0.433,0.52,0.231,0.506,0.466,0.759,0.761,0.635,0.428,0.416,0.508,0.437,0.292,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2000,0.143,0.303,0.001,0.134,0.514,0.435,0.281,0.316,0.086,0,0.115,0.129,0.113,0.108,0.09,0.148,0.216,0,0.174,0.288,0.125,0.195,0.223,0.554,0.164,0.127,0.125,0.122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2001,0.377,0.495,0.264,0.466,0.667,0.597,0.519,0.59,0.434,0.357,0.261,0.3,0.284,0.282,NA,NA,0.595,0.457,0.278,0.236,0.52,0.506,0.439,NA,0.448,0.539,0.595,0.469,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2002,0.064,0,0,0,0.043,0.061,0.146,0.145,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0.062,NA,0.001,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2003,0.437,0.586,0.213,0.278,0.667,0.494,0.43,0.453,0.254,0.224,0.222,0.28,0.209,0.275,NA,NA,0.489,0.44,0.306,0.25,0.338,0.281,0.464,NA,0.351,0.436,0.524,0.252,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2004,0.256,0.301,0.11,0.188,0.378,0.405,0.254,0.288,0.142,0.11,0.196,0.169,0.098,0.159,NA,NA,0.277,0.168,0.191,0.119,0.216,0.265,0.328,NA,0.2,0.327,0.273,0.201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2005,0.399,0.46,0.255,0.302,0.668,0.583,0.371,0.646,0.209,0.231,0.224,0.318,0.167,0.225,NA,NA,0.562,0.487,0.41,0.328,0.661,0.535,0.395,NA,0.369,0.431,0.469,0.396,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2006,0.178,0.222,0,0.036,0.344,0.403,0.223,0.262,0.038,0.061,0.05,0,0,0.055,NA,NA,0.146,0,0.168,0.166,0,0,0.231,NA,0.078,0.03,0,0.001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2007,0.559,0.597,0.417,0.458,0.804,0.336,0.766,0.81,0.445,0.409,0.421,0.441,0.352,0.335,NA,NA,0.733,0.713,0.339,0.35,0.975,0.847,0.848,NA,0.429,0.533,0.525,0.509,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2008,0.421,0.568,0.212,0.321,0.869,0.489,0.425,0.438,0.256,0.256,0.234,0.29,0.208,0.212,NA,NA,0.351,0.434,0.326,0.391,0.301,0.252,0.372,NA,0.256,0.255,0.332,0.227,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2009,0.295,0.393,0.089,0.159,0.737,0.553,0.292,0.366,0.108,0.11,0.177,0.165,0.1,0.176,NA,NA,0.425,0.345,0.271,0.263,0.189,0.242,0.275,NA,0.14,0.138,0.153,0.204,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2010,0.446,0.429,0.228,0.37,1.059,0.852,0.521,0.577,0.456,0.355,0.307,0.318,0.163,0.218,NA,NA,0.631,0.587,0.473,0.435,0.564,0.563,0.499,NA,0.307,0.338,0.469,0.455,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2011,0.66,0.633,0.244,0.283,1.073,0.721,0.453,0.414,0.347,0.477,0.236,0.448,0.258,0.267,NA,NA,0.358,0.414,0.468,0.386,NA,0.435,0.435,NA,0.585,0.528,0.456,0.559,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2012,0.091,0,0,0.001,0.175,0.1,0.13,0.118,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0.069,0,NA,0,0.001,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2013,0.204,0.227,0.119,0.099,0.34,0.288,0.187,0.239,0.12,0.108,0.215,0.12,0.051,0.138,NA,NA,0.203,0.146,0.124,0.106,NA,0.119,0.198,NA,0.105,0.108,0.169,0.177,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2014,0.563,0.625,0.401,0.423,0.843,0.749,0.52,0.584,0.542,0.767,0.428,0.341,0.289,0.427,NA,NA,0.418,0.585,0.424,0.355,NA,0.651,0.412,NA,0.592,0.579,0.6,0.502,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2015,0.584,0.559,0.368,0.416,1.11,0.818,0.642,0.541,0.588,0.489,0.446,0.414,0.264,0.381,NA,NA,0.468,0.432,0.489,0.342,NA,0.758,0.537,NA,0.549,0.591,0.671,0.654,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2016,0.382,0.407,0.26,0.311,0.867,0.659,NA,0.562,0.396,0.299,0.427,0.492,0.222,0.326,NA,NA,0.539,0.394,0.464,0.241,NA,0.626,0.47,NA,0.307,0.439,0.421,0.425,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
