Sample_ID,Plot_ID,Spp,Stand_down,Diam
S07-D09,S07,POTR5,D,29.5
S07-D10,S07,POTR5,D,24
S07-D11,S07,POTR5,D,14.5
S07-D12,S07,POTR5,D,23
S07-D13,S07,POTR5,D,25
S07-D14,S07,POTR5,D,30
S07-D15,S07,POTR5,D,8.5
S07-D16,S07,POTR5,D,17.5
S07-D17,S07,POTR5,D,8
S07-D18,S07,POTR5,D,23
S07-D19,S07,POTR5,S,27.5
S07-D20,S07,POTR5,D,8.5
S07-D21,S07,POTR5,D,8.5
S07-D22,S07,POTR5,D,10
S07-D23,S07,POTR5,D,13
S07-D24,S07,POTR5,D,14.5
S07-D25,S07,POTR5,S,18
S07-D26,S07,POTR5,S,12.5
S07-D27,S07,POTR5,D,33
S07-D28,S07,POTR5,D,18.5
S07-D29,S07,POTR5,S,15
S07-D30,S07,POTR5,D,25
S07-D31,S07,POTR5,S,22.5
S07-D32,S07,POTR5,S,18
S07-D33,S07,POTR5,D,16
S07-D34,S07,POTR5,D,12
S08-D01,S08,POTR5,S,9.5
S08-D03,S08,POTR5,S,8.5
S08-D04,S08,POTR5,S,12.5
S08-D05,S08,POTR5,S,13
S08-D06,S08,POTR5,D,8
S08-D07,S08,POTR5,D,12.5
S08-D09,S08,POTR5,D,10.5
S08-D10,S08,POTR5,D,8.5
S08-D11,S08,POTR5,D,11
S08-D12,S08,POTR5,S,9.5
S08-D13,S08,POTR5,D,17
S08-D14,S08,POTR5,S,13.5
S08-D15,S08,POTR5,D,12
S08-D16,S08,POTR5,D,12.5
S08-D17,S08,POTR5,D,16.5
S08-D18,S08,POTR5,D,14
S08-D19,S08,POTR5,S,20.5
S08-D20,S08,POTR5,S,7.5
S08-D21,S08,POTR5,D,8.5
S08-D22,S08,POTR5,S,16
S08-D23,S08,POTR5,S,13.5
S08-D24,S08,POTR5,S,17
S08-D25,S08,POTR5,S,8
S08-D26,S08,POTR5,S,7.5
S08-D27,S08,POTR5,S,10
S08-D28,S08,POTR5,S,9
S08-D29,S08,POTR5,S,8
S08-D30,S08,POTR5,S,7.5
S08-D31,S08,POTR5,S,9
S08-D32,S08,POTR5,S,7.5
S09-D01,S09,POTR5,S,17.5
S09-D02,S09,POTR5,S,36
S09-D03,S09,POTR5,D,19
S09-D04,S09,POTR5,S,16
S09-D05,S09,POTR5,S,29
S09-D06,S09,POTR5,D,16
S09-D07,S09,POTR5,D,17.5
S09-D08,S09,POTR5,S,12
S09-D09,S09,POTR5,S,11.5
S09-D10,S09,POTR5,S,21
S09-D12,S09,POTR5,D,16.5
S09-D13,S09,POTR5,S,25
S09-D14,S09,POTR5,S,15
S09-D15,S09,POTR5,S,32.5
S09-D16,S09,POTR5,D,11
S09-D17,S09,POTR5,S,30.5
S09-D18,S09,POTR5,D,13
S09-D19,S09,POTR5,D,14
S09-D20,S09,POTR5,D,14
S09-D21,S09,POTR5,S,8.5
S09-D22,S09,POTR5,D,16
S09-D23,S09,POTR5,D,16
S09-D24,S09,POTR5,D,16
S09-D25,S09,POTR5,D,12
S09-D26,S09,POTR5,D,12.5
S09-D27,S09,POTR5,S,20
S09-D28,S09,POTR5,D,19
S10-D01,S10,POTR5,S,18
S10-D02,S10,POTR5,S,22
S10-D03,S10,POTR5,D,21
S10-D04,S10,POTR5,S,24.5
S10-D05,S10,POTR5,S,11.5
S10-D06,S10,POTR5,D,15
S10-D07,S10,POTR5,D,11.5
S10-D08,S10,POTR5,S,24.5
S10-D09,S10,POTR5,D,15.5
S10-D10,S10,POTR5,D,15.5
S10-D11,S10,POTR5,S,21
S10-D12,S10,POTR5,D,17.5
S10-D13,S10,POTR5,D,8.5
S10-D15,S10,POTR5,D,10.5
S10-D16,S10,POTR5,D,9
S10-D17,S10,POTR5,D,15.5
S10-D18,S10,POTR5,D,14.5
S10-D19,S10,POTR5,D,9
S10-D20,S10,POTR5,D,18.5
S10-D21,S10,POTR5,D,11.5
S10-D22,S10,POTR5,D,11
S10-D23,S10,POTR5,D,10
S10-D24,S10,POTR5,D,11
S10-D25,S10,POTR5,D,10
S10-D26,S10,POTR5,D,11.5
S10-D27,S10,POTR5,D,10
S10-D28,S10,POTR5,S,17.5
S10-D29,S10,POTR5,D,8
S10-D30,S10,POTR5,D,9.5
S10-D31,S10,POTR5,D,15.5
S10-D32,S10,POTR5,S,22.5
S10-D34,S10,POTR5,D,8.5
S10-D35,S10,POTR5,S,9.5
S10-D37,S10,POTR5,S,9.5
S10-D38,S10,POTR5,D,10.5
S10-D39,S10,POTR5,S,13
S10-D40,S10,POTR5,D,11.5
S10-D41,S10,POTR5,D,15
S11-D07,S11,POTR5,D,13
S11-D08,S11,POTR5,D,16
S11-D09,S11,POTR5,D,13
S11-D12,S11,POTR5,D,9
S11-D13,S11,POTR5,D,17
S11-D16,S11,POTR5,D,10
S11-D17,S11,POTR5,D,13
S11-D20,S11,POTR5,D,11
S11-D21,S11,POTR5,D,10
S11-D22,S11,POTR5,D,14
S11-D25,S11,POTR5,D,25
S11-D27,S11,POTR5,D,14
S11-D29,S11,POTR5,D,21
S11-D34,S11,POTR5,D,18
S11-D36,S11,POTR5,D,14
S11-D37,S11,POTR5,D,23
S11-D40,S11,POTR5,S,16
S11-D41,S11,POTR5,D,11
S11-D45,S11,POTR5,D,10
S11-D47,S11,POTR5,S,17
S11-D53,S11,POTR5,D,13
S11-D56,S11,POTR5,S,10
S11-D61,S11,POTR5,D,9
S11-D62,S11,POTR5,D,11
S11-D63,S11,POTR5,D,8
S12-D04,S12,POTR5,D,11.5
S12-D05,S12,POTR5,D,12
S12-D06,S12,POTR5,D,10.5
S12-D07,S12,POTR5,D,11.5
S12-D08,S12,POTR5,D,8
S12-D09,S12,POTR5,D,9
S12-D10,S12,POTR5,D,14.5
S13-D01,S13,POTR5,S,20
S13-D02,S13,POTR5,D,48
S13-D03,S13,POTR5,D,28.5
S13-D04,S13,POTR5,D,29
S13-D05,S13,POTR5,S,20
S13-D06,S13,POTR5,S,31
S13-D07,S13,POTR5,S,5
S13-D08,S13,POTR5,S,26
S13-D09,S13,POTR5,D,26.5
S13-D10,S13,POTR5,S,23.5
S13-D11,S13,POTR5,S,23.5
S13-D12,S13,POTR5,D,22.5
S13-D13,S13,POTR5,S,25
S13-D14,S13,POTR5,S,26
S14-D01,S14,POTR5,D,24
S14-D02,S14,POTR5,D,8.5
S14-D03,S14,POTR5,D,10
S14-D04,S14,POTR5,D,26
S14-D05,S14,POTR5,D,24
S14-D06,S14,POTR5,S,7
S14-D07,S14,POTR5,D,20
S14-D08,S14,POTR5,S,6.5
S14-D09,S14,POTR5,S,9.5
S14-D10,S14,POTR5,S,7
S14-D11,S14,POTR5,D,6
S15-D02,S15,POTR5,S,8.5
S16-D01,S16,POTR5,D,12
S16-D03,S16,POTR5,S,8
S16-D04,S16,POTR5,S,22
S16-D07,S16,POTR5,S,10
S16-D08,S16,POTR5,D,17
S16-D09,S16,POTR5,S,7.5
S17-D01,S17,POTR5,S,7.5
S17-D02,S17,POTR5,S,8
S17-D03,S17,POTR5,D,14
S17-D04,S17,POTR5,S,12
S17-D05,S17,POTR5,D,10.5
S17-D06,S17,POTR5,S,14
S17-D07,S17,POTR5,D,15
S17-D08,S17,POTR5,D,19.5
S17-D10,S17,POTR5,D,17
S18-D01,S18,POTR5,S,11
S18-D03,S18,POTR5,S,24.5
S18-D04,S18,POTR5,S,10.5
S18-D08,S18,POTR5,D,38.5
S18-D09,S18,POTR5,S,33
S18-D11,S18,POTR5,D,36.5
S18-D16,S18,POTR5,S,13.5
S19-D01,S19,POTR5,D,11.5
S19-D02,S19,POTR5,D,8.5
S19-D03,S19,POTR5,S,20
S19-D04,S19,POTR5,D,13
S19-D05,S19,POTR5,S,15
S19-D06,S19,POTR5,S,15.5
S19-D07,S19,POTR5,D,11
S19-D08,S19,POTR5,D,12.5
S19-D09,S19,POTR5,D,15.5
S19-D10,S19,POTR5,D,11
S19-D11,S19,POTR5,D,13
S19-D12,S19,POTR5,D,12
S19-D13,S19,POTR5,D,10
S19-D14,S19,POTR5,D,7.5
S19-D15,S19,POTR5,D,9.5
S19-D17,S19,POTR5,S,10.5
S19-D18,S19,POTR5,D,11
S19-D19,S19,POTR5,D,10
S19-D20,S19,POTR5,D,13.5
S19-D21,S19,POTR5,D,21
S19-D22,S19,POTR5,D,9.5
S19-D23,S19,POTR5,D,11.5
S19-D24,S19,POTR5,S,10
S19-D25,S19,POTR5,S,9
S19-D26,S19,POTR5,D,9.5
S19-D27,S19,POTR5,D,11.5
S19-D28,S19,POTR5,S,10
S19-D29,S19,POTR5,D,9.5
S19-D30,S19,POTR5,D,8
S19-D31,S19,POTR5,D,13
S19-D32,S19,POTR5,D,12
S19-D33,S19,POTR5,S,10.5
S19-D34,S19,POTR5,D,9
S20-D01,S20,POTR5,D,26
S20-D02,S20,POTR5,S,22
S20-D03,S20,POTR5,S,10
S20-D04,S20,POTR5,D,12
S20-D05,S20,POTR5,D,15
S20-D06,S20,POTR5,D,8
S20-D07,S20,POTR5,D,30
S20-D08,S20,POTR5,D,25
S20-D09,S20,POTR5,D,14
S20-D10,S20,POTR5,D,17
S20-D11,S20,POTR5,D,35
S20-D12,S20,POTR5,D,16
S20-D13,S20,POTR5,S,36
S20-D14,S20,POTR5,D,33
S20-D15,S20,POTR5,D,14
S20-D16,S20,POTR5,D,32
S20-D17,S20,POTR5,D,11
S20-D18,S20,POTR5,D,21
S20-D19,S20,POTR5,D,24
S20-D20,S20,POTR5,D,14.5
S20-D21,S20,POTR5,S,33
S20-D22,S20,POTR5,S,12.5
S20-D23,S20,POTR5,S,8.5
S20-D24,S20,POTR5,S,9.5
S20-D25,S20,POTR5,D,39.5
S20-D26,S20,POTR5,D,14.5
S20-D27,S20,POTR5,D,15.5
S20-D28,S20,POTR5,D,8
S20-D29,S20,POTR5,D,33.5
S20-D30,S20,POTR5,D,18
S20-D31,S20,POTR5,D,32
S20-D32,S20,POTR5,D,31
S20-D33,S20,POTR5,S,41
S20-D34,S20,POTR5,D,9
S20-D35,S20,POTR5,D,17
S20-D36,S20,POTR5,D,12.5
S20-D37,S20,POTR5,D,14
S20-D38,S20,POTR5,S,18.5
S20-D39,S20,POTR5,D,10.5
S21-D03,S21,POTR5,D,12
S21-D05,S21,POTR5,D,12
S21-D10,S21,POTR5,D,12.5
S21-D11,S21,POTR5,D,12.5
S21-D12,S21,POTR5,D,13
S21-D13,S21,POTR5,D,12
S21-D14,S21,POTR5,D,32.5
S21-D16,S21,POTR5,D,22.5
S21-D20,S21,POTR5,D,8
S21-D22,S21,POTR5,D,30
S21-D23,S21,POTR5,D,17.5
S21-D24,S21,POTR5,S,32
S21-D25,S21,POTR5,D,23
S21-D27,S21,POTR5,S,12
S21-D33,S21,POTR5,D,25
S21-D40,S21,POTR5,D,8
S21-D42,S21,POTR5,D,8
S21-D50,S21,POTR5,D,31
S21-D51,S21,POTR5,D,29
S21-D53,S21,POTR5,D,15
S21-D59,S21,POTR5,D,36
S21-D61,S21,POTR5,D,22
S21-D63,S21,POTR5,S,11
S21-D67,S21,POTR5,D,23
S22-D01,S22,POTR5,S,7.5
S22-D02,S22,POTR5,S,10
S22-D03,S22,POTR5,D,10
S22-D05,S22,POTR5,S,11
S22-D06,S22,POTR5,S,7.5
S22-D12,S22,POTR5,S,10
S22-D14,S22,POTR5,S,10.5
S22-D21,S22,POTR5,S,9.5
S23-D01,S23,POTR5,S,48
S23-D02,S23,POTR5,S,53
S23-D03,S23,POTR5,S,18
S23-D04,S23,POTR5,S,15.5
S23-D05,S23,POTR5,S,25
S23-D06,S23,POTR5,D,26.5
S23-D07,S23,POTR5,S,35
S23-D08,S23,POTR5,D,38.5
S23-D09,S23,POTR5,D,36.5
S23-D10,S23,POTR5,S,45
S23-D11,S23,POTR5,D,27
S24-D01,S24,POTR5,D,10
S24-D02,S24,POTR5,D,11
S24-D03,S24,POTR5,S,8
S24-D04,S24,POTR5,D,19
S24-D05,S24,POTR5,D,30
S24-D06,S24,POTR5,D,15.5
S24-D07,S24,POTR5,D,14.5
S24-D08,S24,POTR5,D,19
S24-D09,S24,POTR5,D,16
S24-D10,S24,POTR5,D,20
S24-D11,S24,POTR5,S,10.5
S24-D12,S24,POTR5,S,18.5
S24-D13,S24,POTR5,S,10.5
S24-D14,S24,POTR5,S,13.5
S25-D03,S25,POTR5,D,14
S25-D05,S25,POTR5,D,6
S25-D18,S25,POTR5,D,5
S25-D26,S25,POTR5,S,5
S25-D34,S25,POTR5,D,5
S25-D47,S25,POTR5,D,12
S25-D54,S25,POTR5,D,12
S26-D21,S26,POTR5,S,10
S26-D24,S26,POTR5,D,32.5
S26-D27,S26,POTR5,D,12.5
S26-D30,S26,POTR5,S,34
S26-D32,S26,POTR5,D,24
S26-D36,S26,POTR5,D,12.5
S26-D38,S26,POTR5,D,15
S26-D39,S26,POTR5,D,10
S26-D41,S26,POTR5,S,12.5
S26-D47,S26,POTR5,S,7.5
S26-D48,S26,POTR5,S,10
S26-D49,S26,POTR5,D,18
S26-D51,S26,POTR5,D,9
S26-D53,S26,POTR5,D,20
S26-D55,S26,POTR5,S,12.5
S26-D59,S26,POTR5,D,13
S26-D60,S26,POTR5,D,34
S26-D61,S26,POTR5,D,15
S26-D64,S26,POTR5,D,40
S26-D65,S26,POTR5,D,14
S26-D66,S26,POTR5,D,15
S26-D67,S26,POTR5,D,15
S26-D69,S26,POTR5,D,20
S26-D71,S26,POTR5,D,20
S26-D72,S26,POTR5,D,12
S26-D75,S26,POTR5,D,15
S26-D76,S26,POTR5,D,15
S26-D77,S26,POTR5,D,18
S26-D79,S26,POTR5,D,35
S26-D80,S26,POTR5,D,12.5
S26-D82,S26,POTR5,D,13
S26-D83,S26,POTR5,D,22
S27-D01,S27,POTR5,S,25
S27-D02,S27,POTR5,S,21.5
S27-D03,S27,POTR5,S,18.5
S27-D04,S27,POTR5,S,14
S27-D05,S27,POTR5,S,10
S27-D06,S27,POTR5,S,10
S27-D07,S27,POTR5,S,11
S27-D08,S27,POTR5,S,8
S27-D09,S27,POTR5,S,12
S27-D10,S27,POTR5,S,13.5
S27-D11,S27,POTR5,D,13
S27-D12,S27,POTR5,D,10
S27-D13,S27,POTR5,D,8.5
S27-D14,S27,POTR5,D,17
S27-D15,S27,POTR5,S,15
S27-D16,S27,POTR5,D,11
S28-D01,S28,POTR5,S,11
S28-D02,S28,POTR5,D,23
S28-D03,S28,POTR5,D,14
S28-D04,S28,POTR5,D,23
S28-D05,S28,POTR5,D,18
S28-D06,S28,POTR5,D,10
S28-D07,S28,POTR5,D,15
S28-D08,S28,POTR5,D,20.5
S28-D09,S28,POTR5,D,15
S28-D10,S28,POTR5,D,26
S28-D11,S28,POTR5,D,18
S28-D12,S28,POTR5,D,22
S28-D13,S28,POTR5,D,18
S28-D14,S28,POTR5,D,22
S28-D15,S28,POTR5,D,33.5
S28-D16,S28,POTR5,S,18
S29-D01,S29,POTR5,S,16
S29-D02,S29,POTR5,S,13
S29-D03,S29,POTR5,S,14.5
S29-D04,S29,POTR5,D,9
S29-D05,S29,POTR5,D,16
S29-D06,S29,POTR5,S,14
S29-D07,S29,POTR5,S,11
S29-D08,S29,POTR5,D,11
S29-D09,S29,POTR5,S,8.5
S29-D10,S29,POTR5,S,14.5
S29-D11,S29,POTR5,D,12.5
S29-D12,S29,POTR5,D,21.5
S29-D13,S29,POTR5,D,14
S29-D14,S29,POTR5,D,14.5
S29-D15,S29,POTR5,S,11.5
S29-D16,S29,POTR5,D,23
S29-D17,S29,POTR5,S,14
S29-D18,S29,POTR5,D,14.5
S29-D19,S29,POTR5,D,11
S29-D20,S29,POTR5,S,9
S29-D22,S29,POTR5,D,10
S29-D23,S29,POTR5,S,8.5
S29-D24,S29,POTR5,D,8
S30-D02,S30,POTR5,D,10.5
S30-D03,S30,POTR5,D,22.5
S30-D04,S30,POTR5,D,8.5
S30-D05,S30,POTR5,D,8
S30-D06,S30,POTR5,D,43
S30-D07,S30,POTR5,D,8.5
S30-D08,S30,POTR5,D,11
S30-D09,S30,POTR5,S,26.5
S30-D11,S30,POTR5,S,12
S30-D12,S30,POTR5,D,10.5
S30-D13,S30,POTR5,D,10
S30-D14,S30,POTR5,D,9
S30-D15,S30,POTR5,S,24
S30-D16,S30,POTR5,S,13.5
S30-D17,S30,POTR5,S,24.5
S30-D18,S30,POTR5,S,10
S30-D19,S30,POTR5,D,13.5
S30-D20,S30,POTR5,S,9
S30-D21,S30,POTR5,S,8
S30-D22,S30,POTR5,D,8.5
S30-D24,S30,POTR5,D,15.5
S30-D25,S30,POTR5,D,7.5
S30-D26,S30,POTR5,S,27
S30-D27,S30,POTR5,S,11.5
S30-D28,S30,POTR5,D,19
S30-D29,S30,POTR5,D,12.5
S30-D30,S30,POTR5,D,9
S30-D32,S30,POTR5,D,8
S30-D33,S30,POTR5,D,14
S30-D34,S30,POTR5,S,13
S30-D35,S30,POTR5,S,8
S30-D36,S30,POTR5,D,18.5
S30-D37,S30,POTR5,D,10.5
S30-D39,S30,POTR5,D,18
S30-D40,S30,POTR5,D,8
S30-D41,S30,POTR5,S,19.5
S30-D42,S30,POTR5,D,18
S30-D43,S30,POTR5,D,16
S30-D44,S30,POTR5,D,8
S30-D45,S30,POTR5,S,13
S30-D46,S30,POTR5,S,15.5
S30-D47,S30,POTR5,S,12
S30-D48,S30,POTR5,S,11.5
S30-D50,S30,POTR5,D,12
S30-D51,S30,POTR5,D,13.5
S31-D01,S31,POTR5,D,9
S31-D02,S31,POTR5,S,13
S31-D06,S31,POTR5,D,26
S31-D07,S31,POTR5,D,21
S31-D08,S31,POTR5,D,28
S31-D09,S31,POTR5,D,21
S31-D10,S31,POTR5,D,16.5
S31-D11,S31,POTR5,D,23
