Sample_ID,Plot_ID,Spp,Avg_diam,Height (cm),Out_of_plot,Year_origin,Year_origin_est
R15-S24,R15,POTR5,,100,N,,
R15-S25,R15,POTR5,,60,N,,
R15-S26,R15,POTR5,,27,N,,
R15-S27,R15,POTR5,,60,N,,
R15-S28,R15,POTR5,,35,N,,
R15-S29,R15,POTR5,,13,N,,
R15-S30,R15,POTR5,,28,N,,
R15-S31,R15,POTR5,,17,N,,
R15-S32,R15,POTR5,,15,N,,
R15-S33,R15,POTR5,,265,N,,
R15-S34,R15,POTR5,,300,N,,
R15-S35,R15,POTR5,,75,N,,
R15-S36,R15,POTR5,,100,N,,
R15-S37,R15,POTR5,,35,N,,
R16-S01,R16,POTR5,0.6,45,N,2009,
R16-S02,R16,POTR5,,54,N,2010,
R16-S03,R16,POTR5,,50,N,2010,
R16-S04,R16,POTR5,,48,N,2010,
R16-S05,R16,POTR5,0.86,110,N,2007,
R16-S06,R16,POTR5,0.84,80,N,2007,
R16-S07,R16,POTR5,0.89,85,N,2008,
R16-S08,R16,POTR5,0.42,55,N,2009,
R16-S09,R16,POTR5,0.87,95,N,2007,
R16-S10,R16,POTR5,3.92,105,N,1990,
R16-S11,R16,POTR5,0.68,70,N,2007,
R16-S12,R16,POTR5,,85,N,,
R16-S13,R16,POTR5,,100,N,,
R16-S14,R16,POTR5,1.07,100,N,2007,
R16-S15,R16,POTR5,,55,N,,
R16-S16,R16,POTR5,,90,N,2008,
R16-S17,R16,POTR5,0.76,85,N,2008,
R16-S18,R16,POTR5,0.49,60,N,2008,
R16-S19,R16,POTR5,,140,N,,
R16-S20,R16,POTR5,,130,N,,
R16-S21,R16,POTR5,,400,N,,
R16-S22,R16,POTR5,,550,N,,
R16-S23,R16,POTR5,,75,N,,
R16-S24,R16,POTR5,,55,N,,
R16-S25,R16,POTR5,,55,N,,
R16-S26,R16,POTR5,,30,N,,
R17-S01,R17,POTR5,0.81,77,N,2009,
R17-S02,R17,POTR5,0.34,55,N,2010,
R17-S03,R17,POTR5,2.09,155,N,2005,
R17-S04,R17,POTR5,3.34,287,N,2003,
R17-S05,R17,POTR5,0.68,75,N,2010,
R17-S06,R17,POTR5,0.22,30,N,2011,
R17-S07,R17,POTR5,0.23,26,N,2011,
R17-S08,R17,POTR5,0.24,30,N,2011,
R17-S09,R17,POTR5,0.24,33,N,2011,
R17-S10,R17,POTR5,0.12,19,N,2011,
R17-S11,R17,POTR5,0.32,32,N,2010,
R17-S12,R17,POTR5,0.5,36,N,2009,
R17-S13,R17,POTR5,0.18,33,N,2011,
R17-S14,R17,POTR5,,15,N,2011,
R17-S15,R17,POTR5,0.17,25,N,2011,
R17-S16,R17,POTR5,,11,N,2011,
R18-S01,R18,POTR5,0.66,35,N,2008,
R18-S02,R18,POTR5,0.27,20,N,2010,
R18-S03,R18,POTR5,1.5,35,N,2002,
R18-S04,R18,POTR5,2.19,230,N,2000,
R18-S05,R18,POTR5,0.6,36,N,2008,
R18-S06,R18,POTR5,7.18,480,N,1976,
R18-S07,R18,POTR5,0.56,34,N,2009,
R18-S08,R18,POTR5,0.4,40,N,2010,
R18-S09,R18,POTR5,0.47,30,N,2009,
R18-S10,R18,POTR5,0.7,35,N,2009,
R18-S11,R18,POTR5,0.44,30,N,2010,
R18-S12,R18,POTR5,0.3,20,N,2009,
R18-S13,R18,POTR5,0.46,30,N,2011,
R18-S14,R18,POTR5,1.81,185,N,2000,
R18-S15,R18,POTR5,1.56,210,N,2001,
R18-S16,R18,POTR5,,22,N,,
R18-S17,R18,POTR5,,20,N,,
R18-S18,R18,POTR5,,25,N,,
R18-S19,R18,POTR5,,30,N,,
R18-S20,R18,POTR5,,25,N,,
R18-S21,R18,POTR5,,26,N,,
R18-S22,R18,POTR5,,35,N,,
R18-S23,R18,POTR5,,40,N,,
R18-S24,R18,POTR5,,20,N,,
R18-S25,R18,POTR5,,20,N,,
R18-S26,R18,POTR5,,24,N,,
R18-S27,R18,POTR5,,20,N,,
R18-S28,R18,POTR5,,130,N,,
R18-S29,R18,POTR5,,75,N,,
R18-S30,R18,POTR5,,110,N,,
R18-S31,R18,POTR5,,70,N,,
R18-S32,R18,POTR5,,35,N,,
R18-S33,R18,POTR5,,40,N,,
R18-S34,R18,POTR5,,130,N,,
R18-S35,R18,POTR5,,50,N,,
R18-S36,R18,POTR5,,35,N,,
R18-S37,R18,POTR5,,45,N,,
R18-S38,R18,POTR5,,35,N,,
R18-S39,R18,POTR5,,35,N,,
R18-S40,R18,POTR5,,30,N,,
R18-S41,R18,POTR5,,50,N,,
R18-S42,R18,POTR5,,34,N,,
R18-S43,R18,POTR5,,26,N,,
R18-S44,R18,POTR5,,10,N,,
R18-S45,R18,POTR5,,11,N,,
R18-S46,R18,POTR5,,12,N,,
R18-S47,R18,POTR5,,18,N,,
R18-S48,R18,POTR5,,41,N,,
R18-S49,R18,POTR5,,22,N,,
R18-S50,R18,POTR5,,21,N,,
R18-S51,R18,POTR5,,44,N,,
R18-S52,R18,POTR5,,30,N,,
R18-S53,R18,POTR5,,32,N,,
R18-S54,R18,POTR5,,25,N,,
R18-S55,R18,POTR5,,22,N,,
R18-S56,R18,POTR5,,25,N,,
R18-S57,R18,POTR5,,44,N,,
R18-S58,R18,POTR5,,42,N,,
R18-S59,R18,POTR5,,30,N,,
R18-S60,R18,POTR5,,20,N,,
R18-S61,R18,POTR5,,20,N,,
R18-S62,R18,POTR5,,20,N,,
R18-S63,R18,POTR5,,30,N,,
R18-S64,R18,POTR5,,15,N,,
R18-S65,R18,POTR5,,50,N,,
R18-S66,R18,POTR5,,30,N,,
R18-S67,R18,POTR5,,40,N,,
R18-S68,R18,POTR5,,35,N,,
R18-S69,R18,POTR5,,35,N,,
R18-S70,R18,POTR5,,42,N,,
R18-S71,R18,POTR5,,44,N,,
R18-S72,R18,POTR5,,38,N,,
R18-S73,R18,POTR5,,39,N,,
R18-S74,R18,POTR5,,22,N,,
R18-S75,R18,POTR5,,24,N,,
R18-S76,R18,POTR5,,36,N,,
R18-S77,R18,POTR5,,47,N,,
R18-S78,R18,POTR5,,25,N,,
R18-S79,R18,POTR5,,39,N,,
R18-S80,R18,POTR5,,25,N,,
R19-S01,R19,POTR5,7.66,500,N,1996,
R19-S02,R19,POTR5,4.84,500,N,2000,
R19-S03,R19,POTR5,2.84,200,N,1999,
R19-S04,R19,POTR5,1.18,80,N,2009,
R19-S05,R19,POTR5,3.1,195,N,1998,
R19-S06,R19,POTR5,6.46,380,N,1996,
R19-S07,R19,POTR5,7.39,390,N,1995,
R19-S08,R19,POTR5,6.98,450,N,1998,
R19-S09,R19,POTR5,6.02,420,N,1997,
R19-S10,R19,POTR5,2.74,175,N,2000,
R20-S01,R20,POTR5,1.54,150,N,2002,
R20-S02,R20,POTR5,1.08,97,N,2002,
R20-S03,R20,POTR5,1.38,160,N,2002,
R20-S04,R20,POTR5,2.98,220,N,2002,
R20-S05,R20,POTR5,3.87,335,N,1999,
R20-S06,R20,POTR5,1.93,210,N,2001,
R20-S07,R20,POTR5,,160,N,,
R20-S08,R20,POTR5,2.3,210,N,1999,
R20-S09,R20,POTR5,2.11,190,N,1998,
R20-S10,R20,POTR5,0.54,35,N,2006,
R20-S11,R20,POTR5,,190,N,,
R20-S12,R20,POTR5,0.88,80,N,2007,
R20-S13,R20,POTR5,0.88,120,N,2006,
R21-S01,R21,POTR5,1.24,65,N,2001,
R21-S02,R21,POTR5,0.74,45,N,2005,
R21-S03,R21,POTR5,0.56,40,N,2008,
R21-S04,R21,POTR5,0.93,60,N,2000,
R21-S05,R21,POTR5,1.08,62,N,2001,
R21-S06,R21,POTR5,0.9,65,N,2001,
R21-S07,R21,POTR5,0.94,60,N,2002,
R21-S08,R21,POTR5,1.02,75,N,2000,
R21-S09,R21,POTR5,1.02,50,N,2003,
R21-S10,R21,POTR5,,25,N,2010,
R21-S11,R21,POTR5,1.66,68,N,2000,
R21-S12,R21,POTR5,1.3,80,N,1998,
R21-S13,R21,POTR5,1.5,70,N,1994,
R21-S14,R21,POTR5,,45,N,,
R21-S15,R21,POTR5,,55,N,,
R21-S16,R21,POTR5,,35,N,,
R21-S17,R21,POTR5,,45,N,,
R21-S18,R21,POTR5,,45,N,,
R21-S19,R21,POTR5,,60,N,,
R21-S20,R21,POTR5,,40,N,,
R21-S21,R21,POTR5,,60,N,,
R21-S22,R21,POTR5,1.15,75,N,1999,
R21-S23,R21,POTR5,,60,N,,
R21-S24,R21,POTR5,,70,N,,
R21-S25,R21,POTR5,,40,N,,
R21-S26,R21,POTR5,,97,N,,1991
R21-S27,R21,POTR5,,24,N,,
R21-S28,R21,POTR5,,22,N,,
R21-S29,R21,POTR5,,60,N,,
R21-S30,R21,POTR5,,46,N,,
R21-S31,R21,POTR5,,65,N,,
R21-S32,R21,POTR5,,67,N,,
R21-S33,R21,POTR5,,47,N,,
R21-S34,R21,POTR5,,40,N,,
R21-S35,R21,POTR5,,33,N,,
R21-S36,R21,POTR5,,51,N,,
R22-S01,R22,POTR5,0.67,75,N,2008,
R22-S02,R22,POTR5,2.08,170,N,1986,
R22-S03,R22,POTR5,3.88,420,N,1968,
R22-S04,R22,POTR5,5,530,N,1986,
R22-S05,R22,POTR5,1.78,205,N,2002,
R22-S06,R22,POTR5,1.38,170,N,1999,
R22-S07,R22,POTR5,1.81,280,N,2002,
R22-S08,R22,POTR5,0.47,85,N,2008,
R22-S09,R22,POTR5,0.72,105,N,2007,
R22-S10,R22,POTR5,3.8,290,N,1988,
R22-S11,R22,POTR5,2.32,200,N,1970,
R22-S12,R22,POTR5,1.25,130,N,2000,
R22-S13,R22,POTR5,1.06,135,N,2002,
R22-S14,R22,POTR5,,270,N,,
R22-S15,R22,POTR5,3.76,315,N,1989,
R22-S16,R22,POTR5,,260,N,,
R22-S17,R22,POTR5,,210,N,,
R22-S18,R22,POTR5,,180,N,,
R22-S19,R22,POTR5,,230,N,,
R22-S20,R22,POTR5,,150,N,,
R22-S21,R22,POTR5,,280,N,,
R23-S01,R23,POTR5,2.23,135,N,2003,
R23-S02,R23,POTR5,1.24,135,N,2007,
R23-S03,R23,POTR5,6.64,400,N,1981,
R23-S04,R23,POTR5,1.12,90,N,2004,
R23-S05,R23,POTR5,0.97,130,N,2009,
R23-S06,R23,POTR5,0.77,55,N,2008,
R23-S07,R23,POTR5,3.36,300,N,1994,
R23-S08,R23,POTR5,0.44,60,N,2010,
R23-S09,R23,POTR5,7.21,600,N,1982,
R23-S10,R23,POTR5,3.18,205,N,1993,
R23-S11,R23,POTR5,0.57,45,N,2009,
R23-S12,R23,POTR5,0.26,45,N,2010,
R23-S13,R23,POTR5,,50,N,,
R23-S14,R23,POTR5,0.58,55,N,2007,
R23-S15,R23,POTR5,0.75,115,N,2010,
R23-S16,R23,POTR5,,110,N,,
R23-S17,R23,POTR5,,550,N,,
R23-S18,R23,POTR5,,600,N,,
R23-S19,R23,POTR5,,600,N,,
R23-S20,R23,POTR5,,575,N,,
R23-S21,R23,POTR5,,300,N,,
R24-S01,R24,POTR5,1.36,120,N,2007,
R24-S02,R24,POTR5,1.66,190,N,2003,
R24-S03,R24,POTR5,1.76,180,N,2002,
R24-S04,R24,POTR5,1.74,200,N,2003,
R24-S05,R24,POTR5,2.61,240,N,2005,
R24-S06,R24,POTR5,1.64,200,N,2006,
R24-S07,R24,POTR5,2.46,135,N,2002,
R24-S08,R24,POTR5,,50,N,,
R24-S09,R24,POTR5,1.14,130,N,2008,
R24-S10,R24,POTR5,1.08,120,N,2006,
R24-S11,R24,POTR5,0.92,120,N,2008,
R24-S12,R24,POTR5,2.12,185,N,2005,
R24-S13,R24,POTR5,0.92,115,N,2009,
R24-S14,R24,POTR5,,20,N,2011,
R24-S15,R24,POTR5,,70,N,,
R24-S16,R24,POTR5,0.52,70,N,2009,
R24-S17,R24,POTR5,0.6,50,N,2008,
R24-S18,R24,POTR5,0.48,50,N,2010,
R24-S19,R24,POTR5,,75,N,,
R24-S20,R24,POTR5,,35,N,,
R24-S21,R24,POTR5,,10,N,,
R24-S22,R24,POTR5,,90,N,,
R24-S23,R24,POTR5,,35,N,,
R24-S24,R24,POTR5,,35,N,,
R24-S25,R24,POTR5,,40,N,,
R24-S26,R24,POTR5,,50,N,,
R24-S27,R24,POTR5,,105,N,,
R24-S28,R24,POTR5,,180,N,,
R24-S29,R24,POTR5,,165,N,,
R24-S30,R24,POTR5,,125,N,,
R24-S31,R24,POTR5,,95,N,,
R24-S32,R24,POTR5,,195,N,,
R24-S33,R24,POTR5,,185,N,,
R24-S34,R24,POTR5,,155,N,,
R25-S01,R25,POTR5,2.72,200,N,2001,
R25-S02,R25,POTR5,1.74,180,N,2008,
R25-S04,R25,POTR5,2.26,150,Y,2002,
R25-S05,R25,POTR5,1.01,95,Y,2004,
R25-S06,R25,POTR5,1.54,135,Y,2008,
R25-S07,R25,POTR5,1.28,145,Y,2008,
R25-S08,R25,POTR5,1.54,130,Y,2007,
R25-S09,R25,POTR5,4.4,230,Y,1998,
R25-S10,R25,POTR5,2.76,210,Y,2006,
R25-S11,R25,POTR5,1.1,100,N,2003,
R26-S01,R26,POTR5,6.55,274,N,2002,
R26-S02,R26,POTR5,0.8,100,N,2008,
R26-S03,R26,POTR5,3.88,274,N,2006,
R26-S04,R26,POTR5,2.36,150,Y,2005,
R26-S05,R26,POTR5,0.86,100,Y,2007,
R26-S06,R26,POTR5,1.59,110,Y,2007,
R26-S07,R26,POTR5,2.74,274,Y,2004,
R26-S08,R26,POTR5,3.63,305,Y,2002,
R26-S09,R26,POTR5,3.71,305,Y,2002,
R26-S10,R26,POTR5,3.15,244,Y,2001,
R27-S01,R27,POTR5,0.6,85,N,2010,
R27-S02,R27,POTR5,0.38,60,N,2011,
R27-S03,R27,POTR5,0.42,560,N,2011,
R27-S04,R27,POTR5,8.33,65,N,1990,
R27-S05,R27,POTR5,6.74,430,N,1995,
R27-S06,R27,POTR5,5.06,400,N,1993,
R27-S07,R27,POTR5,1.32,105,N,2008,
R27-S08,R27,POTR5,0.66,45,Y,2010,
R27-S09,R27,POTR5,4.05,250,Y,2001,
R27-S10,R27,POTR5,0.78,75,Y,2009,
R28-S01,R28,POTR5,0.8,70,N,2003,
R28-S02,R28,POTR5,7.29,400,N,1978,
R28-S03,R28,POTR5,1.14,55,N,2001,
R28-S04,R28,POTR5,4.66,350,N,1982,
R28-S05,R28,POTR5,1.32,120,N,2006,
R28-S06,R28,POTR5,2.22,135,Y,2002,
R28-S07,R28,POTR5,0.42,55,Y,2009,
R28-S08,R28,POTR5,,65,Y,,
R28-S09,R28,POTR5,0.22,40,Y,2010,
R28-S10,R28,POTR5,1.43,100,Y,2005,
R29-S01,R29,POTR5,4.79,300,N,1989,
R29-S02,R29,POTR5,5.05,280,N,1987,
R29-S03,R29,POTR5,2.64,120,N,1990,
R29-S04,R29,POTR5,2.82,135,N,1988,
R29-S05,R29,POTR5,3.98,240,N,1986,
R29-S06,R29,POTR5,4.82,220,N,1985,
R29-S07,R29,POTR5,,140,N,,
R29-S08,R29,POTR5,3.66,200,N,1989,
R29-S09,R29,POTR5,,250,N,,
R29-S10,R29,POTR5,2.7,180,N,1986,
R29-S11,R29,POTR5,3.8,200,N,1989,
R29-S12,R29,POTR5,1.62,98,N,1995,
R29-S13,R29,POTR5,3.92,180,N,1985,
R29-S14,R29,POTR5,3.23,130,N,1987,
R29-S15,R29,POTR5,1.68,85,N,1987,
R29-S16,R29,POTR5,3.08,155,N,1987,
R29-S17,R29,POTR5,3.54,210,N,1991,
R29-S18,R29,POTR5,,400,N,,
R29-S19,R29,POTR5,,190,N,,
R29-S20,R29,POTR5,,220,N,,
R29-S21,R29,POTR5,,140,N,,
R29-S22,R29,POTR5,,190,N,,
R29-S23,R29,POTR5,,240,N,,
R29-S24,R29,POTR5,,100,N,,
R30-S01,R30,POTR5,4.42,245,N,1998,
R30-S02,R30,POTR5,0.66,36,N,2009,
R30-S03,R30,POTR5,2.28,210,N,2005,
R30-S04,R30,POTR5,2.66,200,N,1996,
R30-S05,R30,POTR5,1.4,200,N,2007,
R30-S06,R30,POTR5,2.16,300,N,2005,
R30-S07,R30,POTR5,0.34,45,N,2010,
R30-S08,R30,POTR5,6.81,500,N,1999,
R30-S09,R30,POTR5,0.6,90,Y,2010,
R30-S10,R30,POTR5,5.34,450,Y,1997,
S01-S01,S01,POTR5,1.22,115,N,2008,
S01-S02,S01,POTR5,2.32,190,N,2006,
S01-S03,S01,POTR5,3.16,230,Y,1994,
S01-S04,S01,POTR5,1.24,125,Y,2007,
S01-S05,S01,POTR5,1.18,135,Y,2005,
S01-S06,S01,POTR5,1.17,110,Y,2005,
S01-S07,S01,POTR5,1.26,85,Y,2004,
S01-S08,S01,POTR5,3.8,230,Y,1999,
S01-S09,S01,POTR5,2.22,105,Y,1997,
S01-S10,S01,POTR5,0.84,110,Y,2007,
S02-S01,S02,POTR5,1.72,165,N,2004,
S02-S02,S02,POTR5,3.46,275,N,2002,
S02-S03,S02,POTR5,2.52,155,N,1999,
S02-S04,S02,POTR5,0.92,85,N,2004,
S02-S05,S02,POTR5,,105,N,,
S02-S06,S02,POTR5,5.02,210,N,1987,
S02-S07,S02,POTR5,6.84,274,N,1985,
S02-S08,S02,POTR5,7.28,270,N,1983,
S02-S09,S02,POTR5,5.86,335,N,1986,
S02-S10,S02,POTR5,6.04,220,N,1987,
S02-S11,S02,POTR5,4.65,210,N,1983,
S03-S01,S03,POTR5,1.08,104,N,2006,
S03-S02,S03,POTR5,0.49,60,N,2007,
S03-S03,S03,POTR5,1.92,165,N,2002,
S03-S04,S03,POTR5,2.04,145,N,2000,
S03-S05,S03,POTR5,1.36,70,N,2001,
S03-S06,S03,POTR5,0.42,27,N,2009,
S03-S07,S03,POTR5,1.32,145,N,2002,
S03-S08,S03,POTR5,1.86,155,N,2001,
S03-S09,S03,POTR5,1.78,100,N,1996,
S03-S10,S03,POTR5,0.68,85,N,2006,
S03-S11,S03,POTR5,1.62,110,N,1997,
S03-S12,S03,POTR5,0.97,50,N,2002,
S03-S13,S03,POTR5,1.36,120,N,2002,
S03-S14,S03,POTR5,1.33,105,N,2001,
S03-S15,S03,POTR5,0.56,60,N,2008,
S03-S16,S03,POTR5,0.36,40,N,2008,
S03-S17,S03,POTR5,1.23,30,N,2001,
S03-S18,S03,POTR5,0.84,65,N,2002,
S03-S19,S03,POTR5,0.84,85,N,2003,
S03-S20,S03,POTR5,1.74,170,N,2002,
S03-S21,S03,POTR5,3.03,275,N,2000,
S03-S22,S03,POTR5,1.4,145,N,2000,
S03-S23,S03,POTR5,1.86,200,N,2001,
S03-S24,S03,POTR5,0.78,70,N,2007,
S04-S01,S04,POTR5,3.5,200,N,1999,
S04-S02,S04,POTR5,2.48,105,N,1996,
S04-S03,S04,POTR5,1.91,245,N,1991,
S04-S04,S04,POTR5,,40,N,,
S04-S05,S04,POTR5,1.7,125,N,2004,
S04-S06,S04,POTR5,,25,N,2011,
S04-S07,S04,POTR5,3.8,280,N,1976,
S04-S08,S04,POTR5,7.46,350,N,1972,
S04-S09,S04,POTR5,3.88,190,N,1994,
S04-S10,S04,POTR5,1.48,75,N,2004,
S04-S11,S04,POTR5,0.73,35,N,2007,
S04-S12,S04,POTR5,,8,N,2011,
S04-S13,S04,POTR5,,4,N,2011,
S04-S14,S04,POTR5,,110,N,,
S04-S15,S04,POTR5,3.92,310,N,1984,
S04-S16,S04,POTR5,3.09,90,N,1992,
S04-S17,S04,POTR5,4.05,280,N,1988,
S04-S18,S04,POTR5,0.71,51,N,2008,
S04-S19,S04,POTR5,0.78,35,N,2005,
S04-S20,S04,POTR5,3.09,230,N,2002,
S04-S21,S04,POTR5,,370,N,,
S04-S22,S04,POTR5,,270,N,,
S04-S23,S04,POTR5,,105,N,,
S04-S24,S04,POTR5,,110,N,,
S04-S25,S04,POTR5,,240,N,,
S04-S26,S04,POTR5,,163,N,,
S04-S27,S04,POTR5,,210,N,,
S04-S28,S04,POTR5,,45,N,,
S04-S29,S04,POTR5,,205,N,,
S04-S30,S04,POTR5,,270,N,,
S04-S31,S04,POTR5,,120,N,,
S04-S32,S04,POTR5,,76,N,,
S04-S33,S04,POTR5,,29,N,,
S04-S34,S04,POTR5,,75,N,,
S04-S35,S04,POTR5,,31,N,,
S05-S01,S05,POTR5,0.52,53,N,2005,
S05-S02,S05,POTR5,1.1,105,N,2008,
S05-S03,S05,POTR5,1.3,60,N,2003,
S05-S04,S05,POTR5,2.32,165,N,2001,
S05-S05,S05,POTR5,0.64,75,N,2010,
S05-S06,S05,POTR5,2.28,220,N,1999,
S05-S07,S05,POTR5,2.94,270,N,1993,
S05-S08,S05,POTR5,2.19,225,N,2001,
S05-S09,S05,POTR5,0.84,85,N,2004,
S05-S10,S05,POTR5,0.68,90,N,2008,
S05-S11,S05,POTR5,5.95,330,N,1982,
S05-S12,S05,POTR5,1.44,135,N,2000,
S05-S13,S05,POTR5,3.98,245,N,1999,
S05-S14,S05,POTR5,2.1,220,N,2003,
S05-S15,S05,POTR5,1.62,160,N,2001,
S06-S01,S06,POTR5,1.86,170,N,1999,
S06-S02,S06,POTR5,0.91,85,N,2003,
S06-S03,S06,POTR5,2.6,285,N,2003,
S06-S04,S06,POTR5,2.35,270,N,2003,
S06-S05,S06,POTR5,0.8,85,N,2003,
S06-S06,S06,POTR5,1.61,125,N,1998,
S06-S07,S06,POTR5,1.52,160,N,1999,
S06-S08,S06,POTR5,1.2,125,N,2003,
S06-S09,S06,POTR5,1.4,135,N,2002,
S06-S10,S06,POTR5,2.24,120,N,2000,
S06-S11,S06,POTR5,1.98,175,N,2000,
S06-S12,S06,POTR5,1.58,130,N,2003,
S06-S13,S06,POTR5,1.06,125,N,2004,
S06-S14,S06,POTR5,3.14,366,N,1998,
S07-S01,S07,POTR5,2.5,125,N,2006,
S07-S02,S07,POTR5,0.92,25,N,2007,
S07-S03,S07,POTR5,1.02,40,N,2007,
S07-S04,S07,POTR5,0.85,45,N,2007,
S07-S05,S07,POTR5,0.92,38,N,2007,
S07-S06,S07,POTR5,2.79,130,N,2001,
S07-S07,S07,POTR5,1.46,65,N,2006,
S07-S08,S07,POTR5,1.71,102,N,2005,
S07-S09,S07,POTR5,0.94,55,N,2005,
S07-S10,S07,POTR5,2.62,180,N,2002,
S07-S11,S07,POTR5,1.51,120,N,2003,
S07-S12,S07,POTR5,2.06,200,N,2002,
S07-S13,S07,POTR5,2.5,310,N,2003,
S07-S14,S07,POTR5,1.66,330,N,1999,
S07-S15,S07,POTR5,1.28,125,N,2004,
S07-S16,S07,POTR5,,125,N,,
S07-S17,S07,POTR5,,275,N,,
S07-S18,S07,POTR5,,200,N,,
S07-S19,S07,POTR5,,175,N,,
S07-S20,S07,POTR5,,549,N,,
S07-S21,S07,POTR5,,671,N,,
S08-S01,S08,POTR5,1.74,140,N,2002,
S08-S02,S08,POTR5,4.68,295,N,1991,
S08-S03,S08,POTR5,,98,N,,
S08-S04,S08,POTR5,3.3,310,N,1999,
S08-S05,S08,POTR5,2.27,187,N,2000,
S08-S06,S08,POTR5,4.72,130,N,1991,
S08-S07,S08,POTR5,6.46,375,N,1975,
S08-S08,S08,POTR5,0.72,65,N,2005,
S08-S09,S08,POTR5,0.34,25,N,2010,
S08-S10,S08,POTR5,0.26,15,N,2011,
S08-S11,S08,POTR5,0.28,23,N,2011,
S08-S12,S08,POTR5,0.17,25,N,2011,
S08-S13,S08,POTR5,1.58,185,N,2000,
S08-S14,S08,POTR5,2.2,230,N,2001,
S08-S15,S08,POTR5,1.37,154,N,2004,
S08-S16,S08,POTR5,0.57,61,N,2008,
S08-S17,S08,POTR5,,33,N,,
S08-S18,S08,POTR5,,108,N,,
S08-S19,S08,POTR5,,245,N,,
S08-S20,S08,POTR5,,330,N,,
S08-S21,S08,POTR5,,85,N,,
S08-S22,S08,POTR5,,40,N,,
S08-S23,S08,POTR5,,51,N,,
S08-S24,S08,POTR5,,82,N,,
S09-S01,S09,POTR5,3.36,230,N,2000,
S09-S02,S09,POTR5,0.9,85,N,2006,
S09-S03,S09,POTR5,1.81,145,N,2001,
S09-S04,S09,POTR5,1.24,115,N,2001,
S09-S05,S09,POTR5,3.82,220,N,2001,
S09-S06,S09,POTR5,3,200,N,2002,
S09-S07,S09,POTR5,1.08,80,N,2002,
S09-S08,S09,POTR5,1.17,95,N,2001,
S09-S09,S09,POTR5,0.72,55,N,2003,
S09-S10,S09,POTR5,0.84,70,N,2007,
S09-S11,S09,POTR5,,55,N,,
S09-S12,S09,POTR5,0.55,53,N,2008,
S09-S13,S09,POTR5,0.82,58,N,2007,
S09-S14,S09,POTR5,0.85,75,N,2006,
S09-S15,S09,POTR5,0.56,55,N,2007,
S09-S16,S09,POTR5,,55,N,,
S09-S17,S09,POTR5,0.69,150,N,2007,
S09-S18,S09,POTR5,2.7,200,N,2000,
S09-S19,S09,POTR5,1.35,120,N,2001,
S10-S01,S10,POTR5,1.34,138,N,1999,
S10-S02,S10,POTR5,1.24,128,N,2006,
S10-S03,S10,POTR5,1.33,131,N,2004,
S10-S04,S10,POTR5,2.1,157,N,1999,
S10-S05,S10,POTR5,0.98,100,N,2003,
S10-S06,S10,POTR5,1.72,96,N,2001,
S10-S07,S10,POTR5,1.18,52,N,2005,
S10-S08,S10,POTR5,3.57,220,N,1994,
S10-S09,S10,POTR5,1.36,110,Y,2004,
S10-S10,S10,POTR5,3.11,205,Y,2001,
S11-S01,S11,POTR5,1.24,ND,N,2003,
S11-S02,S11,POTR5,1.42,ND,N,,
S11-S03,S11,POTR5,0.96,ND,N,2001,
S11-S04,S11,POTR5,1.79,ND,N,1996,
S11-S05,S11,POTR5,0.53,ND,N,,
S11-S06,S11,POTR5,1.9,ND,N,2001,
S11-S07,S11,POTR5,1.24,ND,N,2002,
S11-S08,S11,POTR5,,ND,N,,
S11-S09,S11,POTR5,2.96,ND,N,,
S11-S10,S11,POTR5,1.22,ND,N,2000,
S11-S11,S11,POTR5,1.58,ND,N,2006,
S11-S12,S11,POTR5,1.68,ND,N,1989,
S11-S13,S11,POTR5,,ND,N,,
S11-S14,S11,POTR5,0.72,ND,N,2006,
S11-S15,S11,POTR5,,ND,N,,
S11-S16,S11,POTR5,3.32,ND,N,1981,
S11-S17,S11,POTR5,,ND,N,,
S11-S18,S11,POTR5,,ND,N,,
S11-S19,S11,POTR5,,ND,N,,
S11-S20,S11,POTR5,,ND,N,,
S11-S21,S11,POTR5,,ND,N,,
S11-S22,S11,POTR5,,ND,N,,
S11-S23,S11,POTR5,,ND,N,,
S11-S24,S11,POTR5,,ND,N,,
S11-S25,S11,POTR5,,ND,N,,
S11-S26,S11,POTR5,,ND,N,,
S11-S27,S11,POTR5,,ND,N,,
S11-S28,S11,POTR5,,ND,N,,
S11-S29,S11,POTR5,,ND,N,,
S11-S30,S11,POTR5,,ND,N,,
S11-S31,S11,POTR5,,ND,N,,
S11-S32,S11,POTR5,,ND,N,,
S11-S33,S11,POTR5,,ND,N,,
S11-S34,S11,POTR5,,ND,N,,
S11-S35,S11,POTR5,,ND,N,,
S11-S36,S11,POTR5,,ND,N,,
S11-S37,S11,POTR5,,ND,N,,
S12-S01,S12,POTR5,1.52,140,N,2004,
S12-S02,S12,POTR5,0.98,85,N,2006,
S12-S03,S12,POTR5,0.98,130,N,2005,
S12-S04,S12,POTR5,1.08,105,N,2005,
S12-S05,S12,POTR5,0.39,30,N,2008,
S12-S06,S12,POTR5,0.74,47,N,2006,
S12-S07,S12,POTR5,,110,N,,
S12-S08,S12,POTR5,1.48,165,N,2004,
S12-S09,S12,POTR5,0.82,75,N,2007,
S12-S10,S12,POTR5,1.65,185,N,2005,
S12-S11,S12,POTR5,1.54,155,N,2005,
