age_CE,DP0701A_raw,DP0702A_raw,DP0703B_raw,DP0705B_raw,DP0706B_raw,DP0707B_raw,DP0708B_raw,DP0709A_raw,DP0710B_raw,DP0713A_raw,DP0714A_raw,DP0715A_raw,DP0717B_raw,DP0718A_raw,DP0721B_raw,DP0722B_raw,DP0723A_raw,DP0724B_raw,DP0725B_raw,DP0726A_raw,DP0727A_raw,DP0728A_raw,DP0729A_raw,DP0731A_raw,DP0732B_raw,DP0733A_raw,DP0701A_raw_outlier_flag,DP0702A_raw_outlier_flag,DP0703B_raw_outlier_flag,DP0705B_raw_outlier_flag,DP0706B_raw_outlier_flag,DP0707B_raw_outlier_flag,DP0708B_raw_outlier_flag,DP0709A_raw_outlier_flag,DP0710B_raw_outlier_flag,DP0713A_raw_outlier_flag,DP0714A_raw_outlier_flag,DP0715A_raw_outlier_flag,DP0717B_raw_outlier_flag,DP0718A_raw_outlier_flag,DP0721B_raw_outlier_flag,DP0722B_raw_outlier_flag,DP0723A_raw_outlier_flag,DP0724B_raw_outlier_flag,DP0725B_raw_outlier_flag,DP0726A_raw_outlier_flag,DP0727A_raw_outlier_flag,DP0728A_raw_outlier_flag,DP0729A_raw_outlier_flag,DP0731A_raw_outlier_flag,DP0732B_raw_outlier_flag,DP0733A_raw_outlier_flag
1973,0.54,0.31,0.78,0.83,0.57,0.66,0.86,0.79,0.73,1.03,0.94,1.16,1.34,1.06,0.85,1.23,0.58,1.09,0.69,1.12,0.34,0.6,0.89,1.4,0.86,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,0.5,0.28,0.8,0.87,0.54,0.69,0.81,0.7,0.6,0.85,0.99,0.97,1.32,1.05,0.79,1.1,0.52,1.03,0.68,0.93,0.27,0.59,0.8,1.24,0.59,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,0.54,0.23,0.78,0.66,0.53,0.57,0.73,0.7,0.65,0.83,0.82,0.83,1.01,1.01,0.83,1.02,0.4,1.07,0.65,0.61,0.27,0.51,0.77,1.26,0.86,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,0.44,0.31,0.65,0.69,0.49,0.71,0.74,0.9,0.85,0.94,0.85,0.93,1.22,1.1,1.21,1.14,0.39,1.05,0.7,1.12,0.27,0.61,0.73,1.08,0.67,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1977,0.48,0.42,0.64,0.76,0.53,0.7,0.73,0.9,0.81,0.89,0.83,0.86,1.14,1.22,1.1,1.17,0.45,1.14,0.76,1.03,0.26,0.57,0.76,1.07,0.88,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,0.56,0.37,0.7,0.6,0.49,0.76,0.64,0.72,0.87,0.82,0.79,0.94,1.16,1.21,0.99,1.06,0.53,1.04,0.74,1.16,0.27,0.54,0.78,1.18,0.63,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,0.53,0.33,0.66,0.71,0.54,0.86,0.74,0.79,0.84,0.77,0.91,1.19,1.2,1.3,1.13,1.26,0.59,1.04,0.75,1.26,0.3,0.55,0.86,1.14,0.75,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1980,0.57,0.31,0.65,0.88,0.55,0.84,0.8,0.92,0.76,0.81,0.84,1.21,1.16,1.43,1.12,1.44,0.5,1.17,0.76,1.12,0.32,0.57,0.74,1.24,1.05,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1981,0.49,0.35,1.02,1.27,0.58,1.07,0.9,1.09,1.07,1.12,0.82,1.23,1.32,1.88,1.05,1.41,0.33,1.25,0.92,1.09,0.42,0.78,0.77,1.29,1.34,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1982,0.62,0.3,0.83,0.84,0.48,0.81,0.77,0.83,0.78,0.91,0.99,0.97,1.03,1.45,0.78,1.14,0.47,1,0.73,0.89,0.33,0.58,0.67,1.38,1.06,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1983,0.45,0.21,0.69,0.76,0.46,0.82,0.72,0.77,0.75,0.79,0.8,0.83,0.82,1.25,0.68,0.97,0.39,0.98,0.58,0.67,0.38,0.59,0.55,1.35,1.02,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1984,0.59,0.31,1.06,0.94,0.73,0.97,0.95,1.09,0.97,1.02,0.88,1,1.08,1.37,1.01,1.15,0.66,1.23,0.75,0.95,0.55,0.78,0.79,1.42,1.16,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1985,0.69,0.4,1.17,1.05,0.68,0.73,0.94,1.08,0.8,1.13,0.56,1.15,1.09,1.59,0.88,1.12,0.82,1.1,0.74,0.85,0.64,0.77,0.78,1.52,1.06,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1986,0.52,0.31,0.93,0.93,0.77,0.7,0.86,0.84,0.76,0.99,0.65,0.87,1.15,1.43,0.7,0.87,0.58,0.84,0.52,0.62,0.5,0.68,0.56,1.39,0.88,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1987,0.63,0.3,0.84,0.94,0.65,0.72,0.79,0.89,0.75,0.92,0.65,0.9,1.18,1.32,0.74,0.9,0.66,1.09,0.61,0.75,0.55,0.71,0.36,1.27,1.2,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1988,0.53,0.22,0.58,0.86,0.51,0.82,0.65,0.74,0.62,0.9,0.68,0.71,1.07,1.12,0.62,0.8,0.45,0.8,0.7,0.62,0.55,0.52,0.6,1.01,1.29,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1989,0.61,0.22,0.58,0.93,0.45,0.67,0.69,0.58,0.7,0.59,1.07,0.76,1.04,1.04,0.56,0.81,0.46,0.82,0.62,0.87,0.52,0.59,0.43,1.16,1.17,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1990,0.61,0.2,0.78,0.91,0.88,0.78,0.69,0.73,0.71,0.75,1.12,0.86,0.99,1.51,0.81,0.89,0.56,1.17,0.79,0.95,0.29,0.7,0.48,1.38,1.59,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
