Year,HSU01A,HSU01B,HSU02A,HSU02B,HSU03A,HSU04A,HSU04B,HSU05A,HSU05B,HSU06A,HSU06B,HSU07A,HSU07B,HSU08A,HSU08B,LCU01A,LCU01B,LCU02A,LCU02B,LCU03A,LCU03B,LCU04A,LCU04B,LCU05A,LCU05B,LCU06A,LCU06B,LCU07A,LCU07B,LCU08A,LCU08B,LCU09A,LCU09B,LCU10A,LCU10B,MLU01A,MLU01B,MLU02A,MLU02B,MLU03A,MLU03B,MLU04A,MLU04B,MLU05A,MLU05B,MLU06A,MLU06B,MLU06Bb,MLU07A,MLU07B,MLU08A,MLU09A,MLU09B,MLU10A,MLU10B,VMU01A,VMU01B,VMU02A,VMU02B,VMU03A,VMU03B,VMU04A,VMU04B,VMU05B,VMU06A,VMU06B,VMU07A,VMU07B,VMU08A,VMU08B,VMU09A,VMU09B,VMU10A,VMU10B
1781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416,0.224,0.528,0.345,0.205,0.649,NA,NA,NA,NA,NA,NA,0.325,0.273,NA,0.206,0.525,0.21,0.228,0.196,NA,NA,0.67,0.598,NA,NA,0.231,0.195,0.693,0.483,0.31,0.422,NA,NA,0.951,NA,0.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,1.669,1.29,NA,2.704,NA,NA,NA,NA,1.642,1.746
1782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.255,0.471,0.306,0.214,0.772,NA,NA,NA,NA,NA,NA,0.342,0.221,NA,0.207,0.475,0.218,0.228,0.16,NA,NA,0.543,0.619,NA,NA,0.271,0.237,0.561,0.489,0.322,0.368,NA,NA,0.957,NA,0.962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.797,2.259,1.247,2.868,3.475,NA,NA,NA,NA,1.396,1.354
1783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.381,0.354,0.607,0.396,0.19,1.089,NA,NA,NA,NA,NA,NA,0.402,0.327,NA,0.234,0.451,0.179,0.273,0.179,NA,NA,0.485,0.665,NA,NA,0.285,0.193,0.724,0.574,0.376,0.36,NA,NA,0.909,NA,1.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.818,1.986,1.086,2.787,3.492,NA,NA,NA,NA,1.912,2.062
1784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341,0.369,0.633,0.384,0.261,0.973,NA,NA,NA,NA,NA,NA,0.456,0.28,NA,0.225,0.413,0.256,0.285,0.165,NA,NA,0.568,0.509,NA,NA,0.185,0.149,0.91,0.599,0.324,0.485,NA,NA,1.436,NA,0.986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,1.57,1.116,2.044,2.598,NA,NA,NA,NA,1.785,1.586
1785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393,0.379,0.72,0.434,0.265,0.796,NA,NA,NA,NA,NA,NA,0.518,0.348,NA,0.315,0.596,0.333,0.416,0.257,NA,NA,0.483,0.398,NA,NA,0.159,0.135,0.642,0.584,0.228,0.465,NA,NA,1.063,NA,0.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.763,1.576,1.39,1.926,2.857,NA,NA,NA,NA,1.815,1.724
1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309,0.276,0.598,0.312,0.259,0.743,NA,NA,NA,NA,NA,NA,0.342,0.238,NA,0.288,0.415,0.226,0.18,0.128,NA,NA,0.639,0.649,NA,NA,0.356,0.149,0.998,0.614,0.342,0.5,NA,NA,0.963,NA,0.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.881,1.493,1.483,2.267,3.608,NA,NA,NA,NA,1.887,2.127
1787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.349,0.365,0.535,0.338,0.318,0.62,NA,NA,NA,NA,NA,NA,0.427,0.254,NA,0.326,0.39,0.175,0.269,0.198,NA,NA,0.778,0.789,NA,NA,0.264,0.162,0.911,0.75,0.326,0.329,NA,NA,0.909,NA,0.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.032,1.687,1.751,2.81,3.361,NA,NA,NA,NA,2.481,2.8
1788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.347,0.368,0.567,0.359,0.208,0.507,NA,NA,NA,NA,NA,NA,0.417,0.303,NA,0.319,0.4,0.193,0.252,0.167,NA,NA,0.598,0.636,NA,NA,0.214,0.191,0.587,0.6,0.294,0.519,NA,NA,1.041,NA,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.943,1.34,1.305,1.587,2.643,NA,NA,NA,NA,1.589,1.883
1789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269,0.264,0.419,0.247,0.223,0.415,NA,NA,NA,NA,NA,NA,0.292,0.236,NA,0.284,0.46,0.196,0.185,0.134,NA,NA,0.453,0.53,NA,NA,0.259,0.201,0.61,0.544,0.27,0.509,NA,NA,0.927,NA,0.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925,1.048,1.158,1.816,3.101,NA,NA,NA,NA,1.33,1.678
1790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.298,0.245,0.443,0.279,0.264,0.545,NA,NA,NA,NA,NA,NA,0.394,0.26,NA,0.306,0.483,0.203,0.166,0.123,NA,NA,0.582,0.601,NA,NA,0.457,0.327,0.72,0.775,0.357,0.644,NA,NA,1.665,NA,0.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.537,1.681,1.992,1.892,2.841,NA,NA,NA,NA,1.571,1.971
1791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.277,0.276,0.401,0.329,0.291,0.523,NA,NA,NA,NA,NA,NA,0.408,0.282,NA,0.303,0.402,0.215,0.198,0.18,NA,NA,0.684,0.473,NA,NA,0.386,0.311,0.804,0.733,0.276,0.445,NA,NA,1.934,NA,0.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.561,1.511,1.687,2.067,3.076,NA,NA,1.823,NA,2.414,2.334
1792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.486,0.463,0.631,0.495,0.464,0.64,NA,NA,NA,NA,NA,NA,0.62,0.458,NA,0.405,0.521,0.296,0.398,0.331,NA,NA,0.873,0.604,NA,NA,0.35,0.29,0.75,1.102,0.439,0.449,NA,NA,1.817,NA,1.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.733,2.482,2.773,3.06,3.76,NA,NA,2.877,NA,3.604,3.781
1793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.535,0.696,0.474,0.408,0.704,NA,NA,NA,NA,NA,NA,0.659,0.46,NA,0.366,0.543,0.303,0.363,0.273,NA,NA,0.469,0.409,NA,NA,0.231,0.203,0.669,0.687,0.27,0.398,NA,NA,1.166,NA,1.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.974,1.398,1.469,1.746,2.005,NA,NA,1.672,NA,2.006,1.399
1794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.453,0.52,0.589,0.337,0.327,0.572,NA,NA,NA,NA,NA,NA,0.414,0.316,NA,0.37,0.397,0.275,0.345,0.289,NA,NA,0.583,0.352,NA,NA,0.247,0.131,0.65,0.878,0.25,0.394,NA,NA,0.983,NA,1.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.081,1.943,2.025,2.096,2.79,NA,NA,2.178,NA,2.086,1.849
1795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.624,0.601,0.958,0.461,0.394,0.564,0.569,NA,NA,NA,NA,NA,0.55,0.465,NA,0.411,0.509,0.337,0.445,0.359,NA,NA,0.639,0.344,NA,NA,0.322,0.197,0.529,0.796,0.374,0.476,NA,NA,1.01,NA,0.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.788,1.353,1.578,1.976,2.288,NA,NA,1.996,NA,1.49,1.091
1796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.668,0.595,1.079,0.491,0.509,0.579,0.657,NA,NA,NA,NA,NA,0.642,0.359,NA,0.467,0.523,0.387,0.482,0.396,NA,NA,0.71,0.483,NA,NA,0.311,0.224,0.635,0.71,0.304,0.439,NA,NA,1.12,NA,0.746,NA,0.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.012,1.337,1.471,2.018,2.377,NA,NA,2.001,NA,1.694,1.179
1797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.688,0.642,1.407,0.675,0.651,0.8,0.756,NA,NA,NA,NA,NA,0.813,0.42,NA,0.458,0.644,0.435,0.546,0.459,NA,NA,0.459,0.28,NA,NA,0.199,0.137,0.533,0.405,0.301,0.403,NA,NA,1.135,NA,1.189,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.808,1.055,1.357,2.091,3.294,NA,NA,1.555,NA,1.53,1.104
1798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811,0.7,1.211,0.583,0.656,0.777,0.874,NA,NA,NA,NA,NA,0.899,0.599,NA,0.393,0.706,0.365,0.475,0.416,NA,NA,0.452,0.289,NA,NA,0.18,0.155,0.664,0.56,0.38,0.45,NA,NA,1.297,NA,1.005,NA,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505,0.564,0.749,1.579,2.633,NA,NA,1.061,NA,1.48,0.998
1799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.737,0.564,1.228,0.491,0.591,0.65,0.777,NA,NA,NA,NA,NA,0.631,0.582,0.622,0.453,0.648,0.368,0.471,0.382,NA,NA,0.589,0.373,NA,NA,0.233,0.192,0.735,0.637,0.345,NA,NA,NA,1.328,NA,0.962,NA,0.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579,1.107,1.608,2.4,3.297,NA,NA,1.649,NA,1.593,1.01
1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.606,0.513,0.905,0.38,0.477,0.539,0.718,NA,NA,NA,NA,NA,0.46,0.455,0.584,0.395,0.479,0.28,0.425,0.379,NA,NA,0.625,0.311,NA,NA,0.3,0.133,0.692,0.658,0.365,NA,NA,NA,1.567,NA,1.087,NA,0.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.787,1.181,1.547,2.477,3.137,NA,NA,1.82,NA,1.629,1.072
1801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.688,0.643,0.904,0.402,0.532,0.563,0.771,NA,NA,0.71,NA,NA,0.502,0.425,0.886,0.518,0.506,0.347,0.54,0.474,NA,NA,0.512,0.235,NA,NA,0.15,0.066,0.47,0.682,0.248,NA,NA,NA,1.124,NA,0.92,NA,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.776,1.439,1.591,2.336,2.46,NA,NA,2.051,NA,1.871,1.271
1802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.718,0.69,1.167,0.489,0.599,0.758,0.918,NA,NA,0.414,NA,NA,0.587,0.465,1.118,0.52,0.489,0.347,0.548,0.498,NA,NA,0.527,0.294,NA,NA,0.282,0.179,0.589,0.636,0.329,NA,NA,NA,1.123,NA,0.866,NA,0.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.861,1.712,2.125,2.936,3.022,NA,NA,2.368,NA,2.573,1.551
1803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578,0.547,0.739,0.433,0.464,0.66,0.947,NA,NA,0.209,NA,NA,0.478,0.273,0.927,0.499,0.363,0.207,0.432,0.401,NA,NA,0.645,0.312,NA,NA,0.239,0.176,0.644,0.891,0.332,NA,NA,NA,0.922,NA,1.228,NA,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.159,2.039,2.128,2.456,3.384,NA,NA,2.652,NA,2.529,1.865
1804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,0.592,0.995,0.427,0.504,0.712,0.923,NA,NA,0.244,NA,NA,0.469,0.272,0.88,0.568,0.515,0.353,0.478,0.368,NA,NA,0.336,0.17,NA,NA,0.263,0.235,0.514,0.587,0.261,NA,NA,NA,0.994,NA,1.017,NA,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.847,1.064,1.135,1.564,2.114,NA,NA,1.942,NA,1.35,1.071
1805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.391,0.367,0.682,0.373,0.447,0.584,0.779,NA,NA,0.195,NA,NA,0.369,0.16,0.844,0.553,0.475,0.361,0.434,0.261,NA,NA,0.419,0.21,NA,NA,0.323,0.228,0.628,0.764,0.319,NA,NA,NA,1.19,NA,1.344,NA,0.432,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.028,1.418,1.556,2.677,2.751,NA,NA,1.992,NA,1.347,1.301
1806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.495,0.406,0.921,0.42,0.435,0.585,0.754,NA,NA,0.193,NA,NA,0.469,0.267,0.952,0.554,0.46,0.358,0.445,0.371,NA,NA,0.58,0.444,NA,NA,0.454,0.2,0.85,0.9,0.304,NA,NA,NA,1.02,NA,1.332,NA,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.202,1.411,1.666,2.623,3.279,NA,NA,2.104,NA,2.306,2.011
1807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446,0.39,0.944,0.39,0.42,0.637,0.711,NA,NA,0.251,NA,NA,0.608,0.363,1.017,0.508,0.456,0.427,0.358,0.313,NA,NA,0.445,0.305,NA,NA,0.213,0.166,0.792,0.638,0.331,NA,NA,NA,0.772,NA,1.348,NA,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.794,1.191,1.339,1.962,2.821,NA,NA,1.861,NA,1.288,0.843
1808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483,0.361,0.961,0.389,0.448,0.539,0.685,NA,NA,0.29,NA,NA,0.525,0.333,0.934,0.487,0.432,0.329,0.382,0.291,NA,NA,0.475,0.484,NA,NA,0.301,0.187,0.732,0.621,0.391,NA,NA,NA,0.858,NA,1.361,NA,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.046,1.811,1.941,2.532,3.016,NA,NA,2.103,NA,1.525,1.217
1809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435,0.348,0.923,0.337,0.348,0.481,0.664,NA,NA,0.246,NA,NA,0.465,0.361,0.823,0.504,0.403,0.251,0.314,0.243,NA,NA,0.529,0.466,NA,NA,0.28,0.208,0.637,0.534,0.341,NA,NA,NA,0.626,NA,1.417,NA,0.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.654,1.269,1.115,1.798,2.071,NA,NA,1.875,NA,1.139,0.936
1810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.317,0.248,0.548,0.278,0.42,0.425,0.59,NA,NA,0.196,NA,NA,0.338,0.417,0.678,0.445,0.364,0.3,0.307,0.272,NA,NA,0.42,0.393,NA,NA,0.33,0.162,0.614,0.591,0.34,NA,NA,NA,0.869,NA,1.268,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833,0.919,0.929,1.99,2.259,NA,NA,2.015,NA,0.774,0.788
1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.465,0.276,0.697,0.335,0.455,0.479,0.597,NA,NA,0.167,NA,NA,0.462,0.451,0.725,0.42,0.455,0.394,0.356,0.275,NA,NA,0.466,0.399,NA,NA,0.355,0.205,0.571,0.751,0.321,NA,NA,NA,0.946,NA,0.947,NA,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.929,1.512,1.14,2.546,2.729,NA,NA,2.419,NA,1.155,1.1
1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,0.42,0.777,0.481,0.462,0.646,0.62,NA,NA,0.215,NA,NA,0.701,0.466,0.869,0.481,0.455,0.412,0.579,0.443,NA,NA,0.435,0.382,NA,NA,0.347,0.248,0.557,0.671,0.339,NA,NA,NA,0.782,NA,0.958,NA,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.956,1.342,1.078,2.95,2.56,NA,NA,2.082,NA,1.138,1.174
1813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.584,0.399,0.752,0.464,0.435,0.567,0.523,NA,NA,0.239,NA,NA,0.5,0.368,0.671,0.349,0.382,0.306,0.368,0.332,NA,NA,0.492,0.474,NA,NA,0.37,0.254,0.636,0.672,0.336,NA,NA,NA,0.668,NA,1.137,NA,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.066,1.358,0.88,2.343,2.482,NA,NA,1.781,NA,1.148,1.066
1814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.381,0.769,0.484,0.44,0.498,0.587,NA,NA,0.271,NA,NA,0.433,0.356,0.704,0.386,0.332,0.316,0.362,0.306,NA,NA,0.602,0.715,NA,NA,0.282,0.215,0.587,0.806,0.337,NA,NA,NA,0.586,NA,0.8,NA,0.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.028,1.245,0.779,2.155,2.358,NA,NA,1.532,NA,0.803,0.838
1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.431,0.414,0.747,0.39,0.428,0.473,0.544,NA,NA,0.231,NA,NA,0.352,0.303,0.737,0.419,0.302,0.293,0.319,0.22,NA,NA,0.32,0.686,NA,NA,0.273,0.218,0.477,0.685,0.31,NA,NA,NA,0.7,NA,0.699,NA,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965,1.485,0.944,2.549,2.391,NA,NA,1.668,NA,0.856,0.741
1816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.475,0.49,0.664,0.351,0.438,0.53,0.582,NA,NA,0.453,NA,NA,0.356,0.311,0.657,0.373,0.269,0.274,0.378,0.284,NA,NA,0.385,0.772,NA,NA,0.307,0.271,0.361,0.81,0.306,NA,NA,NA,0.741,NA,1.05,NA,0.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,1.401,0.978,2.61,2.118,NA,NA,2.48,NA,1.387,1.228
1817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.492,0.444,0.731,0.346,0.398,0.473,0.494,NA,NA,0.346,NA,NA,0.393,0.319,0.726,0.41,0.327,0.266,0.33,0.34,NA,NA,0.47,0.419,NA,NA,0.287,0.135,0.409,0.864,0.288,NA,NA,NA,0.74,NA,0.996,NA,0.654,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,1.49,0.984,1.991,1.892,NA,NA,2.354,NA,1.433,1.467
1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543,0.476,0.843,0.412,0.441,0.424,0.487,NA,NA,0.3,NA,NA,0.416,0.304,0.766,0.429,0.369,0.314,0.457,0.352,NA,NA,0.431,0.514,NA,NA,0.43,0.249,0.418,0.86,0.332,NA,NA,NA,0.941,NA,0.811,NA,0.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.928,1.197,0.794,1.543,1.784,NA,NA,2.196,NA,0.955,1.216
1819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.679,0.632,0.899,0.551,0.504,0.441,0.586,NA,NA,0.366,NA,NA,0.477,0.326,0.847,0.452,0.492,0.35,0.447,0.417,NA,NA,0.36,0.402,NA,NA,0.277,0.176,0.556,0.687,0.272,NA,NA,NA,0.693,NA,0.794,NA,0.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.877,1.075,0.709,1.707,1.899,NA,NA,2.304,NA,1.374,1.78
1820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.669,0.722,0.803,0.497,0.463,0.488,0.552,NA,NA,0.315,NA,NA,0.52,0.356,0.9,0.517,0.412,0.279,0.438,0.401,NA,NA,0.369,0.334,NA,NA,0.168,0.114,0.589,0.731,0.323,NA,NA,NA,0.517,NA,0.789,NA,0.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698,1.024,0.754,1.618,1.98,NA,NA,2.211,NA,1.373,1.349
1821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.719,0.847,0.691,0.522,0.465,0.45,0.574,NA,NA,0.656,NA,NA,0.495,0.355,0.929,0.456,0.416,0.351,0.36,0.407,NA,NA,0.366,0.349,NA,NA,0.228,0.192,0.498,0.66,0.358,NA,NA,NA,0.75,NA,1.41,NA,0.661,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.736,1.34,0.856,1.806,2.156,NA,NA,2.819,NA,1.335,1.558
1822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.749,0.947,0.703,0.423,0.412,0.546,0.564,NA,NA,1.32,NA,NA,0.575,0.382,1.058,0.548,0.338,0.279,0.461,0.39,NA,NA,0.573,0.661,NA,NA,0.291,0.265,0.706,0.907,0.423,NA,NA,NA,1.039,NA,1.654,NA,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.777,1.024,0.781,1.39,1.826,NA,NA,2.311,NA,1.658,2.161
1823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.637,0.565,0.377,0.393,0.496,0.489,NA,NA,0.643,NA,NA,0.458,0.289,0.909,0.416,0.291,0.21,0.359,0.326,NA,NA,0.417,0.419,NA,NA,0.233,0.149,0.697,0.653,0.368,NA,NA,NA,0.823,NA,1.454,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.758,1.164,0.835,1.783,2.374,NA,NA,2.445,NA,1.455,2.061
1824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.545,0.529,0.59,0.369,0.443,0.618,0.467,NA,NA,0.534,NA,NA,0.359,0.245,0.79,0.446,0.324,0.208,0.304,0.244,NA,NA,0.345,0.436,NA,NA,0.205,0.126,0.655,0.709,0.334,NA,NA,NA,0.631,NA,1.007,NA,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.497,1.206,0.685,1.177,1.401,NA,NA,1.766,NA,0.844,1.557
1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515,0.574,0.517,0.312,0.362,0.536,0.507,NA,NA,0.653,NA,NA,0.308,0.188,0.784,0.371,0.317,0.198,0.289,0.291,NA,NA,0.519,0.486,NA,NA,0.311,0.19,0.395,0.679,0.433,NA,0.268,NA,0.826,NA,0.974,NA,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565,1.065,0.608,0.946,1.119,NA,NA,2.096,NA,1.043,1.849
1826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.464,0.589,0.523,0.295,0.282,0.401,0.398,NA,NA,0.582,NA,NA,0.277,0.233,0.715,0.367,0.305,0.262,0.289,0.289,NA,NA,0.379,0.435,NA,NA,0.251,0.115,0.353,0.589,0.342,NA,0.261,NA,0.626,NA,0.923,NA,0.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533,0.963,0.512,1.257,1.497,NA,NA,2.192,NA,0.976,1.912
1827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508,0.703,0.637,0.313,0.307,0.508,0.438,NA,NA,0.847,NA,NA,0.334,0.221,0.791,0.367,0.335,0.26,0.276,0.324,NA,NA,0.342,0.428,NA,NA,0.199,0.089,0.418,0.626,0.219,NA,0.259,NA,0.442,NA,0.905,NA,0.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.559,0.921,0.519,1.256,1.537,NA,NA,2.169,NA,1.075,2.079
1828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.493,0.735,0.669,0.334,0.311,0.538,0.482,NA,NA,0.646,NA,NA,0.355,0.187,0.766,0.422,0.362,0.286,0.372,0.351,NA,NA,0.436,0.581,NA,NA,0.306,0.271,0.5,0.742,0.434,NA,0.398,NA,0.662,NA,1.014,NA,0.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.686,1.041,0.589,1.454,1.817,NA,NA,2.325,NA,1.19,2.12
1829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.499,0.718,0.651,0.389,0.361,0.56,0.539,NA,NA,0.711,NA,NA,0.337,0.202,0.85,0.48,0.363,0.348,0.405,0.329,NA,NA,0.499,0.669,NA,NA,0.247,0.199,0.542,0.974,0.448,NA,0.321,NA,0.689,NA,1.186,NA,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582,0.859,0.522,1.286,1.75,NA,NA,1.992,NA,1.228,2.265
1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.327,0.534,0.478,0.284,0.274,0.385,0.559,NA,NA,0.811,NA,NA,0.186,0.131,0.732,0.306,0.271,0.253,0.299,0.262,NA,NA,0.415,0.586,NA,NA,0.322,0.207,0.4,0.783,0.3,NA,0.236,NA,0.656,NA,1.014,NA,0.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577,0.779,0.416,0.954,1.009,NA,NA,1.633,NA,1.208,2.009
1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.573,0.777,0.501,0.445,0.545,0.611,NA,NA,0.74,NA,NA,0.313,0.256,1.584,0.419,0.39,0.387,0.402,0.391,NA,NA,0.375,0.33,NA,NA,0.177,0.172,0.344,0.642,0.255,NA,0.177,NA,0.421,NA,0.755,NA,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.852,1.206,0.785,1.867,1.792,NA,NA,2.513,NA,1.589,2.779
1832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.291,0.387,0.463,0.226,0.303,0.323,0.472,NA,NA,0.507,NA,NA,0.23,0.183,1.016,0.261,0.197,0.218,0.293,0.237,NA,NA,0.486,0.549,NA,NA,0.379,0.255,0.379,0.825,0.43,NA,0.173,NA,0.658,NA,1.202,NA,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.917,1.394,0.765,2.009,2.371,NA,NA,2.23,NA,1.088,2.292
