"","stand","tree_id","year","rw_core1 (mm)","rw_core2 (mm)"
"19819","PARA","PARA_P16",1964,1.859,1.564
"19820","PARA","PARA_P16",1965,2.881,2.048
"19821","PARA","PARA_P16",1966,3.444,2.108
"19822","PARA","PARA_P16",1967,3.158,2.024
"19823","PARA","PARA_P16",1968,3.769,2.987
"19824","PARA","PARA_P16",1969,2.872,2.741
"19825","PARA","PARA_P16",1970,2.996,2.691
"19826","PARA","PARA_P16",1971,1.862,1.767
"19827","PARA","PARA_P16",1972,0.846,1.344
"19828","PARA","PARA_P16",1973,2.073,2.328
"19829","PARA","PARA_P16",1974,1.514,1.299
"19830","PARA","PARA_P16",1975,1.861,2.011
"19831","PARA","PARA_P16",1976,1.61,1.991
"19832","PARA","PARA_P16",1977,3.366,3.041
"19833","PARA","PARA_P16",1978,2.283,2.536
"19834","PARA","PARA_P16",1979,2.363,2.283
"19835","PARA","PARA_P16",1980,2.405,1.994
"19836","PARA","PARA_P16",1981,2.242,2.797
"19837","PARA","PARA_P16",1982,1.798,1.591
"19838","PARA","PARA_P16",1983,2.497,2.272
"19839","PARA","PARA_P16",1984,2.158,2.766
"19840","PARA","PARA_P16",1985,1.48,2.881
"19841","PARA","PARA_P16",1986,2.511,3.634
"19842","PARA","PARA_P16",1987,3.189,3.424
"19843","PARA","PARA_P16",1988,2.833,2.605
"19844","PARA","PARA_P16",1989,1.396,1.575
"19845","PARA","PARA_P16",1990,2.115,2.143
"19846","PARA","PARA_P16",1991,1.818,1.806
"19847","PARA","PARA_P16",1992,2.635,2.271
"19848","PARA","PARA_P16",1993,1.777,1.579
"19849","PARA","PARA_P16",1994,2.707,2.548
"19850","PARA","PARA_P16",1995,2.283,1.916
"19851","PARA","PARA_P16",1996,3.03,2.524
"19852","PARA","PARA_P16",1997,1.622,1.388
"19853","PARA","PARA_P16",1998,2.498,1.946
"19854","PARA","PARA_P16",1999,1.279,1.057
"19855","PARA","PARA_P16",2000,2.316,2.306
"19856","PARA","PARA_P16",2001,2.232,2.179
"19857","PARA","PARA_P16",2002,1.746,1.418
"19858","PARA","PARA_P16",2003,2.39,2.201
"19859","PARA","PARA_P16",2004,2.928,2.179
"19860","PARA","PARA_P16",2005,3.322,2.391
"19861","PARA","PARA_P16",2006,2.168,1.778
"19862","PARA","PARA_P16",2007,1.989,1.936
"19863","PARA","PARA_P16",2008,1.714,1.407
"19864","PARA","PARA_P16",2009,1.47,1.047
"19865","PARA","PARA_P17",1844,NA,1.287
"19866","PARA","PARA_P17",1845,NA,1.044
"19867","PARA","PARA_P17",1846,NA,1.135
"19868","PARA","PARA_P17",1847,NA,1.401
"19869","PARA","PARA_P17",1848,NA,1.132
"19870","PARA","PARA_P17",1849,NA,1.081
"19871","PARA","PARA_P17",1850,NA,1.148
"19872","PARA","PARA_P17",1851,NA,1.455
"19873","PARA","PARA_P17",1852,NA,1.222
"19874","PARA","PARA_P17",1853,NA,1.209
"19875","PARA","PARA_P17",1854,NA,1.193
"19876","PARA","PARA_P17",1855,NA,1.321
"19877","PARA","PARA_P17",1856,NA,0.839
"19878","PARA","PARA_P17",1857,NA,0.997
"19879","PARA","PARA_P17",1858,NA,0.7
"19880","PARA","PARA_P17",1859,NA,0.824
"19881","PARA","PARA_P17",1860,NA,0.763
"19882","PARA","PARA_P17",1861,NA,0.937
"19883","PARA","PARA_P17",1862,NA,0.934
"19884","PARA","PARA_P17",1863,NA,0.99
"19885","PARA","PARA_P17",1864,NA,0.461
"19886","PARA","PARA_P17",1865,NA,0.992
"19887","PARA","PARA_P17",1866,NA,0.602
"19888","PARA","PARA_P17",1867,NA,0.751
"19889","PARA","PARA_P17",1868,NA,0.952
"19890","PARA","PARA_P17",1869,NA,1.006
"19891","PARA","PARA_P17",1870,NA,0.91
"19892","PARA","PARA_P17",1871,NA,0.847
"19893","PARA","PARA_P17",1872,NA,0.999
"19894","PARA","PARA_P17",1873,NA,0.857
"19895","PARA","PARA_P17",1874,NA,1.163
"19896","PARA","PARA_P17",1875,NA,1.013
"19897","PARA","PARA_P17",1876,NA,0.563
"19898","PARA","PARA_P17",1877,NA,1.168
"19899","PARA","PARA_P17",1878,NA,1.098
"19900","PARA","PARA_P17",1879,NA,1.338
"19901","PARA","PARA_P17",1880,NA,0.474
"19902","PARA","PARA_P17",1881,NA,0.496
"19903","PARA","PARA_P17",1882,NA,0.516
"19904","PARA","PARA_P17",1883,NA,0.7
"19905","PARA","PARA_P17",1884,NA,0.781
"19906","PARA","PARA_P17",1885,NA,1.547
"19907","PARA","PARA_P17",1886,NA,1.275
"19908","PARA","PARA_P17",1887,NA,0.891
"19909","PARA","PARA_P17",1888,NA,0.982
"19910","PARA","PARA_P17",1889,NA,1.107
"19911","PARA","PARA_P17",1890,NA,1.217
"19912","PARA","PARA_P17",1891,NA,1.661
"19913","PARA","PARA_P17",1892,NA,1.285
"19914","PARA","PARA_P17",1893,NA,0.979
"19915","PARA","PARA_P17",1894,NA,0.72
"19916","PARA","PARA_P17",1895,NA,1.454
"19917","PARA","PARA_P17",1896,NA,1.341
"19918","PARA","PARA_P17",1897,NA,1.524
"19919","PARA","PARA_P17",1898,NA,1.891
"19920","PARA","PARA_P17",1899,NA,0.139
"19921","PARA","PARA_P17",1900,NA,1.611
"19922","PARA","PARA_P17",1901,NA,2.225
"19923","PARA","PARA_P17",1902,NA,1.265
"19924","PARA","PARA_P17",1903,NA,0.828
"19925","PARA","PARA_P17",1904,NA,1.448
"19926","PARA","PARA_P17",1905,NA,0.981
"19927","PARA","PARA_P17",1906,NA,1.081
"19928","PARA","PARA_P17",1907,NA,1.586
"19929","PARA","PARA_P17",1908,NA,1.984
"19930","PARA","PARA_P17",1909,NA,0.224
"19931","PARA","PARA_P17",1910,NA,1.148
"19932","PARA","PARA_P17",1911,NA,1.743
"19933","PARA","PARA_P17",1912,NA,1.189
"19934","PARA","PARA_P17",1913,NA,0.225
"19935","PARA","PARA_P17",1914,NA,1.049
"19936","PARA","PARA_P17",1915,1.741,0.93
"19937","PARA","PARA_P17",1916,3.032,0.325
"19938","PARA","PARA_P17",1917,2.73,0.727
"19939","PARA","PARA_P17",1918,0.74,1.128
"19940","PARA","PARA_P17",1919,0.946,1.124
"19941","PARA","PARA_P17",1920,1.547,1.448
"19942","PARA","PARA_P17",1921,1.905,0.53
"19943","PARA","PARA_P17",1922,1.308,1.341
"19944","PARA","PARA_P17",1923,1.879,1.065
"19945","PARA","PARA_P17",1924,2.588,1.689
"19946","PARA","PARA_P17",1925,3.384,1.575
"19947","PARA","PARA_P17",1926,2.638,1.501
"19948","PARA","PARA_P17",1927,2.504,1.111
"19949","PARA","PARA_P17",1928,1.557,1.321
"19950","PARA","PARA_P17",1929,1.891,1.728
"19951","PARA","PARA_P17",1930,2.281,2.135
"19952","PARA","PARA_P17",1931,2.598,1.321
"19953","PARA","PARA_P17",1932,2.004,0.854
"19954","PARA","PARA_P17",1933,1.063,1.128
"19955","PARA","PARA_P17",1934,1.389,1.788
"19956","PARA","PARA_P17",1935,1.776,1.583
"19957","PARA","PARA_P17",1936,1.995,1.357
"19958","PARA","PARA_P17",1937,1.307,1.525
"19959","PARA","PARA_P17",1938,0.993,1.681
"19960","PARA","PARA_P17",1939,1.834,1.473
"19961","PARA","PARA_P17",1940,2.128,1.843
"19962","PARA","PARA_P17",1941,2.574,1.161
"19963","PARA","PARA_P17",1942,2.364,1.266
"19964","PARA","PARA_P17",1943,2.45,0.66
"19965","PARA","PARA_P17",1944,1.432,1.169
"19966","PARA","PARA_P17",1945,2.049,1.681
"19967","PARA","PARA_P17",1946,2.412,1.077
"19968","PARA","PARA_P17",1947,1.459,0.68
"19969","PARA","PARA_P17",1948,0.627,1.309
"19970","PARA","PARA_P17",1949,1.689,0.941
"19971","PARA","PARA_P17",1950,1.249,1.234
"19972","PARA","PARA_P17",1951,1.772,1.833
"19973","PARA","PARA_P17",1952,2.463,1.643
"19974","PARA","PARA_P17",1953,2.365,0.977
"19975","PARA","PARA_P17",1954,1.322,0.687
"19976","PARA","PARA_P17",1955,0.877,1.104
"19977","PARA","PARA_P17",1956,2.565,0.832
"19978","PARA","PARA_P17",1957,1.979,1.349
"19979","PARA","PARA_P17",1958,3.064,1.905
"19980","PARA","PARA_P17",1959,2.493,1.625
"19981","PARA","PARA_P17",1960,3.097,1.944
"19982","PARA","PARA_P17",1961,2.405,1.144
"19983","PARA","PARA_P17",1962,2.201,1.619
"19984","PARA","PARA_P17",1963,2.371,1.496
"19985","PARA","PARA_P17",1964,0.951,0.664
"19986","PARA","PARA_P17",1965,2.234,1.523
"19987","PARA","PARA_P17",1966,2.831,1.374
"19988","PARA","PARA_P17",1967,2.913,1.227
"19989","PARA","PARA_P17",1968,3.829,1.83
"19990","PARA","PARA_P17",1969,1.772,0.982
"19991","PARA","PARA_P17",1970,1.988,1.001
"19992","PARA","PARA_P17",1971,1.265,0.993
"19993","PARA","PARA_P17",1972,0.923,1.05
"19994","PARA","PARA_P17",1973,2.764,2.077
"19995","PARA","PARA_P17",1974,0.846,0.986
"19996","PARA","PARA_P17",1975,1.109,1.225
"19997","PARA","PARA_P17",1976,1.036,0.933
"19998","PARA","PARA_P17",1977,1.963,1.432
"19999","PARA","PARA_P17",1978,1.189,0.662
"20000","PARA","PARA_P17",1979,1.634,1.584
"20001","PARA","PARA_P17",1980,1.507,1.514
"20002","PARA","PARA_P17",1981,1.781,1.621
"20003","PARA","PARA_P17",1982,0.779,0.821
"20004","PARA","PARA_P17",1983,0.771,0.991
"20005","PARA","PARA_P17",1984,1.646,1.54
"20006","PARA","PARA_P17",1985,1.864,1.797
"20007","PARA","PARA_P17",1986,1.47,1.307
"20008","PARA","PARA_P17",1987,1.713,1.651
"20009","PARA","PARA_P17",1988,1.587,1.576
"20010","PARA","PARA_P17",1989,0.69,0.55
"20011","PARA","PARA_P17",1990,1.112,0.889
"20012","PARA","PARA_P17",1991,0.854,0.666
"20013","PARA","PARA_P17",1992,1.113,1.163
"20014","PARA","PARA_P17",1993,0.795,0.846
"20015","PARA","PARA_P17",1994,1.293,1.417
"20016","PARA","PARA_P17",1995,1.118,1.142
"20017","PARA","PARA_P17",1996,1.485,1.714
"20018","PARA","PARA_P17",1997,0.497,0.212
"20019","PARA","PARA_P17",1998,0.972,0.888
"20020","PARA","PARA_P17",1999,0.437,0.518
"20021","PARA","PARA_P17",2000,1.265,1.206
"20022","PARA","PARA_P17",2001,1.618,1.268
"20023","PARA","PARA_P17",2002,1.268,0.738
"20024","PARA","PARA_P17",2003,1.833,1.088
"20025","PARA","PARA_P17",2004,2.22,1.342
"20026","PARA","PARA_P17",2005,1.947,0.994
"20027","PARA","PARA_P17",2006,1.869,0.909
"20028","PARA","PARA_P17",2007,1.772,1.152
"20029","PARA","PARA_P17",2008,0.935,0.961
"20030","PARA","PARA_P17",2009,1.296,0.993
"20031","PARA","PARA_P18",1811,NA,0.229
"20032","PARA","PARA_P18",1812,NA,0.296
"20033","PARA","PARA_P18",1813,NA,0.497
"20034","PARA","PARA_P18",1814,NA,0.398
"20035","PARA","PARA_P18",1815,NA,0.714
"20036","PARA","PARA_P18",1816,NA,0.694
"20037","PARA","PARA_P18",1817,NA,1.153
"20038","PARA","PARA_P18",1818,NA,0.93
"20039","PARA","PARA_P18",1819,NA,0.65
"20040","PARA","PARA_P18",1820,NA,0.597
"20041","PARA","PARA_P18",1821,NA,0.263
"20042","PARA","PARA_P18",1822,NA,0.445
"20043","PARA","PARA_P18",1823,NA,0.632
"20044","PARA","PARA_P18",1824,NA,0.563
"20045","PARA","PARA_P18",1825,NA,0.681
"20046","PARA","PARA_P18",1826,NA,0.865
"20047","PARA","PARA_P18",1827,NA,0.607
"20048","PARA","PARA_P18",1828,NA,0.632
"20049","PARA","PARA_P18",1829,NA,0.784
"20050","PARA","PARA_P18",1830,NA,0.892
"20051","PARA","PARA_P18",1831,NA,0.684
"20052","PARA","PARA_P18",1832,NA,0.498
"20053","PARA","PARA_P18",1833,NA,0.754
"20054","PARA","PARA_P18",1834,NA,0.711
"20055","PARA","PARA_P18",1835,NA,0.911
"20056","PARA","PARA_P18",1836,NA,0.743
"20057","PARA","PARA_P18",1837,NA,0.685
"20058","PARA","PARA_P18",1838,NA,0.762
"20059","PARA","PARA_P18",1839,NA,0.644
"20060","PARA","PARA_P18",1840,NA,0.88
"20061","PARA","PARA_P18",1841,NA,0.653
"20062","PARA","PARA_P18",1842,NA,0.979
"20063","PARA","PARA_P18",1843,NA,0.978
"20064","PARA","PARA_P18",1844,NA,0.732
"20065","PARA","PARA_P18",1845,NA,0.392
"20066","PARA","PARA_P18",1846,NA,0.392
"20067","PARA","PARA_P18",1847,NA,0.385
"20068","PARA","PARA_P18",1848,NA,0.768
"20069","PARA","PARA_P18",1849,NA,0.768
"20070","PARA","PARA_P18",1850,NA,0.61
"20071","PARA","PARA_P18",1851,NA,0.874
"20072","PARA","PARA_P18",1852,NA,0.675
"20073","PARA","PARA_P18",1853,NA,0.584
"20074","PARA","PARA_P18",1854,NA,0.681
"20075","PARA","PARA_P18",1855,NA,0.774
"20076","PARA","PARA_P18",1856,NA,0.641
"20077","PARA","PARA_P18",1857,NA,0.687
"20078","PARA","PARA_P18",1858,NA,0.499
"20079","PARA","PARA_P18",1859,NA,0.537
"20080","PARA","PARA_P18",1860,NA,0.573
"20081","PARA","PARA_P18",1861,NA,0.532
"20082","PARA","PARA_P18",1862,NA,0.551
"20083","PARA","PARA_P18",1863,NA,0.817
"20084","PARA","PARA_P18",1864,NA,0.401
"20085","PARA","PARA_P18",1865,NA,0.689
"20086","PARA","PARA_P18",1866,NA,0.307
"20087","PARA","PARA_P18",1867,NA,0.481
"20088","PARA","PARA_P18",1868,NA,0.578
"20089","PARA","PARA_P18",1869,NA,0.614
"20090","PARA","PARA_P18",1870,NA,0.706
"20091","PARA","PARA_P18",1871,NA,0.62
"20092","PARA","PARA_P18",1872,NA,1.264
"20093","PARA","PARA_P18",1873,NA,1.431
"20094","PARA","PARA_P18",1874,NA,1.572
"20095","PARA","PARA_P18",1875,NA,1.128
"20096","PARA","PARA_P18",1876,NA,1.206
"20097","PARA","PARA_P18",1877,NA,1.521
"20098","PARA","PARA_P18",1878,NA,1.504
"20099","PARA","PARA_P18",1879,NA,1.42
"20100","PARA","PARA_P18",1880,NA,1.398
"20101","PARA","PARA_P18",1881,NA,1.394
"20102","PARA","PARA_P18",1882,NA,1.825
"20103","PARA","PARA_P18",1883,NA,1.973
"20104","PARA","PARA_P18",1884,NA,1.875
"20105","PARA","PARA_P18",1885,NA,1.805
"20106","PARA","PARA_P18",1886,NA,2.032
"20107","PARA","PARA_P18",1887,NA,1.214
"20108","PARA","PARA_P18",1888,NA,0.987
"20109","PARA","PARA_P18",1889,NA,1.558
"20110","PARA","PARA_P18",1890,NA,1.58
"20111","PARA","PARA_P18",1891,NA,1.539
"20112","PARA","PARA_P18",1892,NA,1.456
"20113","PARA","PARA_P18",1893,NA,1.503
"20114","PARA","PARA_P18",1894,NA,1.357
"20115","PARA","PARA_P18",1895,NA,1.598
"20116","PARA","PARA_P18",1896,NA,1.603
"20117","PARA","PARA_P18",1897,NA,1.374
"20118","PARA","PARA_P18",1898,NA,1.755
"20119","PARA","PARA_P18",1899,NA,1.311
"20120","PARA","PARA_P18",1900,NA,1.354
"20121","PARA","PARA_P18",1901,NA,1.291
"20122","PARA","PARA_P18",1902,NA,1.269
"20123","PARA","PARA_P18",1903,NA,1.036
"20124","PARA","PARA_P18",1904,NA,1.153
"20125","PARA","PARA_P18",1905,NA,0.899
"20126","PARA","PARA_P18",1906,NA,1.227
"20127","PARA","PARA_P18",1907,NA,1.121
"20128","PARA","PARA_P18",1908,NA,1.375
"20129","PARA","PARA_P18",1909,NA,1.1
"20130","PARA","PARA_P18",1910,NA,1.015
"20131","PARA","PARA_P18",1911,NA,1.121
"20132","PARA","PARA_P18",1912,NA,1.1
"20133","PARA","PARA_P18",1913,NA,1.015
"20134","PARA","PARA_P18",1914,NA,1.227
"20135","PARA","PARA_P18",1915,NA,0.909
"20136","PARA","PARA_P18",1916,0.741,0.698
"20137","PARA","PARA_P18",1917,1.117,0.909
"20138","PARA","PARA_P18",1918,1.628,1.246
"20139","PARA","PARA_P18",1919,2.311,1.097
"20140","PARA","PARA_P18",1920,2.585,1.351
"20141","PARA","PARA_P18",1921,1.476,0.973
"20142","PARA","PARA_P18",1922,2.121,1.629
"20143","PARA","PARA_P18",1923,1.472,1.206
"20144","PARA","PARA_P18",1924,2.083,0.719
"20145","PARA","PARA_P18",1925,2.39,1.015
"20146","PARA","PARA_P18",1926,2.523,1.079
"20147","PARA","PARA_P18",1927,1.589,0.909
"20148","PARA","PARA_P18",1928,2.062,1.015
"20149","PARA","PARA_P18",1929,2.582,1.015
"20150","PARA","PARA_P18",1930,2.797,1.12
"20151","PARA","PARA_P18",1931,2.208,0.778
"20152","PARA","PARA_P18",1932,1.652,0.918
"20153","PARA","PARA_P18",1933,2.201,0.635
"20154","PARA","PARA_P18",1934,2.024,1.435
"20155","PARA","PARA_P18",1935,2.3,1.139
"20156","PARA","PARA_P18",1936,2.251,1.346
"20157","PARA","PARA_P18",1937,2.515,1.343
"20158","PARA","PARA_P18",1938,2.731,1.26
"20159","PARA","PARA_P18",1939,2.503,1.116
"20160","PARA","PARA_P18",1940,2.791,1.254
"20161","PARA","PARA_P18",1941,2.717,1.23
"20162","PARA","PARA_P18",1942,3.128,1.278
"20163","PARA","PARA_P18",1943,2.094,1.133
"20164","PARA","PARA_P18",1944,2.53,1.288
"20165","PARA","PARA_P18",1945,2.751,1.186
"20166","PARA","PARA_P18",1946,2.11,0.897
"20167","PARA","PARA_P18",1947,1.759,1.081
"20168","PARA","PARA_P18",1948,2.08,1.273
"20169","PARA","PARA_P18",1949,1.911,1.179
"20170","PARA","PARA_P18",1950,2.082,0.976
"20171","PARA","PARA_P18",1951,2.416,1.148
"20172","PARA","PARA_P18",1952,2.13,0.969
"20173","PARA","PARA_P18",1953,1.932,0.909
"20174","PARA","PARA_P18",1954,1.232,0.89
"20175","PARA","PARA_P18",1955,2.129,0.892
"20176","PARA","PARA_P18",1956,1.507,0.938
"20177","PARA","PARA_P18",1957,1.477,0.875
"20178","PARA","PARA_P18",1958,1.853,0.958
"20179","PARA","PARA_P18",1959,2.027,0.624
"20180","PARA","PARA_P18",1960,3.434,0.957
"20181","PARA","PARA_P18",1961,2.353,0.769
"20182","PARA","PARA_P18",1962,2.137,1.04
"20183","PARA","PARA_P18",1963,1.917,1.02
"20184","PARA","PARA_P18",1964,1.034,0.521
"20185","PARA","PARA_P18",1965,1.475,0.836
"20186","PARA","PARA_P18",1966,1.796,1
"20187","PARA","PARA_P18",1967,1.564,1.064
"20188","PARA","PARA_P18",1968,2.292,0.938
"20189","PARA","PARA_P18",1969,1.532,0.813
"20190","PARA","PARA_P18",1970,1.351,0.834
"20191","PARA","PARA_P18",1971,1.091,0.605
"20192","PARA","PARA_P18",1972,1.456,0.501
"20193","PARA","PARA_P18",1973,1.717,0.689
"20194","PARA","PARA_P18",1974,0.589,0.566
"20195","PARA","PARA_P18",1975,1.052,0.587
"20196","PARA","PARA_P18",1976,1.073,0.63
"20197","PARA","PARA_P18",1977,1.453,0.796
"20198","PARA","PARA_P18",1978,1.284,0.817
"20199","PARA","PARA_P18",1979,1.031,0.835
"20200","PARA","PARA_P18",1980,0.883,0.815
"20201","PARA","PARA_P18",1981,1.47,1.028
"20202","PARA","PARA_P18",1982,0.861,0.777
"20203","PARA","PARA_P18",1983,1.053,0.735
"20204","PARA","PARA_P18",1984,2.025,1.049
"20205","PARA","PARA_P18",1985,2.47,1.07
"20206","PARA","PARA_P18",1986,1.981,1.01
"20207","PARA","PARA_P18",1987,1.625,1.011
"20208","PARA","PARA_P18",1988,1.561,0.886
"20209","PARA","PARA_P18",1989,1.078,0.676
"20210","PARA","PARA_P18",1990,2.03,1.034
"20211","PARA","PARA_P18",1991,1.012,0.57
"20212","PARA","PARA_P18",1992,1.598,0.76
"20213","PARA","PARA_P18",1993,0.8,0.761
"20214","PARA","PARA_P18",1994,1.497,1.226
"20215","PARA","PARA_P18",1995,1.137,1.079
"20216","PARA","PARA_P18",1996,1.696,1.079
"20217","PARA","PARA_P18",1997,0.836,0.656
"20218","PARA","PARA_P18",1998,2.269,1.015
"20219","PARA","PARA_P18",1999,1.011,0.656
"20220","PARA","PARA_P18",2000,1.667,0.995
"20221","PARA","PARA_P18",2001,1.923,0.931
"20222","PARA","PARA_P18",2002,1.946,0.74
"20223","PARA","PARA_P18",2003,1.772,0.952
"20224","PARA","PARA_P18",2004,2.537,1.016
"20225","PARA","PARA_P18",2005,1.735,1.312
"20226","PARA","PARA_P18",2006,1.714,1.249
"20227","PARA","PARA_P18",2007,1.136,0.931
"20228","PARA","PARA_P18",2008,1.587,0.815
"20229","PARA","PARA_P18",2009,1.373,0.866
"20230","PARA","PARA_P19",1932,2.417,NA
"20231","PARA","PARA_P19",1933,2.881,NA
"20232","PARA","PARA_P19",1934,5.124,NA
"20233","PARA","PARA_P19",1935,3.616,NA
"20234","PARA","PARA_P19",1936,3.514,2.878
"20235","PARA","PARA_P19",1937,2.869,3.285
"20236","PARA","PARA_P19",1938,3.347,3.739
"20237","PARA","PARA_P19",1939,3.295,2.995
"20238","PARA","PARA_P19",1940,3.932,3.842
"20239","PARA","PARA_P19",1941,3.746,4.088
"20240","PARA","PARA_P19",1942,3.697,3.764
"20241","PARA","PARA_P19",1943,2.523,2.75
"20242","PARA","PARA_P19",1944,3.369,3.608
"20243","PARA","PARA_P19",1945,3.252,3.508
"20244","PARA","PARA_P19",1946,2.249,2.647
"20245","PARA","PARA_P19",1947,1.832,2.521
"20246","PARA","PARA_P19",1948,2.293,2.893
"20247","PARA","PARA_P19",1949,1.869,2.472
"20248","PARA","PARA_P19",1950,2.141,2.962
"20249","PARA","PARA_P19",1951,2.958,3.987
"20250","PARA","PARA_P19",1952,3.025,3.899
"20251","PARA","PARA_P19",1953,2.54,2.8
"20252","PARA","PARA_P19",1954,1.992,1.43
"20253","PARA","PARA_P19",1955,2.05,2.814
"20254","PARA","PARA_P19",1956,1.857,2.136
"20255","PARA","PARA_P19",1957,1.452,2.359
"20256","PARA","PARA_P19",1958,2.102,2.75
"20257","PARA","PARA_P19",1959,2.128,2.599
"20258","PARA","PARA_P19",1960,3.398,4.731
"20259","PARA","PARA_P19",1961,2.619,3.792
"20260","PARA","PARA_P19",1962,2.643,3.036
"20261","PARA","PARA_P19",1963,2.641,2.513
"20262","PARA","PARA_P19",1964,1.839,1.348
"20263","PARA","PARA_P19",1965,2.454,2.255
"20264","PARA","PARA_P19",1966,3.042,3.225
"20265","PARA","PARA_P19",1967,2.53,2.972
"20266","PARA","PARA_P19",1968,2.966,3.689
"20267","PARA","PARA_P19",1969,2.319,2.479
"20268","PARA","PARA_P19",1970,2.4,2.587
"20269","PARA","PARA_P19",1971,2.171,1.89
"20270","PARA","PARA_P19",1972,2.424,1.736
"20271","PARA","PARA_P19",1973,4.509,3.011
"20272","PARA","PARA_P19",1974,1.82,1.777
"20273","PARA","PARA_P19",1975,1.211,2.053
"20274","PARA","PARA_P19",1976,1.681,2.391
"20275","PARA","PARA_P19",1977,3.231,3.384
"20276","PARA","PARA_P19",1978,3.797,3.811
"20277","PARA","PARA_P19",1979,3.692,3.893
"20278","PARA","PARA_P19",1980,2.803,3.158
"20279","PARA","PARA_P19",1981,3.281,3.685
"20280","PARA","PARA_P19",1982,2.632,2.149
"20281","PARA","PARA_P19",1983,2.758,2.635
"20282","PARA","PARA_P19",1984,3.156,3.273
"20283","PARA","PARA_P19",1985,3.748,3.359
"20284","PARA","PARA_P19",1986,3.705,3.448
"20285","PARA","PARA_P19",1987,3.286,3.491
"20286","PARA","PARA_P19",1988,3.125,3.153
"20287","PARA","PARA_P19",1989,2.421,2.743
"20288","PARA","PARA_P19",1990,3.469,3.839
"20289","PARA","PARA_P19",1991,1.967,2.106
"20290","PARA","PARA_P19",1992,2.496,3.429
"20291","PARA","PARA_P19",1993,1.46,1.545
"20292","PARA","PARA_P19",1994,2.327,2.646
"20293","PARA","PARA_P19",1995,1.862,2.352
"20294","PARA","PARA_P19",1996,3.448,3.281
"20295","PARA","PARA_P19",1997,1.607,2.358
"20296","PARA","PARA_P19",1998,4.078,4.49
"20297","PARA","PARA_P19",1999,1.789,2.087
"20298","PARA","PARA_P19",2000,2.358,2.983
"20299","PARA","PARA_P19",2001,2.395,2.848
"20300","PARA","PARA_P19",2002,1.966,2.44
"20301","PARA","PARA_P19",2003,2.208,2.949
"20302","PARA","PARA_P19",2004,2.106,3.126
"20303","PARA","PARA_P19",2005,1.944,2.176
"20304","PARA","PARA_P19",2006,2.354,2.208
"20305","PARA","PARA_P19",2007,2.5,1.555
"20306","PARA","PARA_P19",2008,1.581,1.269
"20307","PARA","PARA_P19",2009,1.318,1.28
"20308","PARA","PARA_P2",1927,NA,2.038
"20309","PARA","PARA_P2",1928,NA,2.523
"20310","PARA","PARA_P2",1929,NA,2.569
"20311","PARA","PARA_P2",1930,NA,2.608
"20312","PARA","PARA_P2",1931,NA,2.952
"20313","PARA","PARA_P2",1932,NA,1.816
"20314","PARA","PARA_P2",1933,NA,3.108
"20315","PARA","PARA_P2",1934,NA,3.71
"20316","PARA","PARA_P2",1935,NA,2.799
"20317","PARA","PARA_P2",1936,NA,3.262
"20318","PARA","PARA_P2",1937,NA,3.373
"20319","PARA","PARA_P2",1938,NA,3.549
"20320","PARA","PARA_P2",1939,NA,3.449
"20321","PARA","PARA_P2",1940,NA,3.549
"20322","PARA","PARA_P2",1941,NA,3.677
"20323","PARA","PARA_P2",1942,NA,2.968
"20324","PARA","PARA_P2",1943,NA,2.241
"20325","PARA","PARA_P2",1944,NA,3.12
"20326","PARA","PARA_P2",1945,NA,3.854
"20327","PARA","PARA_P2",1946,NA,2.755
"20328","PARA","PARA_P2",1947,NA,3.256
"20329","PARA","PARA_P2",1948,NA,3.119
"20330","PARA","PARA_P2",1949,3.196,3.091
"20331","PARA","PARA_P2",1950,2.498,2.988
"20332","PARA","PARA_P2",1951,3.519,3.688
"20333","PARA","PARA_P2",1952,4.014,3.34
"20334","PARA","PARA_P2",1953,2.622,3.028
"20335","PARA","PARA_P2",1954,1.243,2.654
"20336","PARA","PARA_P2",1955,1.048,2.781
"20337","PARA","PARA_P2",1956,1.993,2.576
"20338","PARA","PARA_P2",1957,1.73,2.597
"20339","PARA","PARA_P2",1958,1.791,3.285
"20340","PARA","PARA_P2",1959,2.133,3.491
"20341","PARA","PARA_P2",1960,4.471,5.396
"20342","PARA","PARA_P2",1961,3.593,3.55
"20343","PARA","PARA_P2",1962,3.061,3.098
"20344","PARA","PARA_P2",1963,4.023,3.173
"20345","PARA","PARA_P2",1964,2.372,2.526
"20346","PARA","PARA_P2",1965,3.047,3.146
"20347","PARA","PARA_P2",1966,2.985,3.459
"20348","PARA","PARA_P2",1967,3.14,2.917
"20349","PARA","PARA_P2",1968,3.12,3.229
"20350","PARA","PARA_P2",1969,2.997,2.662
"20351","PARA","PARA_P2",1970,2.611,2.386
"20352","PARA","PARA_P2",1971,2.505,2.05
"20353","PARA","PARA_P2",1972,1.983,1.542
"20354","PARA","PARA_P2",1973,2.367,2.112
"20355","PARA","PARA_P2",1974,1.843,1.566
"20356","PARA","PARA_P2",1975,2.094,1.732
"20357","PARA","PARA_P2",1976,2.3,1.545
"20358","PARA","PARA_P2",1977,3.361,2.637
"20359","PARA","PARA_P2",1978,3.083,2.517
"20360","PARA","PARA_P2",1979,3.088,2.44
"20361","PARA","PARA_P2",1980,2.776,2.299
"20362","PARA","PARA_P2",1981,3.344,2.578
