Year,Mountain Range,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12,CMI01,CMI02,CMI03,CMI04,CMI05,CMI06,CMI07,CMI08,CMI09,CMI10,CMI11,CMI12
1977,Ruby,-4.429,-0.943,-2.571,5.700,4.943,15.486,17.700,17.414,12.329,8.314,1.400,-0.086,21.857,29.143,40.143,22.286,104.571,29.000,17.143,62.857,20.714,4.286,56.000,68.143,2.066,1.644,3.446,-3.163,7.167,-9.859,-13.327,-7.251,-8.459,-7.039,3.604,5.650
1978,Ruby,-2.214,-1.714,2.957,3.471,6.557,12.400,17.629,16.443,10.529,8.486,-1.043,-6.043,50.286,80.857,108.714,92.571,20.429,4.571,15.143,3.000,91.429,7.714,58.571,44.000,4.484,7.411,8.399,6.470,-3.187,-10.659,-14.199,-14.591,0.366,-7.237,4.923,4.400
1979,Ruby,-7.257,-2.786,0.214,3.186,9.043,13.557,18.071,16.443,14.400,8.600,-2.214,-1.671,107.286,75.286,50.429,38.571,50.286,25.286,18.857,25.286,14.429,49.286,55.286,11.571,10.713,7.093,3.649,0.899,-2.593,-9.023,-13.497,-10.597,-12.114,-2.046,4.886,0.267
1980,Ruby,-2.629,0.157,-1.214,4.700,6.800,11.743,17.586,15.971,12.557,6.786,1.429,0.257,129.714,77.714,64.571,51.429,165.143,46.857,20.571,16.286,35.714,17.143,42.429,29.429,12.490,6.494,5.556,1.033,12.056,-5.189,-12.734,-12.559,-7.200,-4.199,2.191,1.424
1981,Ruby,-0.400,-1.071,0.614,5.357,7.643,14.571,18.200,18.986,13.743,5.000,2.843,-0.171,35.714,20.857,70.429,46.286,69.857,10.286,5.571,7.143,14.429,59.571,45.000,149.000,2.250,0.973,5.426,0.039,1.257,-11.480,-16.096,-16.609,-10.577,2.256,2.017,13.753
1982,Ruby,-5.443,-3.543,-0.600,1.557,7.357,12.014,16.543,17.900,11.000,4.557,-1.329,-3.771,67.714,51.286,133.000,49.571,58.429,35.714,26.429,24.429,121.571,54.714,79.571,53.286,6.774,4.816,12.286,2.750,-0.067,-6.363,-9.964,-12.363,4.501,2.314,7.161,5.106
1983,Ruby,-1.800,-2.471,0.886,1.000,6.886,11.986,16.629,17.100,12.886,7.614,0.114,-3.443,83.571,76.571,111.714,77.857,39.857,35.286,4.143,89.000,63.857,54.857,135.429,188.000,7.674,7.154,9.811,6.273,-1.227,-6.126,-13.917,-3.111,-4.001,-0.083,12.473,18.573
1984,Ruby,-6.943,-5.543,-1.257,1.457,9.471,11.500,18.014,17.629,12.057,3.429,-0.014,-6.371,32.286,72.143,65.571,86.429,25.000,74.286,27.000,35.857,20.714,77.571,82.571,33.000,3.243,7.207,5.730,6.851,-5.186,-1.676,-11.814,-9.731,-8.799,5.354,7.160,3.299
1985,Ruby,-6.129,-5.200,-1.986,5.929,9.271,14.557,18.986,16.771,9.557,5.814,-2.671,-4.557,21.143,44.000,75.571,23.429,34.857,17.286,16.571,2.714,44.286,26.429,96.714,60.429,2.117,4.386,6.820,-2.836,-4.543,-11.164,-14.576,-14.924,-3.746,-1.944,9.253,5.923
1986,Ruby,-0.229,0.429,3.943,3.686,8.186,15.529,16.300,18.929,8.686,6.243,0.600,-2.814,26.857,133.571,58.857,135.857,47.571,12.429,15.143,20.143,49.571,33.286,17.714,7.286,1.629,12.111,2.644,10.607,-2.233,-12.397,-11.727,-13.619,-1.851,-1.414,0.187,0.203
1987,Ruby,-5.486,-2.243,-0.286,7.014,9.486,14.443,16.114,17.157,13.457,9.014,0.529,-4.686,43.286,59.429,77.571,16.143,105.714,31.714,17.857,5.429,2.143,30.429,101.714,66.429,4.321,5.309,6.600,-4.727,3.574,-8.363,-10.949,-14.184,-12.066,-4.514,8.904,6.593
1988,Ruby,-5.714,-2.057,0.200,4.986,7.914,15.157,19.257,17.500,11.771,10.586,-0.571,-5.286,72.429,11.429,27.286,43.571,49.714,13.143,8.571,13.429,12.429,3.714,130.143,48.857,7.230,0.433,1.276,0.201,-1.446,-11.484,-15.734,-13.689,-9.110,-8.999,12.116,4.874
1989,Ruby,-8.300,-6.157,2.014,6.414,8.100,12.786,18.957,16.100,12.114,6.071,0.471,-2.114,44.286,57.571,122.286,29.143,26.143,18.571,7.429,25.857,18.286,37.286,46.571,13.429,4.421,5.750,10.236,-2.239,-3.779,-8.716,-15.763,-10.633,-8.806,-0.773,3.080,0.699
1990,Ruby,-2.986,-4.643,1.500,6.043,6.857,13.443,18.143,16.571,14.686,6.914,0.243,-9.000,69.571,44.429,54.000,85.143,71.857,27.000,9.143,28.143,14.429,15.571,50.857,45.286,6.559,4.366,3.564,4.011,1.926,-7.890,-13.819,-10.341,-10.686,-4.214,3.651,4.517
1991,Ruby,-5.114,1.400,-0.686,1.629,5.500,11.743,18.800,18.114,12.671,6.914,-0.343,-3.329,28.857,30.857,73.429,77.429,82.286,20.571,7.714,17.143,42.286,45.429,84.714,19.714,2.850,1.164,6.311,5.816,4.451,-7.720,-14.819,-12.890,-5.933,-0.830,7.524,1.614
1992,Ruby,-4.157,0.286,3.000,7.014,11.843,13.571,16.700,18.057,12.800,8.014,-2.543,-6.714,25.571,56.429,58.000,12.571,16.714,57.143,10.714,13.571,12.000,39.000,73.000,89.429,2.410,4.356,3.246,-4.499,-8.331,-4.746,-12.516,-13.491,-9.779,-2.203,6.830,8.964
1993,Ruby,-7.043,-6.357,1.043,2.871,10.343,10.657,13.914,15.729,12.300,6.171,-2.686,-3.686,104.714,74.714,55.857,40.857,58.857,71.429,20.143,12.857,16.143,56.714,19.714,28.571,10.469,7.467,4.014,1.587,-2.267,-1.140,-9.326,-11.657,-9.299,1.396,1.423,2.606
1994,Ruby,-1.843,-4.071,2.614,4.457,9.486,14.643,19.000,19.114,13.629,5.343,-4.600,-2.643,36.286,84.571,36.571,96.143,76.143,4.429,3.429,9.000,19.857,47.143,103.143,37.571,2.909,8.267,0.864,6.226,0.096,-12.379,-16.077,-15.757,-9.736,0.936,10.220,3.299
1995,Ruby,-2.129,2.043,0.171,2.557,6.400,10.271,16.343,17.643,12.786,6.343,3.557,-1.671,84.000,27.429,103.571,77.714,160.429,97.286,15.857,14.571,29.571,5.000,36.857,115.143,7.919,0.486,9.036,5.363,11.931,2.089,-12.053,-14.086,-7.974,-4.934,0.681,10.816
1996,Ruby,-2.129,-2.300,1.000,3.914,7.971,14.514,19.071,17.886,11.200,5.914,0.886,-2.514,151.143,79.857,64.000,50.571,92.286,5.571,13.143,3.857,13.857,56.286,72.286,184.000,14.570,7.407,4.639,1.736,3.510,-11.807,-14.807,-15.360,-8.456,1.077,5.671,17.980
1997,Ruby,-3.429,-3.286,1.986,2.086,10.271,12.843,16.043,17.986,13.029,5.900,1.043,-4.614,106.714,31.429,25.429,79.429,29.286,94.714,34.143,16.571,51.000,39.571,62.286,20.714,10.407,2.799,0.226,5.807,-5.931,0.184,-9.301,-13.256,-4.771,-0.589,4.621,2.004
1998,Ruby,-1.129,-3.043,0.443,2.557,6.214,10.286,18.800,18.671,13.100,4.714,0.786,-4.000,104.714,92.571,77.429,54.857,112.000,63.143,18.429,4.714,66.571,61.429,46.714,26.714,9.691,8.900,6.233,3.019,6.831,-1.513,-13.464,-15.527,-2.626,2.766,3.266,2.497
1999,Ruby,-1.686,-2.114,0.743,1.286,6.714,12.629,17.729,17.057,12.171,7.943,3.614,-3.071,84.571,54.571,29.429,121.000,49.000,44.571,2.714,21.857,5.429,12.143,18.857,27.000,7.729,4.839,1.196,10.399,-0.234,-5.844,-15.033,-11.993,-10.300,-6.481,-1.336,2.264
2000,Ruby,-1.371,-0.014,0.043,6.329,9.514,14.743,18.557,18.786,12.443,6.029,-3.500,-2.114,85.571,129.571,53.714,52.429,63.143,11.571,2.000,15.857,12.571,77.714,29.143,37.857,7.849,11.846,3.963,-0.007,-1.346,-11.426,-16.533,-14.413,-9.674,3.376,2.609,3.140
2001,Ruby,-5.114,-3.914,1.929,3.186,11.300,14.471,18.100,19.586,14.529,8.329,1.329,-5.057,48.571,46.143,63.000,63.571,11.000,15.143,24.714,9.143,14.000,18.429,91.000,78.429,4.851,4.406,4.237,3.576,-9.010,-10.986,-12.243,-16.150,-10.921,-4.949,7.304,7.844
2002,Ruby,-4.843,-4.186,-1.200,4.686,8.343,14.600,20.057,16.600,12.400,4.671,0.286,-2.414,50.714,37.714,38.429,105.429,47.429,12.571,7.429,3.857,47.286,13.429,73.000,48.571,5.034,3.607,2.896,6.704,-2.139,-10.700,-16.389,-14.214,-5.374,-2.560,5.849,4.341
2003,Ruby,2.000,-3.129,1.514,2.643,9.000,14.300,20.414,18.557,13.057,9.700,-1.757,-2.300,40.000,40.571,43.571,120.571,54.286,9.857,13.286,53.429,16.857,11.000,45.000,108.857,2.014,3.649,2.367,9.730,-1.921,-11.023,-16.367,-9.614,-9.434,-7.196,3.859,10.367
2004,Ruby,-6.043,-4.843,4.029,4.943,8.371,14.000,18.300,16.371,11.871,5.871,-0.214,-1.800,34.000,70.714,17.143,105.429,48.286,17.571,26.286,40.286,35.000,105.143,58.429,55.429,3.404,7.027,-1.771,6.904,-1.847,-9.701,-12.133,-8.309,-6.207,6.854,4.717,4.893
2005,Ruby,-3.514,-2.886,0.300,3.443,8.486,10.957,19.314,17.443,11.143,6.900,1.600,-2.043,117.143,49.429,74.571,127.429,106.429,44.714,8.571,12.857,18.714,60.143,64.000,103.714,11.453,4.523,6.091,9.933,4.620,-4.156,-15.436,-13.247,-7.994,0.784,4.479,9.830
2006,Ruby,-2.314,-2.729,-1.886,4.729,10.014,15.243,20.186,17.057,11.543,6.000,0.757,-3.186,91.286,61.429,109.286,89.143,23.857,27.000,19.571,2.143,13.000,62.143,63.429,50.143,8.589,5.604,10.249,5.267,-6.077,-9.796,-14.409,-14.523,-8.679,1.970,4.810,4.659
2007,Ruby,-6.300,-1.043,3.114,4.757,10.086,14.800,20.500,18.657,11.857,5.871,1.700,-4.843,21.429,74.429,56.429,55.571,23.286,31.571,12.000,12.714,23.000,46.857,18.857,81.714,2.153,6.566,2.717,1.849,-6.459,-9.134,-15.617,-14.069,-7.823,0.433,-0.324,8.141
2008,Ruby,-7.014,-3.157,-0.729,1.814,7.443,13.229,18.771,18.086,12.943,7.043,3.714,-3.843,83.000,66.571,41.143,33.143,40.714,37.286,14.714,7.429,3.286,35.571,78.857,63.143,8.293,6.299,3.060,1.097,-1.413,-6.866,-14.553,-14.470,-11.051,-2.071,5.284,6.077
2009,Ruby,-1.771,-2.057,0.000,3.257,10.229,11.771,17.729,16.529,14.800,4.300,1.200,-6.871,60.571,53.429,50.000,101.000,36.571,116.000,13.714,30.429,24.143,57.857,10.571,70.714,5.346,4.691,3.729,7.411,-4.669,3.610,-12.963,-10.401,-10.046,2.751,-0.804,7.063
2010,Ruby,-2.714,-2.414,0.000,2.300,4.343,12.843,18.000,16.486,13.143,7.986,-1.171,-1.671,54.429,32.000,80.286,102.571,75.429,10.714,16.286,6.714,40.143,95.286,110.571,149.429,5.003,2.669,6.746,7.984,4.451,-8.391,-13.197,-13.241,-8.181,3.831,10.237,14.341
1910,Santa Rosa,-7.460,-5.620,3.780,6.200,9.100,12.500,18.140,16.420,12.060,6.840,2.260,-0.740,59.400,134.600,35.400,55.400,14.400,5.400,10.400,2.600,26.400,21.000,72.600,161.400,5.940,13.440,0.924,0.470,-6.222,-9.802,-14.014,-13.906,-6.744,-3.332,5.388,15.364
1911,Santa Rosa,-3.920,-5.420,1.120,1.440,4.520,11.980,16.400,15.360,10.000,4.740,-1.100,-4.760,199.400,19.400,45.200,75.600,15.800,39.400,5.000,5.000,2.400,20.000,67.800,69.800,19.748,1.886,2.862,5.718,-1.608,-5.016,-12.762,-11.780,-7.858,-1.968,5.960,6.912
1912,Santa Rosa,-2.560,-1.120,-1.300,1.340,5.960,12.060,15.440,15.540,9.160,2.980,1.340,-3.640,25.200,68.000,64.600,66.600,28.800,28.800,10.000,10.800,24.800,66.800,85.000,31.800,2.064,6.050,5.702,4.976,-1.564,-7.320,-9.890,-9.750,-4.882,4.440,6.958,2.924
1913,Santa Rosa,-6.660,-4.480,-2.440,2.460,8.140,11.280,15.360,17.700,12.780,5.620,1.360,-4.960,60.200,14.600,38.600,77.600,39.000,108.200,48.600,9.000,23.400,27.200,221.200,152.800,5.994,1.342,3.292,5.340,-2.486,3.382,-5.064,-10.832,-6.882,-1.088,20.872,15.218
1914,Santa Rosa,-1.680,-1.940,1.460,3.320,9.120,10.960,17.120,17.820,11.520,7.060,1.280,-8.260,138.000,45.600,18.000,79.200,39.400,69.000,10.800,3.400,26.800,55.800,5.800,65.200,13.330,4.076,-0.100,5.454,-2.918,-0.836,-11.602,-13.286,-6.230,1.262,-1.462,6.520
1915,Santa Rosa,-4.220,-0.900,1.460,4.900,5.680,10.620,15.740,18.720,10.680,7.580,-0.040,-2.220,45.000,145.600,34.200,135.200,78.200,11.400,12.400,1.200,23.000,3.400,59.600,58.000,4.348,13.852,1.480,10.024,4.538,-7.276,-9.720,-14.798,-5.242,-5.560,4.930,5.338
1916,Santa Rosa,-8.080,-1.200,2.220,3.840,4.420,10.240,15.320,15.500,11.780,3.900,-2.300,-5.720,183.000,103.800,55.000,21.200,42.400,4.000,11.400,8.600,4.000,77.000,37.800,68.600,18.302,9.642,3.306,-1.138,0.992,-8.002,-10.876,-10.558,-9.372,5.000,3.222,6.854
1917,Santa Rosa,-11.680,-6.460,-5.360,0.580,4.160,10.720,18.800,17.400,12.940,8.020,3.120,1.420,71.800,75.000,55.400,46.800,119.000,12.000,3.600,12.600,11.200,3.000,31.000,22.400,7.170,7.500,5.480,3.356,9.350,-7.664,-14.314,-10.904,-8.454,-6.300,0.638,0.530
1918,Santa Rosa,-2.380,-3.880,0.560,2.060,5.500,16.040,16.220,14.500,13.120,7.620,-1.520,-5.860,55.600,78.200,101.200,35.400,99.200,38.000,9.400,14.000,63.600,64.200,58.200,46.000,5.088,7.598,8.686,0.956,5.576,-8.884,-11.784,-9.446,-2.094,2.136,5.214,4.570
1919,Santa Rosa,-4.060,-3.440,-1.100,4.260,9.160,12.380,19.120,18.320,12.460,1.840,-1.040,-4.900,16.600,207.600,40.000,32.400,37.600,3.000,3.800,4.200,18.800,62.200,56.200,170.200,1.480,20.576,3.276,-0.030,-3.910,-10.288,-15.186,-13.186,-6.604,4.488,4.902,16.978
1920,Santa Rosa,-2.280,-3.140,-1.240,0.600,6.320,10.940,17.780,16.760,12.180,3.980,-0.540,-2.500,114.600,155.800,145.000,115.400,130.400,71.200,11.200,128.600,30.200,108.400,126.200,157.800,10.870,15.174,13.756,10.058,7.980,-2.052,-12.748,0.220,-5.768,8.256,11.980,15.428
1921,Santa Rosa,-3.060,-1.880,1.800,1.340,6.700,13.060,17.640,17.720,10.300,8.000,2.320,-2.200,103.800,71.000,120.200,43.400,59.000,35.400,2.000,1.400,11.000,17.400,115.600,107.200,10.058,6.510,10.164,2.600,1.414,-5.902,-13.942,-13.054,-7.478,-4.970,9.206,10.184
1922,Santa Rosa,-11.000,-6.700,-3.600,-0.840,6.360,14.180,17.300,17.300,13.520,6.500,-2.440,-3.460,93.600,149.200,87.600,62.800,29.800,10.800,9.400,30.000,1.600,32.000,69.600,146.000,9.334,14.946,8.540,5.280,-1.964,-10.784,-13.062,-8.678,-10.840,-1.484,6.458,14.398
1923,Santa Rosa,-3.320,-6.320,-1.400,1.600,6.880,9.160,18.000,16.340,13.060,4.560,1.460,-5.180,84.000,16.000,13.800,118.000,63.600,101.200,10.600,14.000,54.400,67.000,36.200,76.200,8.170,1.604,0.544,9.948,1.412,3.666,-12.970,-10.240,-3.416,3.910,1.782,7.588
1924,Santa Rosa,-8.480,0.880,-3.400,2.800,10.020,12.640,17.340,16.240,11.560,5.640,0.000,-9.740,24.000,72.600,44.600,22.600,4.200,10.800,4.000,2.400,11.200,114.600,52.400,154.000,2.410,5.888,4.144,-0.500,-8.936,-9.964,-13.540,-12.852,-8.722,7.916,4.002,15.384
1925,Santa Rosa,-3.660,-0.120,0.600,3.440,9.200,12.120,18.680,15.580,10.600,4.840,0.140,-1.760,71.800,86.800,102.400,89.400,44.800,93.800,36.000,28.400,25.200,137.600,121.400,164.400,6.994,7.746,8.758,6.164,-2.534,0.310,-10.430,-7.358,-4.862,10.244,11.078,15.830
1926,Santa Rosa,-4.980,-0.460,1.100,5.140,7.840,14.940,17.780,17.540,9.480,6.620,2.980,-4.340,48.600,91.400,17.200,100.200,43.600,11.600,22.200,5.000,4.200,12.800,177.600,48.800,4.808,8.304,-0.190,6.238,-1.888,-11.088,-12.030,-12.086,-6.890,-3.710,15.792,4.798
1927,Santa Rosa,-2.520,-2.260,-0.980,1.540,5.340,12.320,17.340,15.520,10.160,6.600,2.940,-5.860,46.000,168.200,79.600,51.000,58.000,43.200,5.800,8.000,14.200,69.600,153.000,53.600,4.196,16.440,7.124,3.250,2.100,-5.098,-13.672,-10.228,-4.942,2.188,13.778,5.356
1928,Santa Rosa,-3.500,-2.660,1.360,1.380,9.860,11.060,17.340,15.980,12.560,5.800,0.040,-5.120,44.000,39.200,123.400,49.400,11.600,8.800,5.800,3.200,4.000,29.200,91.600,44.600,4.156,3.490,10.756,3.154,-6.976,-7.578,-13.666,-11.922,-10.218,-1.138,8.196,4.412
1929,Santa Rosa,-6.480,-6.160,-1.000,0.180,6.880,11.000,17.840,19.180,9.980,6.160,-1.080,0.960,87.200,50.200,70.000,70.000,6.200,33.400,4.200,8.800,6.600,11.400,17.600,69.200,8.698,5.006,6.090,5.680,-4.748,-5.464,-14.402,-13.598,-7.914,-4.214,0.610,5.342
1930,Santa Rosa,-10.760,-0.720,-0.180,4.940,5.220,12.120,18.400,17.820,11.140,5.100,-1.140,-5.780,137.000,77.600,52.400,65.400,122.600,16.000,2.600,16.400,24.600,26.200,143.200,23.400,13.694,6.934,4.152,2.828,8.774,-8.542,-14.224,-10.030,-5.580,-1.062,13.358,2.318
1931,Santa Rosa,-3.840,-1.260,0.160,3.640,8.760,13.480,19.760,18.680,11.480,7.020,-3.180,-5.380,29.400,43.800,48.600,12.600,17.200,41.400,4.600,4.400,9.200,18.600,61.200,132.800,2.720,3.610,3.520,-2.046,-5.626,-5.996,-15.276,-13.376,-7.088,-3.172,5.790,13.248
1932,Santa Rosa,-7.940,-7.900,-0.720,2.640,7.000,12.220,16.240,16.200,13.300,5.240,2.340,-8.640,117.200,77.400,97.000,68.600,110.400,51.600,14.200,9.000,4.200,15.400,28.000,76.400,11.710,7.744,8.992,4.708,6.616,-3.688,-11.512,-10.988,-10.850,-2.222,0.600,7.650
1933,Santa Rosa,-7.280,-10.560,-0.940,0.960,3.760,13.420,18.860,16.980,11.940,8.660,0.800,0.260,101.600,44.200,38.400,32.400,38.800,2.200,5.000,3.800,12.600,66.200,16.000,55.800,10.134,4.410,2.984,1.546,1.324,-10.762,-15.074,-12.350,-8.448,-0.748,-0.192,4.312
1934,Santa Rosa,-0.620,0.820,4.160,6.640,10.420,11.480,18.320,18.780,11.520,7.740,2.380,-2.760,54.400,156.000,50.400,57.400,23.600,40.200,2.800,3.400,4.200,44.600,142.800,98.200,4.484,14.244,1.584,0.328,-6.164,-5.028,-15.114,-14.194,-8.894,-0.744,12.618,9.476
1935,Santa Rosa,-3.720,-2.640,-3.000,1.680,5.660,12.380,16.560,17.380,13.780,4.960,-2.660,-3.220,94.200,60.000,73.800,182.600,100.000,3.000,3.800,3.200,2.000,36.600,60.400,96.200,9.240,5.590,7.022,16.622,5.930,-9.534,-12.486,-13.282,-10.906,0.000,5.656,9.302
1936,Santa Rosa,-2.920,-3.180,-0.400,4.600,8.600,13.340,19.100,17.940,11.140,6.800,-1.920,-3.200,138.200,111.800,51.200,37.200,30.800,46.000,19.400,11.800,21.600,23.000,12.000,100.200,13.556,10.938,3.928,0.264,-3.760,-5.074,-12.514,-11.404,-6.744,-3.112,0.388,9.714
1937,Santa Rosa,-14.600,-6.680,-0.340,1.260,8.480,11.380,18.320,17.280,13.180,7.120,1.880,-1.160,90.600,171.800,62.800,47.000,25.800,25.800,12.000,3.600,10.600,31.400,115.800,107.200,9.046,17.176,5.300,3.128,-4.344,-6.012,-12.834,-13.620,-9.374,-2.176,10.090,10.064
1938,Santa Rosa,-2.600,-2.780,-2.200,2.660,6.140,11.820,16.740,16.680,14.380,6.040,-2.960,-1.700,85.800,187.000,120.400,117.800,75.200,68.000,28.800,6.600,10.600,104.800,74.000,24.800,8.212,18.398,11.590,9.634,3.486,-1.782,-9.416,-11.228,-10.016,7.122,7.048,1.780
1939,Santa Rosa,-3.280,-7.060,0.400,4.940,8.620,10.740,17.980,18.800,12.780,6.440,1.860,1.220,60.000,73.800,48.600,22.200,40.600,14.400,6.800,4.800,23.400,92.400,38.800,79.200,5.706,7.380,3.490,-1.914,-2.592,-7.546,-13.634,-14.252,-7.418,5.218,1.570,6.386
1940,Santa Rosa,-2.100,-0.960,1.240,3.440,9.500,14.700,17.420,18.720,12.060,7.540,-1.380,-1.000,138.600,71.400,89.000,66.000,8.000,19.000,4.800,4.800,73.400,95.800,62.200,79.200,13.398,6.496,7.184,3.940,-7.428,-10.278,-14.222,-14.878,-0.514,4.608,5.604,7.136
1941,Santa Rosa,-2.680,-0.560,0.700,2.140,7.800,10.640,17.640,16.280,9.120,5.320,1.720,-0.960,101.600,112.000,30.600,100.400,98.600,65.000,21.400,32.000,12.800,60.200,84.000,81.200,9.798,10.388,1.442,7.936,4.488,-1.270,-11.246,-7.004,-5.644,2.606,6.738,7.410
1942,Santa Rosa,-6.200,-4.760,-1.900,3.340,4.860,10.140,18.140,17.600,12.280,7.040,0.820,-1.000,98.800,74.000,28.800,73.400,86.600,27.800,2.600,5.200,3.000,17.600,197.400,177.400,9.864,7.340,2.190,4.664,5.380,-4.984,-15.280,-13.484,-10.254,-3.610,18.466,17.130
1943,Santa Rosa,-3.060,-0.480,0.220,5.640,6.140,9.120,16.880,16.600,14.340,6.880,0.840,-2.760,160.000,60.400,65.000,54.000,36.000,56.600,4.600,2.000,1.000,37.600,25.600,26.400,15.654,5.080,5.310,1.178,-1.078,-1.068,-13.036,-12.286,-12.570,-0.794,1.058,2.188
1944,Santa Rosa,-7.260,-3.980,-2.600,1.300,7.160,9.020,16.360,15.900,12.620,8.560,-2.180,-3.180,96.200,160.800,53.800,86.200,34.600,85.600,9.000,3.400,15.000,12.600,186.200,59.400,9.598,15.928,4.844,6.980,-2.284,2.420,-12.142,-13.026,-9.138,-5.558,18.196,5.624
1945,Santa Rosa,-4.320,-1.560,-2.080,1.420,6.960,9.740,17.840,17.540,11.280,8.000,0.160,-3.020,111.600,141.400,127.000,55.000,88.400,77.400,14.000,5.400,16.200,69.000,117.000,148.800,11.046,13.586,12.132,3.376,4.244,0.382,-13.562,-12.500,-7.382,1.206,10.918,14.586
1946,Santa Rosa,-4.080,-2.880,0.220,4.700,6.240,11.560,17.520,17.640,11.380,2.980,-0.880,-0.480,49.000,35.400,136.200,30.400,53.000,9.400,18.800,7.800,15.800,123.600,168.200,87.200,4.752,3.098,12.372,-0.796,0.546,-9.022,-12.552,-13.130,-7.702,10.518,16.092,7.806
1947,Santa Rosa,-6.460,0.320,0.660,3.200,9.560,10.540,16.940,16.440,13.000,7.560,-2.060,-3.480,47.000,42.600,34.200,80.000,66.800,29.200,2.000,4.200,4.600,56.800,165.400,37.800,4.700,2.912,1.918,5.254,-1.508,-5.062,-14.284,-12.698,-10.166,0.668,16.114,3.542
1948,Santa Rosa,-1.180,-4.100,-3.080,1.280,7.020,11.780,16.320,16.340,12.200,6.460,-1.600,-5.840,55.000,53.400,104.800,61.800,52.200,76.200,2.000,3.400,19.600,22.400,61.200,114.200,4.548,5.150,10.102,4.458,-0.186,-0.952,-12.792,-12.446,-7.896,-2.776,5.460,11.406
1949,Santa Rosa,-15.080,-6.040,-0.380,5.340,8.020,12.140,17.060,17.140,13.320,3.580,4.100,-3.980,69.800,69.800,45.400,12.000,74.800,26.400,2.000,4.200,8.400,39.800,30.400,47.200,6.980,6.948,3.514,-3.536,1.848,-6.642,-13.788,-12.548,-9.990,1.274,-0.346,4.536
1950,Santa Rosa,-5.940,-1.360,-1.320,2.660,5.720,10.900,17.560,17.520,12.080,8.700,2.900,1.360,78.400,45.800,86.400,24.200,33.000,20.000,5.200,5.000,28.600,24.200,104.000,120.400,7.834,3.722,7.860,-0.164,-1.252,-6.994,-13.480,-12.980,-5.452,-3.990,8.386,10.744
1951,Santa Rosa,-4.040,-1.780,-2.300,4.480,7.260,11.300,17.780,16.660,13.280,3.940,-0.340,-5.540,92.000,118.800,59.800,58.800,44.000,4.600,3.800,8.200,2.000,70.200,48.400,137.000,9.034,11.318,5.372,2.080,-0.880,-9.406,-14.820,-11.702,-11.404,4.364,3.836,13.694
1952,Santa Rosa,-6.180,-3.660,-4.220,4.000,7.520,10.360,16.580,16.980,13.180,9.500,-3.440,-1.860,136.600,84.600,133.800,19.400,54.200,99.800,18.800,5.000,36.200,2.200,67.400,90.600,13.658,8.240,13.236,-1.422,-0.386,1.940,-10.950,-12.802,-7.286,-9.430,6.382,8.542
1953,Santa Rosa,1.300,-1.960,-0.340,1.400,3.400,9.400,17.900,16.220,14.440,6.740,2.440,-2.800,65.400,49.400,15.400,42.000,108.800,42.600,2.000,7.600,4.000,24.200,73.400,83.400,5.212,4.292,0.210,2.136,8.150,-3.114,-15.560,-11.500,-11.484,-2.554,5.452,7.952
1954,Santa Rosa,-2.200,0.740,-2.140,4.260,9.400,11.200,18.020,15.180,11.460,6.020,2.620,-4.260,47.000,44.200,107.400,34.200,6.600,19.800,2.800,3.400,3.200,13.800,52.800,70.600,4.166,2.744,10.100,-0.258,-8.046,-7.126,-14.372,-10.890,-9.828,-3.738,2.854,6.922
1955,Santa Rosa,-8.560,-6.460,-1.960,0.440,5.880,12.220,15.920,18.520,11.800,7.240,-1.200,-1.180,64.200,49.200,39.400,41.400,55.400,20.400,13.200,2.400,4.000,11.600,61.800,205.400,6.436,4.926,3.276,2.726,1.114,-7.820,-11.304,-15.488,-9.510,-4.582,5.406,19.956
1956,Santa Rosa,-1.380,-6.260,-0.240,3.100,7.920,11.820,17.500,15.680,12.980,5.200,-0.960,-3.120,177.600,32.600,23.000,80.600,93.200,7.800,21.800,2.000,10.200,83.400,12.200,69.400,17.208,3.240,1.026,5.276,3.970,-9.090,-11.728,-11.874,-10.290,5.014,0.184,6.516
1957,Santa Rosa,-8.640,-0.660,0.060,1.760,6.220,12.640,16.220,15.940,12.920,4.500,-2.500,-0.860,58.800,57.200,121.000,67.200,156.200,21.200,1.000,2.400,16.000,80.800,118.400,69.600,5.888,4.812,10.984,4.800,11.890,-7.778,-13.748,-12.596,-9.216,5.558,11.424,6.116
1958,Santa Rosa,-3.020,0.620,-3.320,1.000,10.500,11.820,16.340,19.340,12.400,7.520,0.840,1.080,68.800,161.600,92.600,85.600,13.000,96.800,4.600,20.600,3.600,12.800,66.200,41.200,6.536,15.070,8.984,7.068,-7.818,1.246,-12.182,-11.748,-8.956,-5.434,5.122,2.490
1959,Santa Rosa,-1.440,-3.640,-0.440,4.300,4.840,13.840,18.820,16.500,10.560,6.940,0.900,-4.380,66.800,86.600,26.600,14.000,55.600,26.800,3.200,10.600,55.800,14.400,6.600,49.200,6.032,8.448,1.382,-2.460,1.948,-8.590,-15.628,-11.456,-1.148,-3.308,-1.360,4.760
