age_CE,FTV01A_raw,FTV02A_raw,FTV02B_raw,FTV04A_raw,FTV04B_raw,FTV05A_raw,FTV05B_raw,FTV06A_raw,FTV06B_raw,FTV07A_raw,FTV07B_raw,FTV08A_raw,FTV08B_raw,FTV09A_raw,FTV09B_raw,FTV10A_raw,FTV10B_raw,FTV11A_raw,FTV11B_raw,FTV12A_raw,FTV12B_raw,FTV13A_raw,FTV13B_raw,FTV14A_raw,FTV14B_raw,FTV15A_raw,FTV15B_raw,FTV16A_raw,FTV16B_raw,FTV17B_raw,FTV19B_raw,FTV20B_raw,FTV01A_raw_outlier_flag,FTV02A_raw_outlier_flag,FTV02B_raw_outlier_flag,FTV04A_raw_outlier_flag,FTV04B_raw_outlier_flag,FTV05A_raw_outlier_flag,FTV05B_raw_outlier_flag,FTV06A_raw_outlier_flag,FTV06B_raw_outlier_flag,FTV07A_raw_outlier_flag,FTV07B_raw_outlier_flag,FTV08A_raw_outlier_flag,FTV08B_raw_outlier_flag,FTV09A_raw_outlier_flag,FTV09B_raw_outlier_flag,FTV10A_raw_outlier_flag,FTV10B_raw_outlier_flag,FTV11A_raw_outlier_flag,FTV11B_raw_outlier_flag,FTV12A_raw_outlier_flag,FTV12B_raw_outlier_flag,FTV13A_raw_outlier_flag,FTV13B_raw_outlier_flag,FTV14A_raw_outlier_flag,FTV14B_raw_outlier_flag,FTV15A_raw_outlier_flag,FTV15B_raw_outlier_flag,FTV16A_raw_outlier_flag,FTV16B_raw_outlier_flag,FTV17B_raw_outlier_flag,FTV19B_raw_outlier_flag,FTV20B_raw_outlier_flag
1926,0.686,0.234,0.299,0.234,0.517,0.938,0.674,0.465,0.44,1.378,0.77,NA,NA,0.791,1.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.815,0.918,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1927,0.533,0.305,0.241,0.465,0.774,1.214,1.036,0.771,0.424,1.5,0.871,NA,NA,0.632,0.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.108,1.268,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
1928,0.69,0.188,0.151,0.49,0.601,1.207,0.857,0.305,0.262,2.269,0.906,NA,NA,0.639,0.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.395,NA,2.002,1.305,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE
1929,0.639,0.389,0.301,0.373,0.49,0.932,1.133,0.497,0.342,1.64,0.77,NA,NA,0.704,0.721,NA,1.642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.048,NA,1.861,1.667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE
1930,0.487,0.308,0.298,0.308,0.411,1.118,0.979,0.425,0.346,1.175,0.86,NA,NA,0.395,0.615,1.654,1.594,NA,NA,NA,NA,NA,NA,NA,1.535,NA,NA,5.192,4.468,NA,1.693,0.973,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1931,1.086,0.17,0.204,0.185,0.327,1.111,0.703,0.739,0.455,1.225,0.795,NA,NA,0.165,0.669,1.773,1.458,NA,NA,NA,NA,NA,NA,NA,1.679,NA,NA,4.618,4.135,NA,1.386,1.139,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1932,0.666,0.096,0.121,0.289,0.366,1.135,0.921,0.495,0.311,1.105,0.829,NA,NA,0.492,0.836,1.795,1.373,NA,NA,NA,NA,NA,NA,4.045,3.544,NA,NA,4.478,3.719,NA,1.21,1.249,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1933,0.672,0.131,0.12,0.314,0.369,0.534,0.568,0.381,0.241,1.414,0.66,NA,NA,0.337,0.788,1.558,1.426,NA,NA,NA,NA,NA,NA,3.034,3.018,NA,NA,3.072,2.579,2.78,1.161,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1934,0.423,0.167,0.162,0.292,0.295,0.92,0.722,0.291,0.216,1.413,0.526,NA,NA,0.319,0.706,1.715,1.417,NA,NA,NA,NA,NA,NA,3.818,2.885,NA,NA,3.935,3.05,3.538,1.329,0.978,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1935,0.526,0.193,0.129,0.341,0.419,0.948,0.864,0.491,0.327,1.619,0.722,NA,NA,0.514,0.709,1.274,1.255,NA,NA,NA,NA,NA,NA,3.173,2.642,NA,NA,5.622,3.588,4.113,1.276,1.557,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1936,0.431,0.204,0.331,0.359,0.405,0.802,0.587,0.354,0.288,1.81,0.701,NA,NA,0.457,0.691,1.328,1.463,NA,NA,NA,NA,NA,NA,3.376,3.026,NA,NA,5.037,3.546,4.178,1.484,0.838,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1937,0.628,0.269,0.209,0.392,0.509,1.009,0.833,0.757,0.475,1.734,1.212,NA,NA,0.946,1.123,1.398,1.263,1.282,NA,NA,NA,NA,NA,3.105,2.712,NA,NA,4.237,3.074,4.181,1.969,0.962,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1938,0.823,0.23,0.037,0.429,0.297,1.03,0.679,0.767,0.431,1.075,0.702,NA,NA,0.796,0.811,0.92,0.929,1.31,1.856,NA,NA,NA,NA,2.948,2.277,NA,NA,3.248,2.663,2.764,0.96,0.757,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1939,0.766,0.159,0,0.49,0.338,0.59,0.437,0.522,0.355,1.106,0.461,NA,NA,0.525,0.686,0.697,0.448,1.443,1.903,NA,NA,NA,NA,2.229,2.038,NA,NA,3.229,3.259,3.635,0.853,0.589,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1940,0.803,0.358,0.128,0.436,0.431,0.646,0.641,0.5,0.206,1.597,0.567,NA,NA,0.467,0.72,0.628,0.693,1.418,1.691,NA,NA,NA,NA,2.726,2.216,1.948,NA,3.725,3.019,3.856,1.033,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1941,0.993,0.299,0.352,0.783,0.668,0.826,1.081,0.475,0.209,1.944,1.694,NA,NA,0.817,1.007,1.42,1.226,1.547,1.728,NA,NA,NA,NA,2.898,2.371,2.472,NA,4.331,3.129,3.615,1.321,0.878,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1942,1.125,0.29,0.383,0.69,0.533,0.841,1.04,1.061,0.734,2.212,1.296,NA,NA,0.771,0.979,1.034,1.409,1.332,1.468,NA,NA,NA,NA,3.332,2.451,2.792,NA,3.533,2.893,3.554,1.508,1.065,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1943,0.923,0.402,0.497,0.588,0.372,1.158,1.157,2.041,2.088,2.678,2.074,NA,NA,0.712,0.939,0.917,1.059,1.097,2.388,NA,NA,2.552,NA,3.091,2.04,2.956,NA,3.736,2.15,3.836,1.287,0.882,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1944,0.567,0.451,0.465,0.864,0.482,1.057,0.93,1.811,1.617,2.516,2.178,NA,NA,0.834,1.026,0.964,1.349,0.884,1.881,NA,1.539,2.14,NA,2.434,2.39,2.742,NA,3.441,2.643,3.2,1.095,0.673,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1945,0.652,0.426,0.541,0.631,0.398,0.95,1.308,2.013,1.809,2.305,1.821,NA,NA,1.099,1.055,1.159,1.584,1.408,1.699,NA,1.764,2.279,NA,2.885,1.83,2.712,NA,3.1,2.988,3.216,1.259,0.901,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1946,0.628,0.356,0.288,0.636,0.519,1.247,1.371,2.007,2.08,1.404,1.394,NA,NA,1.09,1.667,0.953,1.581,1.305,1.234,NA,1.823,2.456,NA,2.234,1.761,2.318,NA,3.18,2.422,3.758,0.891,0.807,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1947,0.831,0.381,0.338,0.55,0.538,1.271,1.132,1.13,1.629,1.406,1.443,NA,NA,0.913,1.204,1.19,1.322,1.355,1.292,1.027,1.113,1.935,NA,2.462,1.794,1.934,NA,2.024,2.344,2.822,0.863,0.538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1948,0.673,0.365,0.39,0.447,0.528,1.072,0.865,0.731,0.95,0.972,1.101,NA,NA,0.907,0.998,1.04,1.03,1.047,0.928,1.298,1.447,2.03,2.417,1.798,1.488,1.908,NA,2.652,2.123,2.628,0.646,0.906,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1949,1.259,0.404,0.498,0.756,0.911,1.766,1.076,1.557,1.217,1.515,2.44,NA,NA,0.203,0.673,1.329,1.779,1.771,1.586,2.75,2.548,2.959,3.341,3.568,2.515,3.048,3.196,3.566,2.925,4.045,1.443,1.046,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1950,1.504,0.458,0.433,0.314,0.501,1.431,0.811,1.044,0.979,1.865,1.629,NA,NA,0.442,0.672,1.412,1.515,1.374,1.369,1.905,2.18,2.613,2.917,2.555,2.175,2.215,2.579,3.416,2.827,3.678,1.292,0.611,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1951,0.787,0.306,0.283,0.179,0.197,1.173,0.607,0.412,0.559,1.375,0.947,NA,NA,0.213,0.46,1,1.058,1.063,0.785,1.771,1.532,2.123,2.327,2.098,1.139,1.733,2.169,2.243,2.155,1.89,0.696,0.426,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,1.463,0.771,0.378,0.649,0.525,1.575,0.744,0.984,1.177,2.515,2.284,NA,NA,0.989,0.826,0.921,1.613,1.524,1.163,2.713,2.119,3.121,4.184,3.318,2.148,2.073,3.322,3.139,2.781,4.504,1.294,0.991,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953,1.446,0.713,0.549,0.588,0.339,1.067,0.861,0.743,0.699,2.427,1.995,NA,NA,0.928,0.625,1.414,1.794,1.363,1.025,2.597,2.562,2.534,3.008,2.188,1.943,1.944,2.588,3.448,2.726,3.491,1.234,0.948,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1954,1.141,0.567,0.452,0.697,0.424,0.85,0.736,0.732,0.908,1.465,0.74,NA,NA,0.894,0.787,1.1,1.36,1.497,1.124,2.903,2.556,2.561,3.083,2.731,1.966,1.776,2.525,3.067,2.836,3.238,1.339,1.081,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1955,1.091,0.758,0.457,0.713,0.446,0.832,0.948,0.664,0.68,1.565,1.101,NA,NA,0.623,0.554,1.502,1.551,1.51,1.284,2.851,2.865,2.446,3.232,2.855,1.784,2.116,2.551,2.977,2.349,3.494,1.358,0.886,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1956,0.696,0.584,0.567,0.532,0.463,0.647,0.766,0.377,0.581,0.964,1.06,NA,NA,0.355,0.481,0.826,1.124,1.064,1.029,1.822,1.579,1.376,2.191,1.48,1.161,1.035,1.439,1.867,1.662,1.669,0.608,0.357,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,1.093,0.576,0.442,0.514,0.685,0.842,0.869,0.68,0.793,1.311,1.467,NA,NA,0.566,0.66,1.163,1.143,1.651,1.506,1.924,2.104,1.653,2.53,2.263,2.142,1.89,2.365,2.357,2.146,2.265,1.359,0.668,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,0.988,0.403,0.355,0.626,0.79,0.31,0.468,0.555,0.59,1.049,1.43,NA,NA,0.408,0.49,0.735,0.952,1.343,1.301,1.837,1.621,1.689,2.146,1.96,2.029,2.022,2.861,2.137,2.524,3.151,1.116,0.774,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,0.671,0.593,0.599,0.41,0.85,0.246,0.503,0.671,0.954,1.228,1.773,NA,NA,0.376,0.611,1.16,1.609,1.84,2.063,1.985,2.09,1.496,2.505,2.751,3.199,2.007,3.352,3.157,2.478,2.735,1.074,1.009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,1.282,0.716,0.548,0.449,1.046,0.313,0.594,0.642,0.939,1.958,2.235,NA,NA,0.553,0.683,0.956,1.04,1.509,1.534,1.448,1.678,1.481,1.618,1.3,1.938,2.224,2.092,2.022,1.984,2.297,0.871,0.689,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1961,0.781,0.603,0.577,0.275,0.525,0.2,0.464,0.373,0.45,1.87,1.686,0.693,0.625,0.538,0.526,0.695,1.224,1.305,1.232,1.349,1.345,1.404,1.863,1.345,2.054,1.466,2.239,1.94,1.839,1.385,0.833,0.607,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,0.984,0.791,0.571,0.511,1.233,0.389,0.609,0.711,0.998,2.371,1.294,0.978,0.783,0.636,0.778,0.997,1.31,1.34,1.676,1.794,1.668,1.67,1.762,1.759,2.117,1.88,2.394,2.427,2.05,2.437,1.075,0.955,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,0.292,0.574,0.265,0.302,0.572,0.136,0.356,0.27,0.27,0.802,0.504,0.171,0.155,0.264,0.233,1.078,1.296,0.869,0.795,1.064,1.173,0.824,1.337,0.936,1.388,0.806,0.737,0.959,1.124,0.673,0.193,0.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,0.585,0.757,0.422,0.107,0.874,0.289,0.505,0.418,0.532,1.461,1.223,0.839,1.83,0.177,0.663,0.762,0.909,1.116,0.895,2.063,2.139,1.734,2.62,1.91,1.595,1.34,1.697,2.287,1.419,1.567,0.723,0.641,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,0.641,0.918,0.445,0.567,0.87,0.435,0.855,0.8,0.971,1.936,1.609,1.12,1.058,0.593,0.672,1.398,1.651,1.702,1.324,1.764,2.175,2.029,2.782,2.172,2.329,1.488,2.502,2.521,1.81,1.784,0.663,1.021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,0.955,1.061,0.44,0.547,0.783,0.529,0.899,0.689,0.94,1.286,0.784,0.924,0.969,0.658,0.74,1.015,1.015,1.153,1.299,2.097,1.774,1.68,2.403,1.412,1.914,1.891,1.343,1.337,1.506,1.283,0.781,1.147,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,0.947,1.088,0.491,1.019,0.595,0.526,0.979,0.686,0.86,1.295,1.629,0.906,0.919,0.652,0.582,1.494,1.692,1.62,1.445,2.509,2.423,2.392,2.59,1.885,2.412,2.099,3.039,1.514,1.442,2.257,1.075,0.963,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,0.821,1.04,0.486,0.974,1.247,0.485,0.706,0.491,0.599,1.103,1.861,1.222,1.191,0.723,0.704,1.105,1.643,1.855,1.759,2.098,2.121,1.578,1.901,1.646,1.636,1.743,2.315,1.464,1.441,1.489,0.736,0.556,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1969,0.674,1.193,0.385,0.931,1.69,0.376,0.527,0.496,0.605,1.349,1.693,0.976,0.826,0.316,0.425,0.998,1.566,1.941,1.294,1.113,1.559,1.539,1.565,1.298,1.409,1.356,1.418,1.225,1.795,2.129,0.942,0.896,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,0.553,1.262,0.329,0.631,1.562,0.362,0.837,0.51,0.669,1.968,1.723,0.915,0.784,0.45,0.525,1.625,3.059,2.074,2.126,1.487,0.955,1.888,2.125,1.368,1.6,1.647,2.868,1.579,1.751,1.912,0.711,0.858,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,0.664,0.949,0.386,0.703,1.287,0.293,0.416,0.412,0.423,1.094,0.582,0.751,0.766,0.628,0.37,2.137,2.319,1.986,1.733,0.898,0.846,1.308,1.184,0.998,1.554,1.119,1.817,1.535,1.378,1.362,0.3,0.342,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1972,0.839,1.083,0.404,0.763,1.156,0.432,0.618,0.609,0.638,1.48,1.55,0.843,1.113,0.572,0.459,1.464,1.991,1.809,1.535,0.891,0.68,2.048,1.729,1.159,1.479,1.339,1.68,1.991,1.386,1.592,0.796,0.758,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
